# DeepLocPro subcellular localisation per protein.  This replaces a three-tool
# summary (SignalP 6 + DeepTMHMM + DeepLocPro); the other two tools' columns
# reached no published table or figure.
protein_id	deeplocpro_localization
gnl|extdb|AC1V0C_16165	Cytoplasmic
gnl|extdb|AC1V0C_16170	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16175	Cytoplasmic
gnl|extdb|AC1V0C_16180	Extracellular
gnl|extdb|AC1V0C_16185	Cytoplasmic
gnl|extdb|AC1V0C_16190	Cytoplasmic
gnl|extdb|AC1V0C_16195	Extracellular
gnl|extdb|AC1V0C_16200	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16205	Cytoplasmic
gnl|extdb|AC1V0C_16210	Cytoplasmic
gnl|extdb|AC1V0C_16215	Cytoplasmic
gnl|extdb|AC1V0C_16220	Cytoplasmic
gnl|extdb|AC1V0C_16225	Extracellular
gnl|extdb|AC1V0C_16230	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16235	Extracellular
gnl|extdb|AC1V0C_16240	Cytoplasmic
gnl|extdb|AC1V0C_16245	Cytoplasmic
gnl|extdb|AC1V0C_16250	Cytoplasmic
gnl|extdb|AC1V0C_16255	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16260	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16265	Cytoplasmic
gnl|extdb|AC1V0C_16270	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16275	Cytoplasmic
gnl|extdb|AC1V0C_16280	Extracellular
gnl|extdb|AC1V0C_16285	Cytoplasmic
gnl|extdb|AC1V0C_16290	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16300	Cytoplasmic
gnl|extdb|AC1V0C_16305	Cytoplasmic
gnl|extdb|AC1V0C_16310	Cytoplasmic
gnl|extdb|AC1V0C_16315	Cytoplasmic
gnl|extdb|AC1V0C_16320	Cytoplasmic
gnl|extdb|AC1V0C_16325	Cytoplasmic
gnl|extdb|AC1V0C_16330	Cytoplasmic
gnl|extdb|AC1V0C_16335	Cytoplasmic
gnl|extdb|AC1V0C_16340	Cytoplasmic
gnl|extdb|AC1V0C_16345	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16350	Cytoplasmic
gnl|extdb|AC1V0C_16355	Cytoplasmic
gnl|extdb|AC1V0C_16360	Cytoplasmic
gnl|extdb|AC1V0C_16365	Cytoplasmic
gnl|extdb|AC1V0C_16370	Extracellular
gnl|extdb|AC1V0C_16375	Periplasmic
gnl|extdb|AC1V0C_16380	Outer Membrane
gnl|extdb|AC1V0C_16385	Extracellular
gnl|extdb|AC1V0C_16390	Extracellular
gnl|extdb|AC1V0C_16395	Outer Membrane
gnl|extdb|AC1V0C_16400	Cytoplasmic
gnl|extdb|AC1V0C_16405	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16410	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16415	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16420	Cytoplasmic
gnl|extdb|AC1V0C_16425	Cytoplasmic
gnl|extdb|AC1V0C_16430	Cytoplasmic
gnl|extdb|AC1V0C_16435	Cytoplasmic
gnl|extdb|AC1V0C_16440	Cytoplasmic
gnl|extdb|AC1V0C_16445	Periplasmic
gnl|extdb|AC1V0C_16450	Cytoplasmic
gnl|extdb|AC1V0C_16455	Cytoplasmic
gnl|extdb|AC1V0C_16460	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16465	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16470	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16475	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16480	Outer Membrane
gnl|extdb|AC1V0C_16485	Cytoplasmic
gnl|extdb|AC1V0C_16490	Cytoplasmic
gnl|extdb|AC1V0C_16495	Cytoplasmic
gnl|extdb|AC1V0C_16500	Cytoplasmic
gnl|extdb|AC1V0C_16510	Cytoplasmic
gnl|extdb|AC1V0C_16515	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16520	Periplasmic
gnl|extdb|AC1V0C_16525	Cytoplasmic
gnl|extdb|AC1V0C_16530	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16535	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16540	Cytoplasmic
gnl|extdb|AC1V0C_16545	Cytoplasmic
gnl|extdb|AC1V0C_16550	Cytoplasmic
gnl|extdb|AC1V0C_16555	Cytoplasmic
gnl|extdb|AC1V0C_16560	Cytoplasmic
gnl|extdb|AC1V0C_16565	Cytoplasmic
gnl|extdb|AC1V0C_16570	Cytoplasmic
gnl|extdb|AC1V0C_16575	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16580	Cytoplasmic
gnl|extdb|AC1V0C_16590	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16595	Cytoplasmic
gnl|extdb|AC1V0C_16600	Cytoplasmic
gnl|extdb|AC1V0C_16605	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16610	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16615	Periplasmic
gnl|extdb|AC1V0C_16620	Cytoplasmic
gnl|extdb|AC1V0C_16625	Cytoplasmic
gnl|extdb|AC1V0C_16635	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16640	Cytoplasmic
gnl|extdb|AC1V0C_16645	Extracellular
gnl|extdb|AC1V0C_16650	Cytoplasmic
gnl|extdb|AC1V0C_16655	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16660	Periplasmic
gnl|extdb|AC1V0C_16665	Cytoplasmic
gnl|extdb|AC1V0C_16670	Cytoplasmic
gnl|extdb|AC1V0C_16675	Cytoplasmic
gnl|extdb|AC1V0C_16680	Cytoplasmic
gnl|extdb|AC1V0C_16685	Cytoplasmic
gnl|extdb|AC1V0C_16690	Periplasmic
gnl|extdb|AC1V0C_16695	Cytoplasmic
gnl|extdb|AC1V0C_16700	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16705	Cytoplasmic
gnl|extdb|AC1V0C_16710	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16715	Outer Membrane
gnl|extdb|AC1V0C_16720	Extracellular
gnl|extdb|AC1V0C_16725	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16730	Cytoplasmic
gnl|extdb|AC1V0C_16735	Cytoplasmic
gnl|extdb|AC1V0C_16740	Cytoplasmic Membrane
gnl|extdb|AC1V0C_16745	Extracellular
gnl|extdb|AC1V0C_16750	Cytoplasmic
gnl|extdb|AC1V0C_16755	Outer Membrane
gnl|extdb|AC1V0C_29995	Cytoplasmic
gnl|extdb|AC1V0C_30000	Cytoplasmic
gnl|extdb|AC1V0C_30005	Cytoplasmic
gnl|extdb|AC1V0C_30010	Cytoplasmic
gnl|extdb|AC1V0C_30015	Cytoplasmic
gnl|extdb|AC1V0C_30020	Cytoplasmic
gnl|extdb|AC1V0C_30025	Cytoplasmic
gnl|extdb|AC1V0C_30030	Cytoplasmic
gnl|extdb|AC1V0C_30035	Cytoplasmic
gnl|extdb|AC1V0C_30040	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30045	Cytoplasmic
gnl|extdb|AC1V0C_30050	Outer Membrane
gnl|extdb|AC1V0C_30055	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30060	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30065	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30070	Cytoplasmic
gnl|extdb|AC1V0C_30075	Cytoplasmic
gnl|extdb|AC1V0C_30080	Cytoplasmic
gnl|extdb|AC1V0C_30085	Cytoplasmic
gnl|extdb|AC1V0C_30090	Cytoplasmic
gnl|extdb|AC1V0C_30095	Cytoplasmic
gnl|extdb|AC1V0C_30100	Cytoplasmic
gnl|extdb|AC1V0C_30105	Cytoplasmic
gnl|extdb|AC1V0C_30110	Cytoplasmic
gnl|extdb|AC1V0C_30115	Cytoplasmic
gnl|extdb|AC1V0C_30120	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30125	Cytoplasmic
gnl|extdb|AC1V0C_30130	Cytoplasmic
gnl|extdb|AC1V0C_30135	Cytoplasmic
gnl|extdb|AC1V0C_30140	Cytoplasmic
gnl|extdb|AC1V0C_30145	Cytoplasmic
gnl|extdb|AC1V0C_30150	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30155	Cytoplasmic
gnl|extdb|AC1V0C_30160	Cytoplasmic
gnl|extdb|AC1V0C_30165	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30170	Cytoplasmic
gnl|extdb|AC1V0C_30175	Periplasmic
gnl|extdb|AC1V0C_30180	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30185	Cytoplasmic
gnl|extdb|AC1V0C_30190	Cytoplasmic
gnl|extdb|AC1V0C_30195	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30200	Outer Membrane
gnl|extdb|AC1V0C_30205	Cytoplasmic
gnl|extdb|AC1V0C_30210	Cytoplasmic
gnl|extdb|AC1V0C_30215	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30220	Cytoplasmic
gnl|extdb|AC1V0C_30225	Cytoplasmic
gnl|extdb|AC1V0C_30230	Cytoplasmic
gnl|extdb|AC1V0C_30235	Cytoplasmic
gnl|extdb|AC1V0C_30240	Cytoplasmic
gnl|extdb|AC1V0C_30245	Cytoplasmic
gnl|extdb|AC1V0C_30250	Cytoplasmic
gnl|extdb|AC1V0C_30255	Cytoplasmic
gnl|extdb|AC1V0C_30260	Cytoplasmic
gnl|extdb|AC1V0C_30265	Cytoplasmic
gnl|extdb|AC1V0C_30270	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30275	Cytoplasmic
gnl|extdb|AC1V0C_30280	Cytoplasmic
gnl|extdb|AC1V0C_30285	Periplasmic
gnl|extdb|AC1V0C_30290	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30295	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30300	Periplasmic
gnl|extdb|AC1V0C_30305	Periplasmic
gnl|extdb|AC1V0C_30310	Cytoplasmic
gnl|extdb|AC1V0C_30315	Cytoplasmic
gnl|extdb|AC1V0C_30320	Cytoplasmic
gnl|extdb|AC1V0C_30325	Extracellular
gnl|extdb|AC1V0C_30330	Periplasmic
gnl|extdb|AC1V0C_30335	Cytoplasmic
gnl|extdb|AC1V0C_30340	Cytoplasmic
gnl|extdb|AC1V0C_30345	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30350	Cytoplasmic
gnl|extdb|AC1V0C_30355	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30360	Cytoplasmic
gnl|extdb|AC1V0C_30365	Periplasmic
gnl|extdb|AC1V0C_30370	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30375	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30380	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30385	Cytoplasmic
gnl|extdb|AC1V0C_30390	Cytoplasmic
gnl|extdb|AC1V0C_30395	Cytoplasmic
gnl|extdb|AC1V0C_30400	Cytoplasmic
gnl|extdb|AC1V0C_30405	Cytoplasmic
gnl|extdb|AC1V0C_30410	Cytoplasmic
gnl|extdb|AC1V0C_30415	Periplasmic
gnl|extdb|AC1V0C_30420	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30430	Cytoplasmic
gnl|extdb|AC1V0C_30435	Periplasmic
gnl|extdb|AC1V0C_30440	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30445	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30450	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30455	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30460	Cytoplasmic
gnl|extdb|AC1V0C_30465	Cytoplasmic
gnl|extdb|AC1V0C_30470	Periplasmic
gnl|extdb|AC1V0C_30475	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30480	Extracellular
gnl|extdb|AC1V0C_30485	Extracellular
gnl|extdb|AC1V0C_30490	Cytoplasmic
gnl|extdb|AC1V0C_30495	Cytoplasmic
gnl|extdb|AC1V0C_30500	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30505	Cytoplasmic
gnl|extdb|AC1V0C_30510	Extracellular
gnl|extdb|AC1V0C_30515	Periplasmic
gnl|extdb|AC1V0C_30520	Cytoplasmic
gnl|extdb|AC1V0C_30525	Outer Membrane
gnl|extdb|AC1V0C_30530	Cytoplasmic
gnl|extdb|AC1V0C_30535	Cytoplasmic
gnl|extdb|AC1V0C_30540	Cytoplasmic
gnl|extdb|AC1V0C_30545	Periplasmic
gnl|extdb|AC1V0C_30550	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30555	Cytoplasmic
gnl|extdb|AC1V0C_30560	Cytoplasmic
gnl|extdb|AC1V0C_30565	Cytoplasmic
gnl|extdb|AC1V0C_30570	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30575	Cytoplasmic
gnl|extdb|AC1V0C_30585	Cytoplasmic
gnl|extdb|AC1V0C_30590	Cytoplasmic
gnl|extdb|AC1V0C_30595	Cytoplasmic
gnl|extdb|AC1V0C_30600	Cytoplasmic
gnl|extdb|AC1V0C_30605	Cytoplasmic
gnl|extdb|AC1V0C_30610	Cytoplasmic
gnl|extdb|AC1V0C_30615	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30620	Cytoplasmic
gnl|extdb|AC1V0C_30630	Cytoplasmic
gnl|extdb|AC1V0C_30635	Cytoplasmic
gnl|extdb|AC1V0C_30640	Cytoplasmic
gnl|extdb|AC1V0C_30645	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30650	Cytoplasmic
gnl|extdb|AC1V0C_30655	Cytoplasmic
gnl|extdb|AC1V0C_30660	Cytoplasmic
gnl|extdb|AC1V0C_30665	Cytoplasmic
gnl|extdb|AC1V0C_30675	Cytoplasmic
gnl|extdb|AC1V0C_30680	Cytoplasmic
gnl|extdb|AC1V0C_30685	Cytoplasmic
gnl|extdb|AC1V0C_30690	Cytoplasmic
gnl|extdb|AC1V0C_30695	Periplasmic
gnl|extdb|AC1V0C_30700	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30705	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30710	Periplasmic
gnl|extdb|AC1V0C_30715	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30720	Cytoplasmic
gnl|extdb|AC1V0C_30725	Cytoplasmic
gnl|extdb|AC1V0C_30730	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30735	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30740	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30745	Cytoplasmic
gnl|extdb|AC1V0C_30750	Cytoplasmic
gnl|extdb|AC1V0C_30755	Cytoplasmic
gnl|extdb|AC1V0C_30760	Cytoplasmic
gnl|extdb|AC1V0C_30765	Cytoplasmic
gnl|extdb|AC1V0C_30770	Cytoplasmic
gnl|extdb|AC1V0C_30775	Cytoplasmic
gnl|extdb|AC1V0C_30780	Cytoplasmic
gnl|extdb|AC1V0C_30785	Cytoplasmic
gnl|extdb|AC1V0C_30790	Extracellular
gnl|extdb|AC1V0C_30795	Cytoplasmic
gnl|extdb|AC1V0C_30800	Cytoplasmic
gnl|extdb|AC1V0C_30805	Cytoplasmic
gnl|extdb|AC1V0C_30810	Outer Membrane
gnl|extdb|AC1V0C_30815	Periplasmic
gnl|extdb|AC1V0C_30820	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30825	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30830	Cytoplasmic
gnl|extdb|AC1V0C_30835	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30840	Cytoplasmic
gnl|extdb|AC1V0C_30845	Cytoplasmic
gnl|extdb|AC1V0C_30850	Cytoplasmic
gnl|extdb|AC1V0C_30855	Cytoplasmic
gnl|extdb|AC1V0C_30860	Cytoplasmic
gnl|extdb|AC1V0C_30865	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30870	Outer Membrane
gnl|extdb|AC1V0C_30875	Cytoplasmic
gnl|extdb|AC1V0C_30880	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30885	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30895	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30900	Cytoplasmic
gnl|extdb|AC1V0C_30905	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30910	Cytoplasmic
gnl|extdb|AC1V0C_30915	Cytoplasmic
gnl|extdb|AC1V0C_30920	Cytoplasmic
gnl|extdb|AC1V0C_30925	Cytoplasmic
gnl|extdb|AC1V0C_30930	Extracellular
gnl|extdb|AC1V0C_30935	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30940	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30945	Cytoplasmic
gnl|extdb|AC1V0C_30950	Cytoplasmic
gnl|extdb|AC1V0C_30955	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30960	Cytoplasmic
gnl|extdb|AC1V0C_30965	Periplasmic
gnl|extdb|AC1V0C_30970	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30975	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30980	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30985	Cytoplasmic
gnl|extdb|AC1V0C_30990	Cytoplasmic Membrane
gnl|extdb|AC1V0C_30995	Cytoplasmic
gnl|extdb|AC1V0C_31000	Cytoplasmic
gnl|extdb|AC1V0C_31005	Cell wall & surface
gnl|extdb|AC1V0C_31010	Outer Membrane
gnl|extdb|AC1V0C_31015	Cytoplasmic
gnl|extdb|AC1V0C_31020	Cytoplasmic
gnl|extdb|AC1V0C_31025	Cytoplasmic
gnl|extdb|AC1V0C_31030	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31040	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31045	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31050	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31055	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31060	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31065	Periplasmic
gnl|extdb|AC1V0C_31070	Cytoplasmic
gnl|extdb|AC1V0C_31075	Cytoplasmic
gnl|extdb|AC1V0C_31080	Cytoplasmic
gnl|extdb|AC1V0C_31085	Cytoplasmic
gnl|extdb|AC1V0C_31090	Cytoplasmic
gnl|extdb|AC1V0C_31095	Cytoplasmic
gnl|extdb|AC1V0C_31100	Cytoplasmic
gnl|extdb|AC1V0C_31105	Cytoplasmic
gnl|extdb|AC1V0C_31110	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31115	Cytoplasmic
gnl|extdb|AC1V0C_31120	Outer Membrane
gnl|extdb|AC1V0C_31125	Cell wall & surface
gnl|extdb|AC1V0C_31130	Cytoplasmic
gnl|extdb|AC1V0C_31135	Extracellular
gnl|extdb|AC1V0C_31140	Cytoplasmic
gnl|extdb|AC1V0C_31145	Cytoplasmic
gnl|extdb|AC1V0C_31150	Periplasmic
gnl|extdb|AC1V0C_31155	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31160	Cytoplasmic
gnl|extdb|AC1V0C_31165	Cytoplasmic
gnl|extdb|AC1V0C_31170	Cytoplasmic
gnl|extdb|AC1V0C_31175	Cytoplasmic
gnl|extdb|AC1V0C_31180	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31185	Cytoplasmic
gnl|extdb|AC1V0C_31190	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31195	Cytoplasmic
gnl|extdb|AC1V0C_31200	Outer Membrane
gnl|extdb|AC1V0C_31205	Cytoplasmic
gnl|extdb|AC1V0C_31210	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31215	Cytoplasmic
gnl|extdb|AC1V0C_31220	Outer Membrane
gnl|extdb|AC1V0C_31225	Cytoplasmic
gnl|extdb|AC1V0C_31230	Cytoplasmic
gnl|extdb|AC1V0C_31235	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31240	Cytoplasmic
gnl|extdb|AC1V0C_31250	Cytoplasmic
gnl|extdb|AC1V0C_31255	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31260	Extracellular
gnl|extdb|AC1V0C_31265	Cytoplasmic
gnl|extdb|AC1V0C_31270	Cytoplasmic
gnl|extdb|AC1V0C_31275	Periplasmic
gnl|extdb|AC1V0C_31280	Cytoplasmic
gnl|extdb|AC1V0C_31285	Cytoplasmic
gnl|extdb|AC1V0C_31290	Cytoplasmic
gnl|extdb|AC1V0C_31295	Cytoplasmic
gnl|extdb|AC1V0C_31300	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31305	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31310	Cytoplasmic
gnl|extdb|AC1V0C_31315	Cytoplasmic
gnl|extdb|AC1V0C_31320	Cytoplasmic
gnl|extdb|AC1V0C_31325	Cytoplasmic
gnl|extdb|AC1V0C_31330	Cytoplasmic
gnl|extdb|AC1V0C_31335	Cytoplasmic
gnl|extdb|AC1V0C_31340	Cytoplasmic
gnl|extdb|AC1V0C_31345	Cytoplasmic
gnl|extdb|AC1V0C_31350	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31355	Cytoplasmic
gnl|extdb|AC1V0C_31360	Cytoplasmic
gnl|extdb|AC1V0C_31365	Cytoplasmic
gnl|extdb|AC1V0C_31370	Cytoplasmic
gnl|extdb|AC1V0C_31375	Cytoplasmic
gnl|extdb|AC1V0C_31380	Cytoplasmic
gnl|extdb|AC1V0C_31385	Cytoplasmic
gnl|extdb|AC1V0C_31390	Cytoplasmic
gnl|extdb|AC1V0C_31395	Cytoplasmic
gnl|extdb|AC1V0C_31400	Cytoplasmic
gnl|extdb|AC1V0C_31405	Cytoplasmic
gnl|extdb|AC1V0C_31410	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31415	Cytoplasmic
gnl|extdb|AC1V0C_31420	Cytoplasmic
gnl|extdb|AC1V0C_31425	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31430	Cytoplasmic
gnl|extdb|AC1V0C_31435	Periplasmic
gnl|extdb|AC1V0C_31440	Cytoplasmic
gnl|extdb|AC1V0C_31445	Extracellular
gnl|extdb|AC1V0C_31450	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31455	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31460	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31465	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31470	Extracellular
gnl|extdb|AC1V0C_31475	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31480	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31485	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31490	Cytoplasmic
gnl|extdb|AC1V0C_31495	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31500	Outer Membrane
gnl|extdb|AC1V0C_31505	Outer Membrane
gnl|extdb|AC1V0C_31510	Extracellular
gnl|extdb|AC1V0C_31515	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31520	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31525	Cytoplasmic
gnl|extdb|AC1V0C_31530	Cytoplasmic
gnl|extdb|AC1V0C_31535	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31540	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31545	Outer Membrane
gnl|extdb|AC1V0C_31550	Cytoplasmic
gnl|extdb|AC1V0C_31555	Cytoplasmic
gnl|extdb|AC1V0C_31560	Cytoplasmic
gnl|extdb|AC1V0C_31565	Cytoplasmic
gnl|extdb|AC1V0C_31570	Cytoplasmic
gnl|extdb|AC1V0C_31575	Cytoplasmic
gnl|extdb|AC1V0C_31580	Cytoplasmic
gnl|extdb|AC1V0C_31585	Cytoplasmic
gnl|extdb|AC1V0C_31590	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31595	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31600	Periplasmic
gnl|extdb|AC1V0C_31605	Cytoplasmic
gnl|extdb|AC1V0C_31610	Cytoplasmic
gnl|extdb|AC1V0C_31615	Cytoplasmic
gnl|extdb|AC1V0C_31620	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31625	Cytoplasmic
gnl|extdb|AC1V0C_31630	Extracellular
gnl|extdb|AC1V0C_31635	Outer Membrane
gnl|extdb|AC1V0C_31640	Cytoplasmic
gnl|extdb|AC1V0C_31645	Cell wall & surface
gnl|extdb|AC1V0C_31650	Cytoplasmic
gnl|extdb|AC1V0C_31655	Extracellular
gnl|extdb|AC1V0C_31660	Extracellular
gnl|extdb|AC1V0C_31665	Extracellular
gnl|extdb|AC1V0C_31670	Cytoplasmic
gnl|extdb|AC1V0C_31675	Periplasmic
gnl|extdb|AC1V0C_31680	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31685	Cytoplasmic
gnl|extdb|AC1V0C_31690	Cytoplasmic
gnl|extdb|AC1V0C_31695	Cytoplasmic
gnl|extdb|AC1V0C_31700	Outer Membrane
gnl|extdb|AC1V0C_31705	Cytoplasmic
gnl|extdb|AC1V0C_31710	Cytoplasmic
gnl|extdb|AC1V0C_31720	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31725	Cytoplasmic
gnl|extdb|AC1V0C_31730	Cytoplasmic
gnl|extdb|AC1V0C_31735	Periplasmic
gnl|extdb|AC1V0C_31740	Cytoplasmic
gnl|extdb|AC1V0C_31745	Cytoplasmic
gnl|extdb|AC1V0C_31750	Cytoplasmic
gnl|extdb|AC1V0C_31755	Cytoplasmic
gnl|extdb|AC1V0C_31760	Cytoplasmic
gnl|extdb|AC1V0C_31765	Cytoplasmic
gnl|extdb|AC1V0C_31770	Cytoplasmic
gnl|extdb|AC1V0C_31775	Cytoplasmic
gnl|extdb|AC1V0C_31780	Cytoplasmic
gnl|extdb|AC1V0C_31785	Cytoplasmic
gnl|extdb|AC1V0C_31790	Cytoplasmic
gnl|extdb|AC1V0C_31795	Cytoplasmic
gnl|extdb|AC1V0C_31800	Cytoplasmic
gnl|extdb|AC1V0C_31805	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31810	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31815	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31820	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31825	Outer Membrane
gnl|extdb|AC1V0C_31830	Cytoplasmic
gnl|extdb|AC1V0C_31835	Cytoplasmic
gnl|extdb|AC1V0C_31840	Cytoplasmic
gnl|extdb|AC1V0C_31845	Cytoplasmic
gnl|extdb|AC1V0C_31850	Periplasmic
gnl|extdb|AC1V0C_31855	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31860	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31865	Cytoplasmic
gnl|extdb|AC1V0C_31870	Extracellular
gnl|extdb|AC1V0C_31875	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31880	Cytoplasmic
gnl|extdb|AC1V0C_31885	Cytoplasmic
gnl|extdb|AC1V0C_31890	Cytoplasmic
gnl|extdb|AC1V0C_31895	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31900	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31905	Outer Membrane
gnl|extdb|AC1V0C_31910	Cytoplasmic
gnl|extdb|AC1V0C_31915	Cytoplasmic
gnl|extdb|AC1V0C_31920	Cytoplasmic
gnl|extdb|AC1V0C_31925	Cytoplasmic
gnl|extdb|AC1V0C_31930	Cytoplasmic
gnl|extdb|AC1V0C_31935	Cytoplasmic
gnl|extdb|AC1V0C_31940	Cytoplasmic
gnl|extdb|AC1V0C_31945	Cytoplasmic
gnl|extdb|AC1V0C_31950	Cytoplasmic
gnl|extdb|AC1V0C_31955	Cytoplasmic
