accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_016458805.1	NZ_CP066770.1	2991650	1	2181	0.0036	0.5506	-0.5470	chromosome2	False
GCF_016598875.1	NZ_CP066792.1	2820468	1	1295	0.0597	0.2078	-0.1481	other_megaplasmid	False
GCF_016698705.1	NZ_CP068050.1	3913767	1	1770	0.0940	0.2935	-0.1995	other_megaplasmid	False
GCF_016774495.1	NZ_CP068710.1	2826723	1	1298	0.0072	0.2688	-0.2616	other_megaplasmid	False
GCF_016774495.1	NZ_CP068711.1	303664	2	47	0.0036	0.0023	0.0013	other_megaplasmid	False
GCF_016864355.1	NZ_CP069361.1	3303859	1	1372	0.0217	0.2679	-0.2462	other_megaplasmid	False
GCF_016889205.1	NZ_CP069483.1	2168068	1	1547	0.0018	0.3880	-0.3862	other_megaplasmid	False
GCF_016889205.1	NZ_CP069484.1	834423	2	541	0.2007	0.0016	0.1991	c3	True
GCF_016899425.1	NZ_CP045995.1	3002449	1	2287	0.0018	0.5529	-0.5511	chromosome2	False
GCF_016899425.1	NZ_CP045996.1	1180421	2	844	0.4702	0.0000	0.4702	c3	True
GCF_016899445.1	NZ_CP041778.1	3288546	1	2280	0.0000	0.5597	-0.5597	chromosome2	False
GCF_016899445.1	NZ_CP041777.1	1031707	2	743	0.3779	0.0000	0.3779	c3	True
GCF_017165175.1	NZ_CP048442.1	2429771	1	1828	0.0000	0.4354	-0.4354	chromosome2	False
GCF_017165175.1	NZ_CP048443.1	696464	2	503	0.2676	0.0006	0.2670	c3	True
GCF_017165195.1	NZ_CP048446.1	2439726	1	1839	0.0000	0.4380	-0.4380	chromosome2	False
GCF_017165195.1	NZ_CP048447.1	728861	2	503	0.2694	0.0006	0.2688	c3	True
GCF_017165475.1	NZ_CP048449.1	2438740	1	1839	0.0000	0.4383	-0.4383	chromosome2	False
GCF_017165475.1	NZ_CP048450.1	728857	2	503	0.2694	0.0006	0.2688	c3	True
GCF_017165495.1	NZ_CP048452.1	2438624	1	1839	0.0000	0.4383	-0.4383	chromosome2	False
GCF_017165495.1	NZ_CP048453.1	728861	2	503	0.2694	0.0006	0.2688	c3	True
GCF_017165515.1	NZ_CP048455.1	2439060	1	1839	0.0000	0.4383	-0.4383	chromosome2	False
GCF_017165515.1	NZ_CP048456.1	728861	2	503	0.2694	0.0006	0.2688	c3	True
GCF_017165535.1	NZ_CP048458.1	2440132	1	1839	0.0000	0.4383	-0.4383	chromosome2	False
GCF_017165535.1	NZ_CP048459.1	728858	2	501	0.2694	0.0006	0.2688	c3	True
GCF_017165555.1	NZ_CP048461.1	2440183	1	1836	0.0000	0.4373	-0.4373	chromosome2	False
GCF_017165555.1	NZ_CP048462.1	728850	2	500	0.2640	0.0006	0.2634	c3	True
GCF_017220215.1	NZ_CP071130.1	1320836	1	653	0.0054	0.0942	-0.0887	other_megaplasmid	False
GCF_017220215.1	NZ_CP071131.1	913575	2	329	0.0235	0.0305	-0.0070	other_megaplasmid	False
GCF_017220215.1	NZ_CP071132.1	588872	3	208	0.0018	0.0289	-0.0271	other_megaplasmid	False
GCF_017378155.1	NZ_CP071747.1	3330822	1	1417	0.0217	0.2773	-0.2556	other_megaplasmid	False
GCF_017378195.1	NZ_CP071750.1	3203152	1	1404	0.0217	0.2753	-0.2536	other_megaplasmid	False
GCF_017378235.1	NZ_CP071752.1	3222599	1	1404	0.0235	0.2734	-0.2499	other_megaplasmid	False
GCF_017378275.1	NZ_CP071758.1	3199869	1	1391	0.0235	0.2731	-0.2495	other_megaplasmid	False
GCF_017378315.2	NZ_CP071755.2	3074610	1	1352	0.0217	0.2659	-0.2442	other_megaplasmid	False
GCF_017378355.1	NZ_CP071760.1	3171004	1	1387	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_017378435.1	NZ_CP071762.1	3254530	1	1404	0.0235	0.2760	-0.2525	other_megaplasmid	False
GCF_017514945.1	NZ_CP071826.1	3086006	1	2311	0.0018	0.5808	-0.5790	chromosome2	False
GCF_017514945.1	NZ_CP071827.1	1005275	2	654	0.3056	0.0055	0.3001	c3	True
GCF_017815595.1	NZ_CP072602.1	2400076	1	1782	0.0018	0.4458	-0.4440	chromosome2	False
GCF_017815615.1	NZ_CP072605.1	2289068	1	1765	0.0018	0.4442	-0.4423	chromosome2	False
GCF_017815615.1	NZ_CP072606.1	901857	2	661	0.2586	0.0045	0.2540	c3	True
GCF_017858835.1	NZ_CP021075.1	2836688	1	1296	0.0506	0.2088	-0.1581	other_megaplasmid	False
GCF_018223765.1	NZ_CP073669.1	3176312	1	2430	0.0000	0.6032	-0.6032	chromosome2	False
GCF_018223765.1	NZ_CP073670.1	984325	2	629	0.3743	0.0006	0.3737	c3	True
GCF_018223785.1	NZ_CP073667.1	3267640	1	2541	0.0000	0.6435	-0.6435	chromosome2	False
GCF_018223785.1	NZ_CP073664.1	1531612	2	966	0.5063	0.0006	0.5057	c3	True
GCF_018223785.1	NZ_CP073663.1	395748	3	35	0.0000	0.0013	-0.0013	other_megaplasmid	False
GCF_018223805.1	NZ_CP073676.1	3219652	1	2516	0.0000	0.6120	-0.6120	chromosome2	False
GCF_018223805.1	NZ_CP073675.1	983740	2	703	0.4195	0.0000	0.4195	c3	True
GCF_018228345.1	NZ_CP073723.1	3144211	1	1390	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_018228385.1	NZ_CP073729.1	3117866	1	1389	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_018228525.1	NZ_CP073726.1	3142999	1	1393	0.0217	0.2731	-0.2514	other_megaplasmid	False
GCF_018228545.1	NZ_CP073741.1	3067082	1	1349	0.0217	0.2597	-0.2380	other_megaplasmid	False
GCF_018228565.1	NZ_CP073735.1	3143942	1	1390	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_018228585.1	NZ_CP073732.1	3140230	1	1390	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_018228605.1	NZ_CP073738.1	3139758	1	1389	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_018228625.1	NZ_CP073704.1	3191508	1	2437	0.0000	0.6065	-0.6065	chromosome2	False
GCF_018228625.1	NZ_CP073703.1	984365	2	721	0.4286	0.0003	0.4282	c3	True
GCF_018408855.1	NZ_AP024325.1	1684880	1	528	0.0108	0.0500	-0.0392	other_megaplasmid	False
GCF_018408855.1	NZ_AP024323.1	1492200	2	781	0.0108	0.1279	-0.1171	other_megaplasmid	False
GCF_018408855.1	NZ_AP024326.1	1015131	3	207	0.0163	0.0042	0.0121	other_megaplasmid	False
GCF_018408855.1	NZ_AP024324.1	848037	4	253	0.0072	0.0169	-0.0096	other_megaplasmid	False
GCF_018408855.1	NZ_AP024327.1	671923	5	264	0.0127	0.0227	-0.0101	other_megaplasmid	False
GCF_018408855.1	NZ_AP024328.1	435466	6	75	0.0054	0.0071	-0.0017	other_megaplasmid	False
GCF_018417535.1	NZ_CP070978.1	3307718	1	2525	0.0036	0.6373	-0.6337	chromosome2	False
GCF_018417535.1	NZ_CP070979.1	1319567	2	752	0.4105	0.0019	0.4085	c3	True
GCF_018771365.1	NZ_CP076298.1	3250235	1	1370	0.0217	0.2636	-0.2419	other_megaplasmid	False
GCF_019428685.1	NZ_CP080096.1	3372003	1	1239	0.0253	0.1776	-0.1523	other_megaplasmid	False
GCF_019915365.1	NZ_CP082808.1	3129934	1	2405	0.0000	0.6117	-0.6117	chromosome2	False
GCF_019915365.1	NZ_CP082809.1	1359055	2	844	0.4087	0.0006	0.4080	c3	True
GCF_019930785.1	NZ_CP082883.1	2168154	1	1545	0.0018	0.3877	-0.3859	other_megaplasmid	False
GCF_019930785.1	NZ_CP082884.1	617193	2	403	0.1429	0.0003	0.1425	other_megaplasmid	False
GCF_020099355.1	NZ_CP083654.1	2262096	1	1628	0.0000	0.3922	-0.3922	other_megaplasmid	False
GCF_020099355.1	NZ_CP083656.1	1248367	2	718	0.3128	0.0026	0.3102	c3	True
GCF_020544345.1	NZ_CP065404.1	2747648	1	1459	0.0127	0.2377	-0.2250	other_megaplasmid	False
GCF_020544345.1	NZ_CP065405.1	2016069	2	797	0.0253	0.0373	-0.0120	other_megaplasmid	False
GCF_020736245.1	NZ_CP085966.1	2168154	1	1546	0.0018	0.3880	-0.3862	other_megaplasmid	False
GCF_020736245.1	NZ_CP085968.1	834411	2	542	0.2007	0.0016	0.1991	c3	True
GCF_020843905.1	NZ_CP086292.1	2790852	1	2091	0.0000	0.5188	-0.5188	chromosome2	False
GCF_020843905.1	NZ_CP086293.1	1172279	2	813	0.3942	0.0003	0.3939	c3	True
GCF_020843925.1	NZ_CP086298.1	2746885	1	2148	0.0000	0.5299	-0.5299	chromosome2	False
GCF_020843925.1	NZ_CP086299.1	1156961	2	802	0.3996	0.0000	0.3996	c3	True
GCF_020843945.1	NZ_CP086295.1	3226031	1	2358	0.0018	0.5782	-0.5764	chromosome2	False
GCF_020843945.1	NZ_CP086296.1	1053668	2	762	0.3400	0.0000	0.3400	c3	True
GCF_020843965.1	NZ_CP086302.1	3132505	1	2328	0.0018	0.5724	-0.5706	chromosome2	False
GCF_020843965.1	NZ_CP086303.1	1062608	2	763	0.3400	0.0000	0.3400	c3	True
GCF_020843985.1	NZ_CP086305.1	2827353	1	2184	0.0018	0.5464	-0.5446	chromosome2	False
GCF_020843985.1	NZ_CP086306.1	1172335	2	806	0.3363	0.0003	0.3360	c3	True
GCF_020885575.1	NZ_AP024956.1	3118312	1	1475	0.0163	0.2403	-0.2240	other_megaplasmid	False
GCF_020885575.1	NZ_AP024957.1	2314843	2	854	0.0199	0.0526	-0.0327	other_megaplasmid	False
GCF_020885575.1	NZ_AP024958.1	905722	3	227	0.0307	0.0136	0.0171	other_megaplasmid	False
GCF_020885575.1	NZ_AP024959.1	365189	4	57	0.0018	0.0016	0.0002	other_megaplasmid	False
GCF_021344035.2	NZ_CP158564.1	3826233	1	2922	0.0000	0.7078	-0.7078	chromosome2	False
GCF_021344035.2	NZ_CP158566.1	1328515	2	981	0.5552	0.0000	0.5552	c3	True
GCF_021484945.1	NZ_CP090609.1	3474201	1	2718	0.0000	0.6805	-0.6805	chromosome2	False
GCF_021484945.1	NZ_CP090610.1	1422512	2	1071	0.5099	0.0006	0.5093	c3	True
GCF_021535065.1	NZ_CP091013.1	3224222	1	2403	0.0000	0.5747	-0.5747	chromosome2	False
GCF_021535065.1	NZ_CP091014.1	1096197	2	830	0.4412	0.0000	0.4412	c3	True
GCF_021899435.1	NZ_CP091647.1	3713971	1	2648	0.0018	0.6825	-0.6807	chromosome2	False
GCF_021899435.1	NZ_CP091648.1	1476313	2	715	0.3599	0.0081	0.3517	c3	True
GCF_021899435.1	NZ_CP091649.1	448767	3	73	0.0072	0.0029	0.0043	other_megaplasmid	False
GCF_022213445.1	NZ_CP091983.1	2300155	1	1618	0.0000	0.3899	-0.3899	other_megaplasmid	False
GCF_022213445.1	NZ_CP091984.1	1090554	2	673	0.3183	0.0026	0.3157	c3	True
GCF_022533485.1	NZ_CP092852.1	3278817	1	2547	0.0000	0.6448	-0.6448	chromosome2	False
GCF_022533485.1	NZ_CP092853.1	1529712	2	1030	0.5443	0.0006	0.5437	c3	True
GCF_022809715.1	NZ_CP094460.1	3004083	1	2364	0.0000	0.5786	-0.5786	chromosome2	False
GCF_022809715.1	NZ_CP094461.1	1053196	2	754	0.3906	0.0003	0.3903	c3	True
GCF_022879575.1	NZ_CP084261.1	1226494	1	628	0.0054	0.0974	-0.0920	other_megaplasmid	False
GCF_022879575.1	NZ_CP084262.1	749981	2	247	0.0018	0.0315	-0.0297	other_megaplasmid	False
GCF_022879575.1	NZ_CP084263.1	675748	3	249	0.0235	0.0185	0.0050	other_megaplasmid	False
GCF_022879595.1	NZ_CP084266.1	1331437	1	683	0.0090	0.0987	-0.0897	other_megaplasmid	False
GCF_022879595.1	NZ_CP084267.1	819395	2	303	0.0108	0.0299	-0.0190	other_megaplasmid	False
GCF_022879595.1	NZ_CP084268.1	469500	3	174	0.0090	0.0114	-0.0023	other_megaplasmid	False
GCF_022879615.1	NZ_CP084272.1	1226197	1	661	0.0072	0.0942	-0.0869	other_megaplasmid	False
GCF_022879615.1	NZ_CP084273.1	916501	2	312	0.0072	0.0295	-0.0223	other_megaplasmid	False
GCF_022879615.1	NZ_CP084274.1	652162	3	255	0.0090	0.0244	-0.0153	other_megaplasmid	False
GCF_022879615.1	NZ_CP084275.1	424980	4	47	0.0036	0.0029	0.0007	other_megaplasmid	False
GCF_022879615.1	NZ_CP084276.1	363975	5	51	0.0036	0.0016	0.0020	other_megaplasmid	False
GCF_022879815.1	NZ_CP084284.1	1407959	1	747	0.0108	0.1185	-0.1077	other_megaplasmid	False
GCF_022879815.1	NZ_CP084285.1	1094832	2	420	0.0090	0.0380	-0.0289	other_megaplasmid	False
GCF_022879815.1	NZ_CP084286.1	759539	3	303	0.0127	0.0295	-0.0169	other_megaplasmid	False
GCF_022879815.1	NZ_CP084287.1	666467	4	117	0.0054	0.0062	-0.0007	other_megaplasmid	False
GCF_022879815.1	NZ_CP084288.1	439699	5	138	0.0072	0.0104	-0.0032	other_megaplasmid	False
GCF_023053515.1	NZ_CP095497.1	3539936	1	2754	0.0000	0.6867	-0.6867	chromosome2	False
GCF_023053515.1	NZ_CP095496.1	1397783	2	1011	0.5461	0.0006	0.5455	c3	True
GCF_023169865.1	NZ_AP025257.1	2877408	1	1434	0.0145	0.2393	-0.2248	other_megaplasmid	False
GCF_023169865.1	NZ_AP025258.1	2290229	2	856	0.0199	0.0529	-0.0330	other_megaplasmid	False
GCF_023169865.1	NZ_AP025259.1	754536	3	148	0.0145	0.0091	0.0054	other_megaplasmid	False
GCF_023169865.1	NZ_AP025260.1	692026	4	186	0.0235	0.0058	0.0177	other_megaplasmid	False
GCF_023170545.1	NZ_CP084251.1	1217329	1	628	0.0054	0.0968	-0.0913	other_megaplasmid	False
GCF_023170545.1	NZ_CP084252.1	1088009	2	358	0.0271	0.0279	-0.0008	other_megaplasmid	False
GCF_023170545.1	NZ_CP084253.1	685228	3	249	0.0036	0.0328	-0.0292	other_megaplasmid	False
GCF_023373625.1	NZ_CP090773.1	2334973	1	1757	0.0000	0.4120	-0.4120	chromosome2	False
GCF_023373625.1	NZ_CP090772.1	533389	2	410	0.2369	0.0003	0.2366	c3	True
GCF_023373645.1	NZ_CP090776.1	2334987	1	1757	0.0000	0.4123	-0.4123	chromosome2	False
GCF_023373645.1	NZ_CP090775.1	533391	2	412	0.2405	0.0003	0.2402	c3	True
GCF_023373665.1	NZ_CP090778.1	2358532	1	1803	0.0000	0.4156	-0.4156	chromosome2	False
GCF_023373665.1	NZ_CP090777.1	551761	2	437	0.2495	0.0003	0.2492	c3	True
GCF_023373685.1	NZ_CP090781.1	2358536	1	1802	0.0000	0.4153	-0.4153	chromosome2	False
GCF_023373685.1	NZ_CP090780.1	551749	2	437	0.2495	0.0003	0.2492	c3	True
GCF_023373725.1	NZ_CP090788.1	2145061	1	1558	0.0000	0.3714	-0.3714	other_megaplasmid	False
GCF_023373725.1	NZ_CP090787.1	1111696	2	654	0.2911	0.0032	0.2879	c3	True
GCF_023374315.1	NZ_CP090672.1	2352823	1	1795	0.0000	0.4133	-0.4133	chromosome2	False
GCF_023374315.1	NZ_CP090674.1	551759	2	437	0.2495	0.0003	0.2492	c3	True
GCF_023374335.1	NZ_CP090677.1	3122052	1	2489	0.0000	0.6088	-0.6088	chromosome2	False
GCF_023374335.1	NZ_CP090675.1	1017484	2	784	0.4575	0.0000	0.4575	c3	True
GCF_023374355.1	NZ_CP090678.1	2442620	1	1799	0.0000	0.4166	-0.4166	chromosome2	False
GCF_023374355.1	NZ_CP090679.1	542300	2	424	0.2405	0.0006	0.2399	c3	True
GCF_023374375.1	NZ_CP090681.1	2402736	1	1861	0.0000	0.4347	-0.4347	chromosome2	False
GCF_023374375.1	NZ_CP090683.1	728076	2	547	0.2857	0.0006	0.2851	c3	True
GCF_023374395.1	NZ_CP090686.1	2358312	1	1803	0.0000	0.4153	-0.4153	chromosome2	False
GCF_023374395.1	NZ_CP090685.1	551747	2	437	0.2495	0.0003	0.2492	c3	True
GCF_023374415.1	NZ_CP090688.1	2402749	1	1864	0.0000	0.4354	-0.4354	chromosome2	False
GCF_023374415.1	NZ_CP090690.1	728075	2	548	0.2857	0.0006	0.2851	c3	True
GCF_023374435.1	NZ_CP090694.1	2435330	1	1857	0.0000	0.4425	-0.4425	chromosome2	False
GCF_023374435.1	NZ_CP090693.1	816086	2	488	0.2749	0.0026	0.2723	c3	True
GCF_023374455.1	NZ_CP090696.1	2309426	1	1747	0.0000	0.4120	-0.4120	chromosome2	False
GCF_023374455.1	NZ_CP090697.1	578497	2	443	0.2477	0.0003	0.2474	c3	True
GCF_023374475.1	NZ_CP090698.1	3501858	1	2749	0.0000	0.6974	-0.6974	chromosome2	False
GCF_023374495.1	NZ_CP090702.1	2336499	1	1745	0.0018	0.4146	-0.4128	chromosome2	False
GCF_023374495.1	NZ_CP090700.1	546320	2	436	0.2459	0.0003	0.2456	c3	True
GCF_023374515.1	NZ_CP090705.1	2349819	1	1805	0.0000	0.4224	-0.4224	chromosome2	False
GCF_023374515.1	NZ_CP090704.1	560674	2	438	0.2423	0.0003	0.2420	c3	True
GCF_023374535.1	NZ_CP090708.1	2439213	1	1829	0.0000	0.4175	-0.4175	chromosome2	False
GCF_023374535.1	NZ_CP090709.1	564987	2	441	0.2423	0.0000	0.2423	c3	True
GCF_023374575.1	NZ_CP090715.1	2432265	1	1826	0.0000	0.4244	-0.4244	chromosome2	False
GCF_023374575.1	NZ_CP090716.1	617476	2	467	0.2405	0.0006	0.2399	c3	True
GCF_023374595.1	NZ_CP090717.1	2402759	1	1863	0.0000	0.4354	-0.4354	chromosome2	False
GCF_023374595.1	NZ_CP090719.1	728078	2	547	0.2839	0.0006	0.2833	c3	True
GCF_023374615.1	NZ_CP090722.1	2309425	1	1750	0.0000	0.4127	-0.4127	chromosome2	False
GCF_023374615.1	NZ_CP090723.1	578501	2	443	0.2477	0.0003	0.2474	c3	True
GCF_023374635.1	NZ_CP090725.1	2439884	1	1832	0.0000	0.4179	-0.4179	chromosome2	False
GCF_023374635.1	NZ_CP090726.1	562942	2	439	0.2423	0.0000	0.2423	c3	True
GCF_023374655.1	NZ_CP090727.1	2437988	1	1829	0.0000	0.4175	-0.4175	chromosome2	False
GCF_023374655.1	NZ_CP090729.1	423099	2	326	0.2025	0.0000	0.2025	c3	True
GCF_023374675.1	NZ_CP090732.1	3516028	1	2758	0.0000	0.6994	-0.6994	chromosome2	False
GCF_023374675.1	NZ_CP090731.1	1358651	2	1027	0.5913	0.0000	0.5913	c3	True
GCF_023374695.1	NZ_CP090735.1	2406999	1	1799	0.0000	0.4159	-0.4159	chromosome2	False
GCF_023374695.1	NZ_CP090734.1	563563	2	425	0.2459	0.0006	0.2453	c3	True
GCF_023374715.1	NZ_CP090738.1	3504726	1	2756	0.0000	0.6987	-0.6987	chromosome2	False
GCF_023374715.1	NZ_CP090739.1	1358664	2	1029	0.5913	0.0000	0.5913	c3	True
GCF_023374735.1	NZ_CP090742.1	2404909	1	1801	0.0000	0.4166	-0.4166	chromosome2	False
GCF_023374735.1	NZ_CP090741.1	563580	2	426	0.2477	0.0006	0.2471	c3	True
GCF_023374755.1	NZ_CP090745.1	2358520	1	1802	0.0000	0.4153	-0.4153	chromosome2	False
GCF_023374755.1	NZ_CP090744.1	551769	2	437	0.2495	0.0003	0.2492	c3	True
GCF_023374775.1	NZ_CP090748.1	2288622	1	1747	0.0000	0.4136	-0.4136	chromosome2	False
GCF_023374775.1	NZ_CP090749.1	546597	2	398	0.2369	0.0013	0.2356	c3	True
GCF_023374795.1	NZ_CP090754.1	2436911	1	1829	0.0000	0.4172	-0.4172	chromosome2	False
GCF_023374795.1	NZ_CP090755.1	564128	2	442	0.2423	0.0000	0.2423	c3	True
GCF_023374815.1	NZ_CP090758.1	2358546	1	1802	0.0000	0.4153	-0.4153	chromosome2	False
GCF_023374815.1	NZ_CP090756.1	551764	2	436	0.2495	0.0003	0.2492	c3	True
GCF_023374835.1	NZ_CP090761.1	3122641	1	2490	0.0000	0.6088	-0.6088	chromosome2	False
GCF_023374835.1	NZ_CP090759.1	1017703	2	785	0.4611	0.0000	0.4611	c3	True
GCF_023374855.1	NZ_CP090764.1	3122654	1	2491	0.0000	0.6088	-0.6088	chromosome2	False
GCF_023374855.1	NZ_CP090762.1	1017701	2	785	0.4611	0.0000	0.4611	c3	True
GCF_023374875.1	NZ_CP090765.1	2402736	1	1864	0.0000	0.4354	-0.4354	chromosome2	False
GCF_023374875.1	NZ_CP090767.1	728078	2	547	0.2839	0.0006	0.2833	c3	True
GCF_023374895.1	NZ_CP090769.1	2885946	1	2159	0.2495	0.4143	-0.1647	chromosome2	False
GCF_023658595.1	NZ_CP098322.1	3872622	1	1733	0.0995	0.2847	-0.1853	other_megaplasmid	False
GCF_024022955.1	NZ_CP099583.1	2864763	1	1305	0.0506	0.2101	-0.1594	other_megaplasmid	False
GCF_024072595.1	NZ_CP099625.1	3586118	1	1963	0.0145	0.3006	-0.2862	other_megaplasmid	False
GCF_024072595.1	NZ_CP099626.1	447409	2	76	0.0054	0.0045	0.0009	other_megaplasmid	False
GCF_024072715.1	NZ_CP099629.1	3584633	1	1967	0.0181	0.3013	-0.2832	other_megaplasmid	False
GCF_024072715.1	NZ_CP099630.1	447414	2	77	0.0054	0.0045	0.0009	other_megaplasmid	False
GCF_024123895.1	NZ_CP099645.1	3534758	1	1948	0.0108	0.3010	-0.2901	other_megaplasmid	False
GCF_024123895.1	NZ_CP099644.1	434832	2	73	0.0054	0.0045	0.0009	other_megaplasmid	False
GCF_024381035.2	NZ_CP101525.1	3525317	1	2798	0.0018	0.7029	-0.7011	chromosome2	False
GCF_024381035.2	NZ_CP101526.1	1260712	2	770	0.5371	0.0003	0.5367	c3	True
GCF_024600575.1	NZ_CP102330.1	3408063	1	2700	0.0000	0.6851	-0.6851	chromosome2	False
GCF_024600575.1	NZ_CP102331.1	1406349	2	991	0.5425	0.0023	0.5402	c3	True
GCF_024661975.1	NZ_CP102483.1	3173531	1	2529	0.0036	0.6562	-0.6526	chromosome2	False
GCF_024661975.1	NZ_CP102484.1	1246460	2	949	0.5027	0.0006	0.5021	c3	True
GCF_024662395.1	NZ_CP100132.1	2820186	1	1299	0.0579	0.2078	-0.1499	other_megaplasmid	False
GCF_024662415.1	NZ_CP100137.1	2808990	1	1289	0.0579	0.2078	-0.1499	other_megaplasmid	False
GCF_024662435.1	NZ_CP100141.1	2812129	1	1291	0.0488	0.2071	-0.1583	other_megaplasmid	False
GCF_024662455.1	NZ_CP100145.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024662475.1	NZ_CP100151.1	2828244	1	1298	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024662615.1	NZ_CP100157.1	2828244	1	1289	0.0597	0.2078	-0.1481	other_megaplasmid	False
GCF_024662735.1	NZ_CP100163.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024662895.1	NZ_CP100169.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024663015.1	NZ_CP100182.1	2846341	1	1300	0.0597	0.2084	-0.1488	other_megaplasmid	False
GCF_024663135.1	NZ_CP100175.1	2852417	1	1298	0.0597	0.2071	-0.1475	other_megaplasmid	False
GCF_024663255.1	NZ_CP100187.1	2820186	1	1299	0.0579	0.2078	-0.1499	other_megaplasmid	False
GCF_024663375.1	NZ_CP100192.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024663615.1	NZ_CP100198.1	2828243	1	1298	0.0597	0.2078	-0.1481	other_megaplasmid	False
GCF_024663775.1	NZ_CP100204.1	2872561	1	1297	0.0597	0.2075	-0.1478	other_megaplasmid	False
GCF_024663895.1	NZ_CP100210.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024663975.1	NZ_CP100216.1	2828245	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024663995.1	NZ_CP100222.1	2828243	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024664015.1	NZ_CP100234.1	2852417	1	1310	0.0597	0.2088	-0.1491	other_megaplasmid	False
GCF_024664035.1	NZ_CP100228.1	2828245	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024664055.1	NZ_CP100239.1	2836302	1	1301	0.0579	0.2081	-0.1503	other_megaplasmid	False
GCF_024664075.1	NZ_CP100245.1	2796013	1	1295	0.0597	0.2071	-0.1475	other_megaplasmid	False
GCF_024664095.1	NZ_CP100251.1	2834421	1	1276	0.0506	0.2062	-0.1555	other_megaplasmid	False
GCF_024664115.1	NZ_CP100263.1	2783927	1	1280	0.0579	0.2065	-0.1486	other_megaplasmid	False
GCF_024664135.1	NZ_CP100257.1	2880619	1	1289	0.0506	0.2068	-0.1562	other_megaplasmid	False
GCF_024664135.1	NZ_CP100258.1	362586	2	58	0.0018	0.0010	0.0008	other_megaplasmid	False
GCF_024664155.1	NZ_CP100269.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024664175.1	NZ_CP100275.1	2828244	1	1299	0.0597	0.2081	-0.1484	other_megaplasmid	False
GCF_024664195.1	NZ_CP100281.1	2908152	1	1299	0.0597	0.2071	-0.1475	other_megaplasmid	False
GCF_024664215.1	NZ_CP100286.1	2735580	1	1277	0.0561	0.2071	-0.1511	other_megaplasmid	False
GCF_024664235.1	NZ_CP100292.1	2728074	1	1280	0.0579	0.2065	-0.1486	other_megaplasmid	False
GCF_024664255.1	NZ_CP100297.1	2840330	1	1290	0.0579	0.2068	-0.1490	other_megaplasmid	False
GCF_024730645.1	NZ_CP078071.1	3022085	1	2408	0.0000	0.6149	-0.6149	chromosome2	False
GCF_024730645.1	NZ_CP078072.1	960211	2	748	0.4575	0.0000	0.4575	c3	True
GCF_024732225.1	NZ_CP091308.1	3026422	1	2342	0.0000	0.5821	-0.5821	chromosome2	False
GCF_024732225.1	NZ_CP091309.1	880277	2	606	0.3617	0.0003	0.3613	c3	True
GCF_024760585.1	NZ_CP033657.1	2248089	1	858	0.0561	0.1227	-0.0667	other_megaplasmid	False
GCF_024760605.1	NZ_CP033665.1	2880619	1	1291	0.0506	0.2071	-0.1565	other_megaplasmid	False
GCF_024760625.1	NZ_CP033667.1	2787956	1	1283	0.0579	0.2078	-0.1499	other_megaplasmid	False
GCF_025244785.1	NZ_CP104215.1	3932966	1	1735	0.0995	0.2825	-0.1830	other_megaplasmid	False
GCF_025560745.1	NZ_CP090484.1	3361469	1	2507	0.0018	0.6334	-0.6316	chromosome2	False
GCF_025560745.1	NZ_CP090482.1	1195610	2	693	0.4051	0.0013	0.4038	c3	True
GCF_025643495.1	NZ_CP102459.1	2259977	1	1751	0.0000	0.4256	-0.4256	chromosome2	False
GCF_025643495.1	NZ_CP102460.1	559470	2	441	0.2315	0.0019	0.2295	c3	True
GCF_025643515.1	NZ_CP102463.1	3158005	1	2514	0.0000	0.6539	-0.6539	chromosome2	False
GCF_025643515.1	NZ_CP102464.1	1349539	2	974	0.4955	0.0006	0.4948	c3	True
GCF_025643555.1	NZ_CP102473.1	2341839	1	1790	0.0000	0.4117	-0.4117	chromosome2	False
GCF_025643555.1	NZ_CP102474.1	549107	2	434	0.2459	0.0003	0.2456	c3	True
GCF_025643575.1	NZ_CP102476.1	3216338	1	2501	0.0018	0.6097	-0.6079	chromosome2	False
GCF_025643575.1	NZ_CP102477.1	882513	2	618	0.3291	0.0003	0.3288	c3	True
