locus	accession	organism	pC3_present	tier1_carrier	best_pident	best_qcov	n_hits
MF6_004284	GCF_052857225.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_052857935.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_052858145.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_052858685.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_052858755.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_053038975.1	Burkholderia sola	True	False	25.7	40.0	3
MF6_004284	GCF_053153985.1	Burkholderia vietnamiensis	True	False	23.1	49.0	15
MF6_004284	GCF_053209605.1	Burkholderia sola	True	False	25.7	40.0	3
MF6_004284	GCF_053348855.1	Burkholderia metallica	True	False	23.0	49.0	7
MF6_004284	GCF_053470105.1	Burkholderia gladioli	False	False	29.6	51.0	4
MF6_004284	GCF_053470145.1	Burkholderia gladioli	False	False	29.6	51.0	4
MF6_004284	GCF_053760385.1	Caballeronia sp. KNU42	False	False	0.0	0.0	0
MF6_004284	GCF_054073385.1	Burkholderia pyrrocinia	True	False	23.9	66.0	10
MF6_004284	GCF_054073395.1	Burkholderia pyrrocinia	True	False	23.9	66.0	10
MF6_004284	GCF_054166125.1	Paraburkholderia strydomiana	False	False	0.0	0.0	0
MF6_004284	GCF_054166145.1	Paraburkholderia strydomiana	False	False	0.0	0.0	0
MF6_004284	GCF_054166155.1	Paraburkholderia strydomiana	False	False	0.0	0.0	0
MF6_004284	GCF_054166185.1	Burkholderia ambifaria	True	False	23.3	48.0	11
MF6_004284	GCF_054166195.1	Paraburkholderia graminis	False	False	24.6	60.0	4
MF6_004284	GCF_054166225.1	Paraburkholderia strydomiana	False	False	24.9	44.0	3
MF6_004284	GCF_054166245.1	Paraburkholderia strydomiana	False	False	0.0	0.0	0
MF6_004284	GCF_054166265.1	Paraburkholderia strydomiana	False	False	24.9	44.0	3
MF6_004284	GCF_054187845.1	Burkholderia gladioli	False	False	25.5	63.0	11
MF6_004284	GCF_054558305.1	Burkholderia contaminans	True	False	22.4	61.0	8
MF6_004284	GCF_054955335.1	Burkholderia contaminans	False	False	22.4	61.0	8
MF6_004284	GCF_055386035.1	Burkholderia gladioli	False	False	24.6	61.0	8
MF6_004284	GCF_055387925.1	Burkholderia mallei	False	False	23.2	65.0	6
MF6_004284	GCF_055391905.1	Paraburkholderia monticola	False	False	23.4	45.0	3
MF6_004284	GCF_055397325.1	Paraburkholderia largidicola	False	False	23.0	53.0	6
MF6_004284	GCF_055397665.1	Burkholderia mallei	False	False	23.2	65.0	6
MF6_004284	GCF_055397955.1	Burkholderia gladioli	False	False	24.2	61.0	4
MF6_004284	GCF_055810255.1	Burkholderia thailandensis	False	False	24.4	60.0	10
MF6_004284	GCF_056270685.1	Paraburkholderia sp. PAMB 6768	False	False	0.0	0.0	0
MF6_004284	GCF_056591095.1	Paraburkholderia terricola	False	False	25.2	40.0	2
MF6_004284	GCF_056640905.1	Burkholderia pyrrocinia	True	False	21.5	61.0	11
MF6_004284	GCF_056783395.1	Burkholderia pyrrocinia	True	False	22.5	72.0	12
MF6_004284	GCF_056847505.1	Mycetohabitans endofungorum	False	False	0.0	0.0	0
MF6_004284	GCF_056867595.1	Mycetohabitans rhizoxinica	False	False	0.0	0.0	0
MF6_004284	GCF_056868365.1	Mycetohabitans rhizoxinica	False	False	24.8	44.0	2
MF6_004284	GCF_056868375.1	Mycetohabitans rhizoxinica	False	False	0.0	0.0	0
MF6_004284	GCF_056880615.1	Mycetohabitans rhizoxinica	False	False	0.0	0.0	0
MF6_004284	GCF_057005415.2	Burkholderia sp. KL41	True	False	25.4	63.0	12
MF6_004284	GCF_057369595.1	Burkholderia cepacia complex sp. TUM26381	True	False	24.5	48.0	5
MF6_004284	GCF_057439935.1	Burkholderia cepacia complex sp. TUM26381	True	False	24.5	48.0	5
MF6_004284	GCF_057587595.1	Paraburkholderia sp. PAMB 6768	False	False	24.8	32.0	2
MF6_004284	GCF_057612605.2	Caballeronia sp. A2-2	False	False	30.1	16.0	4
MF6_004284	GCF_057748135.1	Paraburkholderia sp. PAMB 6770	False	False	24.8	32.0	2
MF6_004284	GCF_058448765.1	Burkholderia gladioli	False	False	24.6	61.0	10
MF6_004284	GCF_059089405.1	Burkholderia pyrrocinia	True	False	24.6	57.0	18
MF6_004284	GCF_059622985.1	Paraburkholderia agricolaris	False	False	27.1	66.0	6
MF6_004284	GCF_902141795.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_902141815.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_902141835.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_902459535.1	Paraburkholderia dioscoreae	False	False	27.0	65.0	1
MF6_004284	GCF_904865725.1	Burkholderia cepacia	True	False	22.9	57.0	6
MF6_004284	GCF_905400185.1	Burkholderia sola	True	True	99.9	100.0	16
MF6_004284	GCF_939576165.1	Burkholderia mallei	False	False	23.2	65.0	6
MF6_004284	GCF_964026365.1	Caballeronia sp. S22	False	False	0.0	0.0	0
MF6_004284	GCF_964261745.1	Caballeronia sp. S22	False	False	0.0	0.0	0
MF6_004284	GCF_964264985.1	Burkholderia mycopellens	True	False	24.0	42.0	3
MF6_004284	GCF_964264995.1	Burkholderia crassaminum	True	False	22.6	44.0	6
MF6_004284	GCF_964265005.1	Burkholderia crassaminum	True	False	22.6	44.0	6
MF6_004284	GCF_964265015.1	Burkholderia crassaminum	True	False	23.9	62.0	14
MF6_004284	GCF_964265025.1	Burkholderia mycopellens	True	False	25.7	60.0	18
MF6_004284	GCF_965118185.1	Paraburkholderia kururiensis	False	False	25.3	60.0	1
MF6_004284	GCF_965199385.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199395.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199405.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199425.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199435.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199445.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199455.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199515.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199545.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199625.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965199835.1	Burkholderia pseudomallei	False	False	23.2	65.0	8
MF6_004284	GCF_965199925.1	Burkholderia pseudomallei	False	False	23.5	65.0	14
MF6_004284	GCF_965201125.1	Burkholderia pseudomallei	False	False	29.5	40.0	10
MF6_004284	GCF_965202565.1	Burkholderia pseudomallei	False	False	23.5	65.0	8
MF6_004284	GCF_965211575.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_965211595.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_980295165.1	Burkholderia pseudomallei	False	False	23.5	65.0	11
MF6_004284	GCF_980300355.1	Burkholderia pseudomallei	False	False	23.2	65.0	11
MF6_004284	GCF_980300905.1	Burkholderia pseudomallei	False	False	23.4	65.0	11
MF6_004284	GCF_980300945.1	Burkholderia pseudomallei	False	False	23.4	65.0	11
MF6_004284	GCF_980300965.1	Burkholderia pseudomallei	False	False	23.2	65.0	12
MF6_004284	GCF_984667665.1	Burkholderia arboris	True	False	30.8	63.0	10
MF6_004284	GCF_984667675.1	Burkholderia arboris	True	False	25.6	45.0	4
MF6_004284	GCF_984667725.1	Burkholderia arboris	True	False	23.4	60.0	25
MF6_004284	GCF_984667835.1	Burkholderia arboris	True	False	25.6	45.0	7
MF6_004284	GCF_984667895.1	Burkholderia arboris	True	False	25.6	45.0	4
MF6_004284	GCF_984667945.1	Burkholderia arboris	True	False	25.6	45.0	4
MF6_004284	GCF_984667955.1	Burkholderia arboris	False	False	25.6	45.0	4
MF6_004284	GCF_984667975.1	Burkholderia sp. LMG 33096	True	False	23.2	43.0	4
MF6_004284	GCF_984668005.1	Burkholderia arboris	True	False	23.3	45.0	6
MF6_004284	GCF_984668195.1	Burkholderia sp. LMG 33096	True	False	23.1	61.0	8
MF6_004284	GCF_984668265.1	Burkholderia arboris	True	False	24.5	48.0	3
MF6_004284	GCF_984668355.1	Burkholderia sp. LMG 33096	True	False	22.2	72.0	4
MF6_004284	GCF_984668395.1	Burkholderia arboris	True	False	23.4	60.0	25
MF6_004284	GCF_984668525.1	Burkholderia sp. LMG 34232	True	False	22.6	44.0	17
MF6_004284	GCF_984669265.1	Burkholderia sp. LMG 34232	True	False	23.0	58.0	25
MF6_004284	GCF_984669325.1	Burkholderia sp. LMG 33096	False	False	23.2	43.0	4
MF6_004284	GCF_984669335.1	Burkholderia arboris	True	False	22.7	68.0	8
MF6_004284	GCF_984669415.1	Burkholderia arboris	True	False	25.6	45.0	4
MF6_004284	GCF_984669565.1	Burkholderia arboris	True	False	24.5	48.0	8
MF6_004284	GCF_984669585.1	Burkholderia arboris	True	False	25.6	45.0	4
MF6_004284	GCF_984669685.1	Burkholderia arboris	True	False	25.6	45.0	4
MF6_004284	GCF_984669705.1	Burkholderia sp. LMG 34232	True	False	22.0	62.0	9
MF6_004284	GCF_984671675.1	Burkholderia sp. LMG 33096	False	False	22.2	72.0	12
MF6_004284	GCF_984671695.1	Burkholderia arboris	False	False	24.8	41.0	7
MF6_004284	MF6	Burkholderia sola	True	True	100.0	100.0	15
MF6_004284	MF7	Burkholderia sp.	True	True	100.0	100.0	15
MF6_004285	GCA_017356705.2	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCA_017356725.2	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCA_020887275.1	Burkholderia sp. SFA1	False	False	0.0	0.0	0
MF6_004285	GCA_024298805.1	Burkholderia sp. FXe9	True	False	0.0	0.0	0
MF6_004285	GCA_029762415.1	Burkholderia gladioli	False	False	0.0	0.0	0
MF6_004285	GCA_040954445.1	Burkholderia sp.	False	False	0.0	0.0	0
MF6_004285	GCA_048918525.1	Burkholderia gladioli	False	False	0.0	0.0	0
MF6_004285	GCA_051027405.1	Burkholderia stagnalis	False	False	0.0	0.0	0
MF6_004285	GCA_055387565.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCA_056494915.1	Paraburkholderia caledonica	False	False	0.0	0.0	0
MF6_004285	GCA_059696275.1	Burkholderia sp. SJ1	False	False	0.0	0.0	0
MF6_004285	GCA_964417475.2	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCA_965199415.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCA_965199775.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCA_965217235.1	Burkholderia multivorans	False	False	0.0	0.0	0
MF6_004285	GCA_965217245.1	Burkholderia multivorans	False	False	0.0	0.0	0
MF6_004285	GCA_980298765.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000009485.1	Burkholderia cenocepacia J2315	True	False	0.0	0.0	0
MF6_004285	GCF_000010545.1	Burkholderia multivorans ATCC 17616	True	False	0.0	0.0	0
MF6_004285	GCF_000011545.1	Burkholderia pseudomallei K96243	False	False	0.0	0.0	0
MF6_004285	GCF_000011705.1	Burkholderia mallei ATCC 23344	False	False	0.0	0.0	0
MF6_004285	GCF_000012365.1	Burkholderia thailandensis E264	False	False	0.0	0.0	0
MF6_004285	GCF_000012785.1	Burkholderia pseudomallei 1710b	False	False	0.0	0.0	0
MF6_004285	GCF_000012945.1	Burkholderia lata	True	False	0.0	0.0	0
MF6_004285	GCF_000013645.1	Paraburkholderia xenovorans LB400	False	False	0.0	0.0	0
MF6_004285	GCF_000015465.1	Burkholderia mallei SAVP1	False	False	0.0	0.0	0
MF6_004285	GCF_000015605.1	Burkholderia mallei NCTC 10229	False	False	0.0	0.0	0
MF6_004285	GCF_000015625.1	Burkholderia mallei NCTC 10247	False	False	0.0	0.0	0
MF6_004285	GCF_000015905.1	Burkholderia pseudomallei 668	False	False	0.0	0.0	0
MF6_004285	GCF_000015925.1	Burkholderia pseudomallei 1106a	False	False	0.0	0.0	0
MF6_004285	GCF_000016205.1	Burkholderia vietnamiensis G4	True	False	0.0	0.0	0
MF6_004285	GCF_000018505.1	Burkholderia multivorans ATCC 17616	True	False	0.0	0.0	0
MF6_004285	GCF_000019505.1	Burkholderia orbicola MC0-3	True	False	0.0	0.0	0
MF6_004285	GCF_000019925.1	Burkholderia ambifaria MC40-6	True	False	0.0	0.0	0
MF6_004285	GCF_000020045.1	Paraburkholderia phymatum STM815	False	False	0.0	0.0	0
MF6_004285	GCF_000020125.1	Paraburkholderia phytofirmans PsJN	False	False	0.0	0.0	0
MF6_004285	GCF_000022645.2	Burkholderia glumae BGR1	False	False	0.0	0.0	0
MF6_004285	GCF_000092885.1	Paraburkholderia atlantica	False	False	0.0	0.0	0
MF6_004285	GCF_000194745.1	Burkholderia gladioli BSR3	False	False	0.0	0.0	0
MF6_004285	GCF_000198775.1	Mycetohabitans rhizoxinica HKI 454	False	False	0.0	0.0	0
MF6_004285	GCF_000203915.1	Burkholderia ambifaria AMMD	True	False	0.0	0.0	0
MF6_004285	GCF_000203955.1	Burkholderia cenocepacia HI2424	True	False	0.0	0.0	0
MF6_004285	GCF_000236065.1	Burkholderia sp. YI23	False	False	0.0	0.0	0
MF6_004285	GCF_000236215.2	Burkholderia cenocepacia H111	True	False	0.0	0.0	0
MF6_004285	GCF_000260515.1	Burkholderia pseudomallei 1026b	False	False	0.0	0.0	0
MF6_004285	GCF_000262695.1	Burkholderia sp. KJ006	True	False	0.0	0.0	0
MF6_004285	GCF_000292915.1	Burkholderia cepacia GG4	False	False	0.0	0.0	0
MF6_004285	GCF_000294635.1	Burkholderia pseudomallei BPC006	False	False	0.0	0.0	0
MF6_004285	GCF_000300095.1	Paraburkholderia phenoliruptrix BR3459a	False	False	0.0	0.0	0
MF6_004285	GCF_000385525.1	Burkholderia thailandensis MSMB121	False	False	0.0	0.0	0
MF6_004285	GCF_000402035.1	Caballeronia insecticola	False	False	0.0	0.0	0
MF6_004285	GCF_000439695.1	Burkholderia pseudomallei MSHR305	False	False	0.0	0.0	0
MF6_004285	GCF_000494855.1	Burkholderia pseudomallei NCTC 13179	False	False	0.0	0.0	0
MF6_004285	GCF_000511895.1	Burkholderia pseudomallei NCTC 13178	False	False	0.0	0.0	0
MF6_004285	GCF_000511915.1	Burkholderia pseudomallei NAU20B-16	False	False	0.0	0.0	0
MF6_004285	GCF_000520895.1	Burkholderia pseudomallei MSHR511	False	False	0.0	0.0	0
MF6_004285	GCF_000521645.1	Burkholderia pseudomallei MSHR146	False	False	0.0	0.0	0
MF6_004285	GCF_000522545.2	Paraburkholderia caribensis MBA4	False	False	0.0	0.0	0
MF6_004285	GCF_000567905.1	Burkholderia thailandensis H0587	False	False	0.0	0.0	0
MF6_004285	GCF_000567925.1	Burkholderia thailandensis 2002721723	False	False	0.0	0.0	0
MF6_004285	GCF_000567945.1	Burkholderia thailandensis E444	False	False	0.0	0.0	0
MF6_004285	GCF_000583835.1	Burkholderia pseudomallei MSHR520	False	False	0.0	0.0	0
MF6_004285	GCF_000701165.1	Burkholderia cepacia JBK9	True	False	0.0	0.0	0
MF6_004285	GCF_000705535.2	Burkholderia seminalis	True	False	0.0	0.0	0
MF6_004285	GCF_000706745.1	Burkholderia thailandensis USAMRU Malaysia #20	False	False	0.0	0.0	0
MF6_004285	GCF_000755725.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_004285	GCF_000755765.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000755785.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000755805.1	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_004285	GCF_000755825.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000755845.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000755865.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000755885.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000755905.1	Burkholderia pseudomallei HBPUB10303a	False	False	0.0	0.0	0
MF6_004285	GCF_000755925.1	Burkholderia pseudomallei HBPUB10134a	False	False	0.0	0.0	0
MF6_004285	GCF_000755945.1	Burkholderia pseudomallei MSHR5858	False	False	0.0	0.0	0
MF6_004285	GCF_000755965.1	Burkholderia pseudomallei MSHR5848	False	False	0.0	0.0	0
MF6_004285	GCF_000755985.1	Burkholderia oklahomensis	False	False	0.0	0.0	0
MF6_004285	GCF_000756005.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_004285	GCF_000756025.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000756045.1	Paraburkholderia xenovorans LB400	False	False	0.0	0.0	0
MF6_004285	GCF_000756065.1	Burkholderia pseudomallei MSHR5855	False	False	0.0	0.0	0
MF6_004285	GCF_000756085.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000756125.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000756145.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000756165.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000756185.1	Burkholderia pseudomallei 576	False	False	0.0	0.0	0
MF6_004285	GCF_000757015.2	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000757035.2	Burkholderia pseudomallei Pasteur 52237	False	False	0.0	0.0	0
MF6_004285	GCF_000762285.1	Burkholderia mallei NCTC 10247	False	False	0.0	0.0	0
MF6_004285	GCF_000764575.1	Burkholderia pseudomallei NAU35A-3	False	False	0.0	0.0	0
MF6_004285	GCF_000764595.1	Burkholderia thailandensis MSMB59	False	False	0.0	0.0	0
MF6_004285	GCF_000764955.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_004285	GCF_000765375.1	Burkholderia thailandensis E254	False	False	0.0	0.0	0
MF6_004285	GCF_000770395.1	Burkholderia pseudomallei MSHR62	False	False	0.0	0.0	0
MF6_004285	GCF_000770455.1	Burkholderia pseudomallei B03	False	False	0.0	0.0	0
MF6_004285	GCF_000770495.1	Burkholderia pseudomallei TSV 48	False	False	0.0	0.0	0
MF6_004285	GCF_000770515.1	Burkholderia pseudomallei K42	False	False	0.0	0.0	0
MF6_004285	GCF_000770535.1	Burkholderia pseudomallei A79A	False	False	0.0	0.0	0
MF6_004285	GCF_000770565.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000808035.2	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_004285	GCF_000828875.1	Caballeronia cordobensis	False	False	0.0	0.0	0
MF6_004285	GCF_000835205.1	Burkholderia plantarii	False	False	0.0	0.0	0
MF6_004285	GCF_000953095.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000954175.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959125.1	Burkholderia pseudomallei 1026b	False	False	0.0	0.0	0
MF6_004285	GCF_000959145.1	Burkholderia pseudomallei 406e	False	False	0.0	0.0	0
MF6_004285	GCF_000959165.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959185.1	Burkholderia pseudomallei MSHR840	False	False	0.0	0.0	0
MF6_004285	GCF_000959205.1	Burkholderia pseudomallei MSHR491	False	False	0.0	0.0	0
MF6_004285	GCF_000959225.1	Burkholderia pseudomallei MSHR2543	False	False	0.0	0.0	0
MF6_004285	GCF_000959245.1	Burkholderia ubonensis MSMB22	False	False	0.0	0.0	0
MF6_004285	GCF_000959265.1	Burkholderia pseudomallei 7894	False	False	0.0	0.0	0
MF6_004285	GCF_000959285.1	Burkholderia pseudomallei K96243	False	False	0.0	0.0	0
MF6_004285	GCF_000959305.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959325.1	Burkholderia humptydooensis	False	False	0.0	0.0	0
MF6_004285	GCF_000959345.1	Burkholderia pseudomallei PB08298010	False	False	0.0	0.0	0
MF6_004285	GCF_000959365.1	Burkholderia oklahomensis C6786	False	False	0.0	0.0	0
MF6_004285	GCF_000959405.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959425.1	Burkholderia thailandensis 2002721643	False	False	0.0	0.0	0
MF6_004285	GCF_000959445.1	Burkholderia vietnamiensis LMG 10929	True	False	0.0	0.0	0
MF6_004285	GCF_000959465.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959485.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959505.1	Burkholderia dolosa AU0158	True	False	0.0	0.0	0
MF6_004285	GCF_000959525.1	Burkholderia multivorans ATCC BAA-247	True	False	0.0	0.0	0
MF6_004285	GCF_000959545.1	Burkholderia ambifaria AMMD	True	False	0.0	0.0	0
MF6_004285	GCF_000959605.1	Burkholderia thailandensis 34	False	False	0.0	0.0	0
MF6_004285	GCF_000959625.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_000959725.1	Burkholderia gladioli	False	False	0.0	0.0	0
MF6_004285	GCF_000960995.1	Burkholderia glumae LMG 2196 = ATCC 33617	False	False	0.0	0.0	0
MF6_004285	GCF_000961515.1	Paraburkholderia fungorum	False	False	0.0	0.0	0
MF6_004285	GCF_000974835.2	Burkholderia cepacia	False	False	0.0	0.0	0
MF6_004285	GCF_001028665.1	Burkholderia pyrrocinia	True	False	0.0	0.0	0
MF6_004285	GCF_001029145.1	Burkholderia contaminans	True	False	0.0	0.0	0
MF6_004285	GCF_001277875.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001277895.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001277975.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001293045.1	Burkholderia sp. HB1	False	False	0.0	0.0	0
MF6_004285	GCF_001318245.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001411495.1	Burkholderia cepacia ATCC 25416	True	False	0.0	0.0	0
MF6_004285	GCF_001411805.1	Burkholderia plantarii	False	False	0.0	0.0	0
MF6_004285	GCF_001449005.1	Paraburkholderia caribensis	False	False	0.0	0.0	0
MF6_004285	GCF_001484665.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_004285	GCF_001513745.1	Burkholderia humptydooensis	False	False	0.0	0.0	0
MF6_004285	GCF_001522105.2	Burkholderia oklahomensis EO147	False	False	0.0	0.0	0
MF6_004285	GCF_001522135.2	Burkholderia oklahomensis C6786	False	False	0.0	0.0	0
MF6_004285	GCF_001522585.2	Burkholderia sp. NRF60-BP8	True	False	0.0	0.0	0
MF6_004285	GCF_001522635.2	Burkholderia mayonis	False	False	0.0	0.0	0
MF6_004285	GCF_001523745.2	Burkholderia mayonis	False	False	0.0	0.0	0
MF6_004285	GCF_001523915.2	Burkholderia sp. LA-2-3-30-S1-D2	True	False	0.0	0.0	0
MF6_004285	GCF_001524445.2	Burkholderia savannae	False	False	0.0	0.0	0
MF6_004285	GCF_001524625.2	Burkholderia savannae	False	False	0.0	0.0	0
MF6_004285	GCF_001524645.2	Burkholderia sp. MSMB0856	True	False	0.0	0.0	0
MF6_004285	GCF_001532025.2	Burkholderia sp. MSMB617WGS	False	False	0.0	0.0	0
MF6_004285	GCF_001557535.2	Burkholderia sp. PAMC 26561	False	False	0.0	0.0	0
MF6_004285	GCF_001577465.1	Burkholderia sp. PAMC 28687	False	False	0.0	0.0	0
MF6_004285	GCF_001606115.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_004285	GCF_001606135.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_004285	GCF_001611015.1	Paraburkholderia caribensis	False	False	0.0	0.0	0
MF6_004285	GCF_001634365.1	Paraburkholderia phytofirmans OLGA172	False	False	0.0	0.0	0
MF6_004285	GCF_001695715.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001695735.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001718295.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_004285	GCF_001718315.1	Burkholderia diffusa	True	False	0.0	0.0	0
MF6_004285	GCF_001718335.1	Burkholderia territorii	True	False	0.0	0.0	0
MF6_004285	GCF_001718355.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718395.1	Burkholderia cepacia	False	False	0.0	0.0	0
MF6_004285	GCF_001718415.1	Burkholderia pseudomultivorans	False	False	0.0	0.0	0
MF6_004285	GCF_001718495.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718515.1	Burkholderia cenocepacia	False	False	0.0	0.0	0
MF6_004285	GCF_001718535.1	Burkholderia seminalis	True	False	0.0	0.0	0
MF6_004285	GCF_001718555.1	Burkholderia metallica	True	False	0.0	0.0	0
MF6_004285	GCF_001718575.1	Burkholderia lata	True	False	0.0	0.0	0
MF6_004285	GCF_001718595.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_004285	GCF_001718615.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_004285	GCF_001718635.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_004285	GCF_001718655.1	Burkholderia ubonensis	False	False	0.0	0.0	0
MF6_004285	GCF_001718695.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718755.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_004285	GCF_001718775.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718795.1	Burkholderia latens	True	False	0.0	0.0	0
MF6_004285	GCF_001718815.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718835.1	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_004285	GCF_001718855.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718875.1	Burkholderia singularis	False	False	0.0	0.0	0
MF6_004285	GCF_001718895.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_004285	GCF_001718915.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718955.1	Burkholderia stagnalis	True	False	0.0	0.0	0
MF6_004285	GCF_001718975.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_004285	GCF_001718995.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_004285	GCF_001729545.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_004285	GCF_001742165.1	Burkholderia stabilis	True	False	0.0	0.0	0
MF6_004285	GCF_001865575.2	Paraburkholderia sprentiae WSM5005	False	False	0.0	0.0	0
MF6_004285	GCF_001885195.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001887555.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001887575.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001922345.1	Paraburkholderia sp. SOS3	False	False	0.0	0.0	0
MF6_004285	GCF_001975065.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_004285	GCF_001975085.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
