accession	contig	length	rank	n_contigs
GCF_016128195.1	NZ_CP066077.1	213994	3	3
GCF_016458785.1	NZ_CP066762.1	3480598	1	7
GCF_016458785.1	NZ_CP066763.1	2704441	2	7
GCF_016458785.1	NZ_CP066764.1	28289	3	7
GCF_016458785.1	NZ_CP066765.1	25260	4	7
GCF_016458785.1	NZ_CP066766.1	24595	5	7
GCF_016458785.1	NZ_CP066767.1	19679	6	7
GCF_016458785.1	NZ_CP066768.1	19083	7	7
GCF_016458805.1	NZ_CP066769.1	3464850	1	2
GCF_016458805.1	NZ_CP066770.1	2991650	2	2
GCF_016598875.1	NZ_CP066791.1	3659785	1	5
GCF_016598875.1	NZ_CP066792.1	2820468	2	5
GCF_016598875.1	NZ_CP066789.1	196019	3	5
GCF_016598875.1	NZ_CP066790.1	144520	4	5
GCF_016598875.1	NZ_CP066793.1	24872	5	5
GCF_016698705.1	NZ_CP068049.1	4180205	1	3
GCF_016698705.1	NZ_CP068050.1	3913767	2	3
GCF_016698705.1	NZ_CP068051.1	107512	3	3
GCF_016774495.1	NZ_CP068709.1	3830943	1	3
GCF_016774495.1	NZ_CP068710.1	2826723	2	3
GCF_016774495.1	NZ_CP068711.1	303664	3	3
GCF_016864355.1	NZ_CP069360.1	4166395	1	2
GCF_016864355.1	NZ_CP069361.1	3303859	2	2
GCF_016889205.1	NZ_CP069482.1	3406606	1	3
GCF_016889205.1	NZ_CP069483.1	2168068	2	3
GCF_016889205.1	NZ_CP069484.1	834423	3	3
GCF_016899425.1	NZ_CP045994.1	3563380	1	3
GCF_016899425.1	NZ_CP045995.1	3002449	2	3
GCF_016899425.1	NZ_CP045996.1	1180421	3	3
GCF_016899445.1	NZ_CP041779.1	3538138	1	4
GCF_016899445.1	NZ_CP041778.1	3288546	2	4
GCF_016899445.1	NZ_CP041777.1	1031707	3	4
GCF_016899445.1	NZ_CP041780.1	197398	4	4
GCF_017165175.1	NZ_CP048441.1	3416863	1	4
GCF_017165175.1	NZ_CP048442.1	2429771	2	4
GCF_017165175.1	NZ_CP048443.1	696464	3	4
GCF_017165175.1	NZ_CP048444.1	161953	4	4
GCF_017165195.1	NZ_CP048445.1	3330593	1	3
GCF_017165195.1	NZ_CP048446.1	2439726	2	3
GCF_017165195.1	NZ_CP048447.1	728861	3	3
GCF_017165475.1	NZ_CP048448.1	3329413	1	3
GCF_017165475.1	NZ_CP048449.1	2438740	2	3
GCF_017165475.1	NZ_CP048450.1	728857	3	3
GCF_017165495.1	NZ_CP048451.1	3328426	1	3
GCF_017165495.1	NZ_CP048452.1	2438624	2	3
GCF_017165495.1	NZ_CP048453.1	728861	3	3
GCF_017165515.1	NZ_CP048454.1	3328959	1	3
GCF_017165515.1	NZ_CP048455.1	2439060	2	3
GCF_017165515.1	NZ_CP048456.1	728861	3	3
GCF_017165535.1	NZ_CP048457.1	3329349	1	3
GCF_017165535.1	NZ_CP048458.1	2440132	2	3
GCF_017165535.1	NZ_CP048459.1	728858	3	3
GCF_017165555.1	NZ_CP048460.1	3328147	1	4
GCF_017165555.1	NZ_CP048461.1	2440183	2	4
GCF_017165555.1	NZ_CP048462.1	728850	3	4
GCF_017165555.1	NZ_CP048463.1	71905	4	4
GCF_017220215.1	NZ_CP071129.1	2932255	1	4
GCF_017220215.1	NZ_CP071130.1	1320836	2	4
GCF_017220215.1	NZ_CP071131.1	913575	3	4
GCF_017220215.1	NZ_CP071132.1	588872	4	4
GCF_017378155.1	NZ_CP071746.1	4046673	1	3
GCF_017378155.1	NZ_CP071747.1	3330822	2	3
GCF_017378155.1	NZ_CP071748.1	1457	3	3
GCF_017378195.1	NZ_CP071749.1	4117487	1	2
GCF_017378195.1	NZ_CP071750.1	3203152	2	2
GCF_017378235.1	NZ_CP071751.1	3924767	1	3
GCF_017378235.1	NZ_CP071752.1	3222599	2	3
GCF_017378235.1	NZ_CP071753.1	221857	3	3
GCF_017378275.1	NZ_CP071757.1	4071067	1	2
GCF_017378275.1	NZ_CP071758.1	3199869	2	2
GCF_017378315.2	NZ_CP071754.2	4071728	1	2
GCF_017378315.2	NZ_CP071755.2	3074610	2	2
GCF_017378355.1	NZ_CP071759.1	4049558	1	2
GCF_017378355.1	NZ_CP071760.1	3171004	2	2
GCF_017378435.1	NZ_CP071761.1	4044757	1	2
GCF_017378435.1	NZ_CP071762.1	3254530	2	2
GCF_017514945.1	NZ_CP071825.1	3942398	1	5
GCF_017514945.1	NZ_CP071826.1	3086006	2	5
GCF_017514945.1	NZ_CP071827.1	1005275	3	5
GCF_017514945.1	NZ_CP071828.1	271215	4	5
GCF_017514945.1	NZ_CP071829.1	152479	5	5
GCF_017815595.1	NZ_CP072601.1	3230902	1	3
GCF_017815595.1	NZ_CP072602.1	2400076	2	3
GCF_017815595.1	NZ_CP072603.1	59003	3	3
GCF_017815615.1	NZ_CP072604.1	3328387	1	4
GCF_017815615.1	NZ_CP072605.1	2289068	2	4
GCF_017815615.1	NZ_CP072606.1	901857	3	4
GCF_017815615.1	NZ_CP072607.1	45140	4	4
GCF_017858835.1	NZ_CP021074.1	3761157	1	4
GCF_017858835.1	NZ_CP021075.1	2836688	2	4
GCF_017858835.1	NZ_CP021076.1	181392	3	4
GCF_017858835.1	NZ_CP021077.1	168969	4	4
GCF_018223765.1	NZ_CP073673.1	3737356	1	5
GCF_018223765.1	NZ_CP073669.1	3176312	2	5
GCF_018223765.1	NZ_CP073670.1	984325	3	5
GCF_018223765.1	NZ_CP073671.1	134189	4	5
GCF_018223765.1	NZ_CP073672.1	22926	5	5
GCF_018223785.1	NZ_CP073665.1	3844277	1	6
GCF_018223785.1	NZ_CP073667.1	3267640	2	6
GCF_018223785.1	NZ_CP073664.1	1531612	3	6
GCF_018223785.1	NZ_CP073663.1	395748	4	6
GCF_018223785.1	NZ_CP073668.1	164302	5	6
GCF_018223785.1	NZ_CP073666.1	77157	6	6
GCF_018223805.1	NZ_CP073674.1	3704668	1	3
GCF_018223805.1	NZ_CP073676.1	3219652	2	3
GCF_018223805.1	NZ_CP073675.1	983740	3	3
GCF_018228345.1	NZ_CP073722.1	3947811	1	3
GCF_018228345.1	NZ_CP073723.1	3144211	2	3
GCF_018228345.1	NZ_CP073724.1	12406	3	3
GCF_018228385.1	NZ_CP073728.1	3990066	1	3
GCF_018228385.1	NZ_CP073729.1	3117866	2	3
GCF_018228385.1	NZ_CP073730.1	12406	3	3
GCF_018228525.1	NZ_CP073725.1	3995906	1	3
GCF_018228525.1	NZ_CP073726.1	3142999	2	3
GCF_018228525.1	NZ_CP073727.1	12406	3	3
GCF_018228545.1	NZ_CP073740.1	3944884	1	3
GCF_018228545.1	NZ_CP073741.1	3067082	2	3
GCF_018228545.1	NZ_CP073742.1	12406	3	3
GCF_018228565.1	NZ_CP073734.1	3945139	1	3
GCF_018228565.1	NZ_CP073735.1	3143942	2	3
GCF_018228565.1	NZ_CP073736.1	12406	3	3
GCF_018228585.1	NZ_CP073731.1	3985679	1	3
GCF_018228585.1	NZ_CP073732.1	3140230	2	3
GCF_018228585.1	NZ_CP073733.1	12406	3	3
GCF_018228605.1	NZ_CP073737.1	3985970	1	3
GCF_018228605.1	NZ_CP073738.1	3139758	2	3
GCF_018228605.1	NZ_CP073739.1	12406	3	3
GCF_018228625.1	NZ_CP073702.1	3809848	1	6
GCF_018228625.1	NZ_CP073704.1	3191508	2	6
GCF_018228625.1	NZ_CP073703.1	984365	3	6
GCF_018228625.1	NZ_CP073707.1	134199	4	6
GCF_018228625.1	NZ_CP073706.1	22930	5	6
GCF_018228625.1	NZ_CP073705.1	627	6	6
GCF_018408855.1	NZ_AP024322.1	3069135	1	7
GCF_018408855.1	NZ_AP024325.1	1684880	2	7
GCF_018408855.1	NZ_AP024323.1	1492200	3	7
GCF_018408855.1	NZ_AP024326.1	1015131	4	7
GCF_018408855.1	NZ_AP024324.1	848037	5	7
GCF_018408855.1	NZ_AP024327.1	671923	6	7
GCF_018408855.1	NZ_AP024328.1	435466	7	7
GCF_018417535.1	NZ_CP070977.1	3911642	1	3
GCF_018417535.1	NZ_CP070978.1	3307718	2	3
GCF_018417535.1	NZ_CP070979.1	1319567	3	3
GCF_018771365.1	NZ_CP076297.1	4046877	1	4
GCF_018771365.1	NZ_CP076298.1	3250235	2	4
GCF_018771365.1	NZ_CP076299.1	62793	3	4
GCF_018771365.1	NZ_CP076300.1	17117	4	4
GCF_019428685.1	NZ_CP080095.1	4926881	1	2
GCF_019428685.1	NZ_CP080096.1	3372003	2	2
GCF_019915365.1	NZ_CP082807.1	3770220	1	6
GCF_019915365.1	NZ_CP082808.1	3129934	2	6
GCF_019915365.1	NZ_CP082809.1	1359055	3	6
GCF_019915365.1	NZ_CP082810.1	49329	4	6
GCF_019915365.1	NZ_CP082811.1	27417	5	6
GCF_019915365.1	NZ_CP082812.1	27187	6	6
GCF_019930785.1	NZ_CP082882.1	3410295	1	3
GCF_019930785.1	NZ_CP082883.1	2168154	2	3
GCF_019930785.1	NZ_CP082884.1	617193	3	3
GCF_020099355.1	NZ_CP083655.1	3317416	1	4
GCF_020099355.1	NZ_CP083654.1	2262096	2	4
GCF_020099355.1	NZ_CP083656.1	1248367	3	4
GCF_020099355.1	NZ_CP083657.1	102620	4	4
GCF_020544345.1	NZ_CP065403.1	3678836	1	3
GCF_020544345.1	NZ_CP065404.1	2747648	2	3
GCF_020544345.1	NZ_CP065405.1	2016069	3	3
GCF_020736245.1	NZ_CP085967.1	3408891	1	3
GCF_020736245.1	NZ_CP085966.1	2168154	2	3
GCF_020736245.1	NZ_CP085968.1	834411	3	3
GCF_020843905.1	NZ_CP086291.1	3458711	1	3
GCF_020843905.1	NZ_CP086292.1	2790852	2	3
GCF_020843905.1	NZ_CP086293.1	1172279	3	3
GCF_020843925.1	NZ_CP086297.1	3485251	1	4
GCF_020843925.1	NZ_CP086298.1	2746885	2	4
GCF_020843925.1	NZ_CP086299.1	1156961	3	4
GCF_020843925.1	NZ_CP086300.1	215983	4	4
GCF_020843945.1	NZ_CP086294.1	3516315	1	3
GCF_020843945.1	NZ_CP086295.1	3226031	2	3
GCF_020843945.1	NZ_CP086296.1	1053668	3	3
GCF_020843965.1	NZ_CP086301.1	3525632	1	3
GCF_020843965.1	NZ_CP086302.1	3132505	2	3
GCF_020843965.1	NZ_CP086303.1	1062608	3	3
GCF_020843985.1	NZ_CP086304.1	3493642	1	3
GCF_020843985.1	NZ_CP086305.1	2827353	2	3
GCF_020843985.1	NZ_CP086306.1	1172335	3	3
GCF_020885575.1	NZ_AP024955.1	3616985	1	6
GCF_020885575.1	NZ_AP024956.1	3118312	2	6
GCF_020885575.1	NZ_AP024957.1	2314843	3	6
GCF_020885575.1	NZ_AP024958.1	905722	4	6
GCF_020885575.1	NZ_AP024959.1	365189	5	6
GCF_020885575.1	NZ_AP024960.1	70421	6	6
GCF_021344035.2	NZ_CP158564.1	3826233	1	4
GCF_021344035.2	NZ_CP158565.1	3787680	2	4
GCF_021344035.2	NZ_CP158566.1	1328515	3	4
GCF_021344035.2	NZ_CP158567.1	27976	4	4
GCF_021484945.1	NZ_CP090608.1	3739938	1	3
GCF_021484945.1	NZ_CP090609.1	3474201	2	3
GCF_021484945.1	NZ_CP090610.1	1422512	3	3
GCF_021535065.1	NZ_CP091012.1	3525059	1	4
GCF_021535065.1	NZ_CP091013.1	3224222	2	4
GCF_021535065.1	NZ_CP091014.1	1096197	3	4
GCF_021535065.1	NZ_CP091015.1	266568	4	4
GCF_021899435.1	NZ_CP091646.1	3810362	1	4
GCF_021899435.1	NZ_CP091647.1	3713971	2	4
GCF_021899435.1	NZ_CP091648.1	1476313	3	4
GCF_021899435.1	NZ_CP091649.1	448767	4	4
GCF_022213445.1	NZ_CP091985.1	3402659	1	4
GCF_022213445.1	NZ_CP091983.1	2300155	2	4
GCF_022213445.1	NZ_CP091984.1	1090554	3	4
GCF_022213445.1	NZ_CP091982.1	225188	4	4
GCF_022533485.1	NZ_CP092851.1	3627156	1	4
GCF_022533485.1	NZ_CP092852.1	3278817	2	4
GCF_022533485.1	NZ_CP092853.1	1529712	3	4
GCF_022533485.1	NZ_CP092854.1	182005	4	4
GCF_022809715.1	NZ_CP094459.1	3636047	1	3
GCF_022809715.1	NZ_CP094460.1	3004083	2	3
GCF_022809715.1	NZ_CP094461.1	1053196	3	3
GCF_022879575.1	NZ_CP084260.1	2839232	1	5
GCF_022879575.1	NZ_CP084261.1	1226494	2	5
GCF_022879575.1	NZ_CP084262.1	749981	3	5
GCF_022879575.1	NZ_CP084263.1	675748	4	5
GCF_022879575.1	NZ_CP084264.1	20142	5	5
GCF_022879595.1	NZ_CP084265.1	3096937	1	6
GCF_022879595.1	NZ_CP084266.1	1331437	2	6
GCF_022879595.1	NZ_CP084267.1	819395	3	6
GCF_022879595.1	NZ_CP084268.1	469500	4	6
GCF_022879595.1	NZ_CP084269.1	259212	5	6
GCF_022879595.1	NZ_CP084270.1	202006	6	6
GCF_022879615.1	NZ_CP084271.1	2870354	1	8
GCF_022879615.1	NZ_CP084272.1	1226197	2	8
GCF_022879615.1	NZ_CP084273.1	916501	3	8
GCF_022879615.1	NZ_CP084274.1	652162	4	8
GCF_022879615.1	NZ_CP084275.1	424980	5	8
GCF_022879615.1	NZ_CP084276.1	363975	6	8
GCF_022879615.1	NZ_CP084277.1	131480	7	8
GCF_022879615.1	NZ_CP084278.1	65095	8	8
GCF_022879815.1	NZ_CP084283.1	3035511	1	7
GCF_022879815.1	NZ_CP084284.1	1407959	2	7
GCF_022879815.1	NZ_CP084285.1	1094832	3	7
GCF_022879815.1	NZ_CP084286.1	759539	4	7
GCF_022879815.1	NZ_CP084287.1	666467	5	7
GCF_022879815.1	NZ_CP084288.1	439699	6	7
GCF_022879815.1	NZ_CP084289.1	8158	7	7
GCF_023053515.1	NZ_CP095498.1	3808121	1	3
GCF_023053515.1	NZ_CP095497.1	3539936	2	3
GCF_023053515.1	NZ_CP095496.1	1397783	3	3
GCF_023169865.1	NZ_AP025256.1	3743440	1	6
GCF_023169865.1	NZ_AP025257.1	2877408	2	6
GCF_023169865.1	NZ_AP025258.1	2290229	3	6
GCF_023169865.1	NZ_AP025259.1	754536	4	6
GCF_023169865.1	NZ_AP025260.1	692026	5	6
GCF_023169865.1	NZ_AP025261.1	64706	6	6
GCF_023170545.1	NZ_CP084250.1	2943172	1	5
GCF_023170545.1	NZ_CP084251.1	1217329	2	5
GCF_023170545.1	NZ_CP084252.1	1088009	3	5
GCF_023170545.1	NZ_CP084253.1	685228	4	5
GCF_023170545.1	NZ_CP084254.1	74900	5	5
GCF_023373625.1	NZ_CP090771.1	3570861	1	3
GCF_023373625.1	NZ_CP090773.1	2334973	2	3
GCF_023373625.1	NZ_CP090772.1	533389	3	3
GCF_023373645.1	NZ_CP090774.1	3570838	1	3
GCF_023373645.1	NZ_CP090776.1	2334987	2	3
GCF_023373645.1	NZ_CP090775.1	533391	3	3
GCF_023373665.1	NZ_CP090779.1	3398546	1	3
GCF_023373665.1	NZ_CP090778.1	2358532	2	3
GCF_023373665.1	NZ_CP090777.1	551761	3	3
GCF_023373685.1	NZ_CP090782.1	3398495	1	3
GCF_023373685.1	NZ_CP090781.1	2358536	2	3
GCF_023373685.1	NZ_CP090780.1	551749	3	3
GCF_023373725.1	NZ_CP090786.1	3275779	1	4
GCF_023373725.1	NZ_CP090788.1	2145061	2	4
GCF_023373725.1	NZ_CP090787.1	1111696	3	4
GCF_023373725.1	NZ_CP090789.1	73850	4	4
GCF_023374315.1	NZ_CP090673.1	3359399	1	3
GCF_023374315.1	NZ_CP090672.1	2352823	2	3
GCF_023374315.1	NZ_CP090674.1	551759	3	3
GCF_023374335.1	NZ_CP090676.1	3511327	1	3
GCF_023374335.1	NZ_CP090677.1	3122052	2	3
GCF_023374335.1	NZ_CP090675.1	1017484	3	3
GCF_023374355.1	NZ_CP090680.1	3398001	1	3
GCF_023374355.1	NZ_CP090678.1	2442620	2	3
GCF_023374355.1	NZ_CP090679.1	542300	3	3
GCF_023374375.1	NZ_CP090682.1	3466987	1	4
GCF_023374375.1	NZ_CP090681.1	2402736	2	4
GCF_023374375.1	NZ_CP090683.1	728076	3	4
GCF_023374375.1	NZ_CP090684.1	156151	4	4
GCF_023374395.1	NZ_CP090687.1	3360663	1	3
GCF_023374395.1	NZ_CP090686.1	2358312	2	3
GCF_023374395.1	NZ_CP090685.1	551747	3	3
GCF_023374415.1	NZ_CP090689.1	3465544	1	4
GCF_023374415.1	NZ_CP090688.1	2402749	2	4
GCF_023374415.1	NZ_CP090690.1	728075	3	4
GCF_023374415.1	NZ_CP090691.1	156152	4	4
GCF_023374435.1	NZ_CP090692.1	3484443	1	3
GCF_023374435.1	NZ_CP090694.1	2435330	2	3
GCF_023374435.1	NZ_CP090693.1	816086	3	3
GCF_023374455.1	NZ_CP090695.1	3365308	1	3
GCF_023374455.1	NZ_CP090696.1	2309426	2	3
GCF_023374455.1	NZ_CP090697.1	578497	3	3
GCF_023374475.1	NZ_CP090699.1	4997612	1	2
GCF_023374475.1	NZ_CP090698.1	3501858	2	2
GCF_023374495.1	NZ_CP090701.1	3393740	1	3
GCF_023374495.1	NZ_CP090702.1	2336499	2	3
GCF_023374495.1	NZ_CP090700.1	546320	3	3
GCF_023374515.1	NZ_CP090703.1	3374995	1	4
GCF_023374515.1	NZ_CP090705.1	2349819	2	4
GCF_023374515.1	NZ_CP090704.1	560674	3	4
GCF_023374515.1	NZ_CP090706.1	115999	4	4
GCF_023374535.1	NZ_CP090707.1	3374577	1	3
GCF_023374535.1	NZ_CP090708.1	2439213	2	3
GCF_023374535.1	NZ_CP090709.1	564987	3	3
GCF_023374575.1	NZ_CP090714.1	3569564	1	3
GCF_023374575.1	NZ_CP090715.1	2432265	2	3
GCF_023374575.1	NZ_CP090716.1	617476	3	3
GCF_023374595.1	NZ_CP090718.1	3465546	1	4
GCF_023374595.1	NZ_CP090717.1	2402759	2	4
GCF_023374595.1	NZ_CP090719.1	728078	3	4
GCF_023374595.1	NZ_CP090720.1	156152	4	4
GCF_023374615.1	NZ_CP090721.1	3365315	1	3
GCF_023374615.1	NZ_CP090722.1	2309425	2	3
GCF_023374615.1	NZ_CP090723.1	578501	3	3
GCF_023374635.1	NZ_CP090724.1	3347122	1	3
GCF_023374635.1	NZ_CP090725.1	2439884	2	3
GCF_023374635.1	NZ_CP090726.1	562942	3	3
GCF_023374655.1	NZ_CP090728.1	3378067	1	3
GCF_023374655.1	NZ_CP090727.1	2437988	2	3
GCF_023374655.1	NZ_CP090729.1	423099	3	3
GCF_023374675.1	NZ_CP090730.1	3639129	1	3
GCF_023374675.1	NZ_CP090732.1	3516028	2	3
GCF_023374675.1	NZ_CP090731.1	1358651	3	3
GCF_023374695.1	NZ_CP090733.1	3383971	1	4
GCF_023374695.1	NZ_CP090735.1	2406999	2	4
GCF_023374695.1	NZ_CP090734.1	563563	3	4
GCF_023374695.1	NZ_CP090736.1	10868	4	4
GCF_023374715.1	NZ_CP090737.1	3639150	1	3
GCF_023374715.1	NZ_CP090738.1	3504726	2	3
GCF_023374715.1	NZ_CP090739.1	1358664	3	3
GCF_023374735.1	NZ_CP090740.1	3414095	1	4
GCF_023374735.1	NZ_CP090742.1	2404909	2	4
GCF_023374735.1	NZ_CP090741.1	563580	3	4
GCF_023374735.1	NZ_CP090743.1	10868	4	4
GCF_023374755.1	NZ_CP090746.1	3400005	1	3
GCF_023374755.1	NZ_CP090745.1	2358520	2	3
GCF_023374755.1	NZ_CP090744.1	551769	3	3
GCF_023374775.1	NZ_CP090747.1	3488591	1	6
GCF_023374775.1	NZ_CP090748.1	2288622	2	6
GCF_023374775.1	NZ_CP090749.1	546597	3	6
GCF_023374775.1	NZ_CP090750.1	106647	4	6
GCF_023374775.1	NZ_CP090751.1	89642	5	6
GCF_023374775.1	NZ_CP090752.1	14081	6	6
GCF_023374795.1	NZ_CP090753.1	3369738	1	3
GCF_023374795.1	NZ_CP090754.1	2436911	2	3
GCF_023374795.1	NZ_CP090755.1	564128	3	3
GCF_023374815.1	NZ_CP090757.1	3440126	1	3
GCF_023374815.1	NZ_CP090758.1	2358546	2	3
GCF_023374815.1	NZ_CP090756.1	551764	3	3
GCF_023374835.1	NZ_CP090760.1	3511529	1	3
GCF_023374835.1	NZ_CP090761.1	3122641	2	3
GCF_023374835.1	NZ_CP090759.1	1017703	3	3
GCF_023374855.1	NZ_CP090763.1	3511584	1	3
GCF_023374855.1	NZ_CP090764.1	3122654	2	3
GCF_023374855.1	NZ_CP090762.1	1017701	3	3
GCF_023374875.1	NZ_CP090766.1	3465547	1	4
GCF_023374875.1	NZ_CP090765.1	2402736	2	4
GCF_023374875.1	NZ_CP090767.1	728078	3	4
GCF_023374875.1	NZ_CP090768.1	156151	4	4
GCF_023374895.1	NZ_CP090770.1	3372199	1	2
GCF_023374895.1	NZ_CP090769.1	2885946	2	2
GCF_023658595.1	NZ_CP098321.1	4166767	1	2
GCF_023658595.1	NZ_CP098322.1	3872622	2	2
GCF_024022955.1	NZ_CP099587.1	3746832	1	5
GCF_024022955.1	NZ_CP099583.1	2864763	2	5
GCF_024022955.1	NZ_CP099584.1	154173	3	5
GCF_024022955.1	NZ_CP099585.1	136716	4	5
GCF_024022955.1	NZ_CP099586.1	121702	5	5
GCF_024072595.1	NZ_CP099623.1	4941516	1	4
GCF_024072595.1	NZ_CP099625.1	3586118	2	4
GCF_024072595.1	NZ_CP099626.1	447409	3	4
GCF_024072595.1	NZ_CP099624.1	147235	4	4
GCF_024072715.1	NZ_CP099627.1	4941518	1	4
GCF_024072715.1	NZ_CP099629.1	3584633	2	4
GCF_024072715.1	NZ_CP099630.1	447414	3	4
GCF_024072715.1	NZ_CP099628.1	147235	4	4
GCF_024123895.1	NZ_CP099647.1	4780939	1	6
GCF_024123895.1	NZ_CP099645.1	3534758	2	6
GCF_024123895.1	NZ_CP099644.1	434832	3	6
GCF_024123895.1	NZ_CP099646.1	294790	4	6
GCF_024123895.1	NZ_CP099649.1	227758	5	6
GCF_024123895.1	NZ_CP099648.1	83927	6	6
GCF_024381035.2	NZ_CP101524.1	3787783	1	3
GCF_024381035.2	NZ_CP101525.1	3525317	2	3
GCF_024381035.2	NZ_CP101526.1	1260712	3	3
GCF_024600575.1	NZ_CP102329.1	3611571	1	3
GCF_024600575.1	NZ_CP102330.1	3408063	2	3
GCF_024600575.1	NZ_CP102331.1	1406349	3	3
GCF_024661975.1	NZ_CP102482.1	3812061	1	4
GCF_024661975.1	NZ_CP102483.1	3173531	2	4
GCF_024661975.1	NZ_CP102484.1	1246460	3	4
GCF_024661975.1	NZ_CP102485.1	249693	4	4
GCF_024662395.1	NZ_CP100131.1	3738765	1	5
GCF_024662395.1	NZ_CP100132.1	2820186	2	5
GCF_024662395.1	NZ_CP100133.1	189346	3	5
GCF_024662395.1	NZ_CP100134.1	128913	4	5
GCF_024662395.1	NZ_CP100135.1	104740	5	5
GCF_024662415.1	NZ_CP100136.1	3644544	1	4
GCF_024662415.1	NZ_CP100137.1	2808990	2	4
GCF_024662415.1	NZ_CP100138.1	204816	3	4
GCF_024662415.1	NZ_CP100139.1	170947	4	4
GCF_024662435.1	NZ_CP100140.1	3791140	1	4
GCF_024662435.1	NZ_CP100141.1	2812129	2	4
GCF_024662435.1	NZ_CP100143.1	185317	3	4
GCF_024662435.1	NZ_CP100142.1	145028	4	4
GCF_024662455.1	NZ_CP100144.1	3726678	1	6
GCF_024662455.1	NZ_CP100145.1	2828244	2	6
GCF_024662455.1	NZ_CP100147.1	141000	3	6
GCF_024662455.1	NZ_CP100148.1	136971	4	6
GCF_024662455.1	NZ_CP100146.1	132942	5	6
GCF_024662455.1	NZ_CP100149.1	132942	6	6
GCF_024662475.1	NZ_CP100150.1	3912005	1	6
GCF_024662475.1	NZ_CP100151.1	2828244	2	6
GCF_024662475.1	NZ_CP100153.1	141000	3	6
GCF_024662475.1	NZ_CP100154.1	141000	4	6
GCF_024662475.1	NZ_CP100152.1	132942	5	6
GCF_024662475.1	NZ_CP100155.1	128913	6	6
GCF_024662615.1	NZ_CP100156.1	3912005	1	6
GCF_024662615.1	NZ_CP100157.1	2828244	2	6
GCF_024662615.1	NZ_CP100159.1	141000	3	6
GCF_024662615.1	NZ_CP100160.1	141000	4	6
GCF_024662615.1	NZ_CP100158.1	132942	5	6
GCF_024662615.1	NZ_CP100161.1	128913	6	6
GCF_024662735.1	NZ_CP100162.1	3912005	1	6
GCF_024662735.1	NZ_CP100163.1	2828244	2	6
GCF_024662735.1	NZ_CP100165.1	141000	3	6
GCF_024662735.1	NZ_CP100166.1	141000	4	6
GCF_024662735.1	NZ_CP100164.1	132942	5	6
GCF_024662735.1	NZ_CP100167.1	128913	6	6
GCF_024662895.1	NZ_CP100168.1	3912005	1	6
GCF_024662895.1	NZ_CP100169.1	2828244	2	6
GCF_024662895.1	NZ_CP100171.1	141000	3	6
GCF_024662895.1	NZ_CP100172.1	141000	4	6
GCF_024662895.1	NZ_CP100170.1	132942	5	6
GCF_024662895.1	NZ_CP100173.1	128913	6	6
GCF_024663015.1	NZ_CP100181.1	3673124	1	5
GCF_024663015.1	NZ_CP100182.1	2846341	2	5
GCF_024663015.1	NZ_CP100183.1	198988	3	5
GCF_024663015.1	NZ_CP100184.1	172554	4	5
GCF_024663015.1	NZ_CP100185.1	52685	5	5
GCF_024663135.1	NZ_CP100174.1	3625957	1	7
GCF_024663135.1	NZ_CP100175.1	2852417	2	7
GCF_024663135.1	NZ_CP100176.1	185317	3	7
GCF_024663135.1	NZ_CP100179.1	132942	4	7
GCF_024663135.1	NZ_CP100177.1	124884	5	7
GCF_024663135.1	NZ_CP100178.1	92653	6	7
GCF_024663135.1	NZ_CP100180.1	88624	7	7
GCF_024663255.1	NZ_CP100186.1	3738765	1	5
GCF_024663255.1	NZ_CP100187.1	2820186	2	5
GCF_024663255.1	NZ_CP100188.1	189346	3	5
GCF_024663255.1	NZ_CP100189.1	128913	4	5
GCF_024663255.1	NZ_CP100190.1	104740	5	5
GCF_024663375.1	NZ_CP100191.1	3912005	1	6
GCF_024663375.1	NZ_CP100192.1	2828244	2	6
GCF_024663375.1	NZ_CP100194.1	141000	3	6
GCF_024663375.1	NZ_CP100195.1	141000	4	6
GCF_024663375.1	NZ_CP100193.1	132942	5	6
GCF_024663375.1	NZ_CP100196.1	128913	6	6
GCF_024663615.1	NZ_CP100197.1	3912004	1	6
GCF_024663615.1	NZ_CP100198.1	2828243	2	6
GCF_024663615.1	NZ_CP100200.1	140999	3	6
GCF_024663615.1	NZ_CP100201.1	140999	4	6
GCF_024663615.1	NZ_CP100199.1	132941	5	6
GCF_024663615.1	NZ_CP100202.1	128912	6	6
GCF_024663775.1	NZ_CP100203.1	3912005	1	6
GCF_024663775.1	NZ_CP100204.1	2872561	2	6
GCF_024663775.1	NZ_CP100206.1	141000	3	6
GCF_024663775.1	NZ_CP100207.1	141000	4	6
GCF_024663775.1	NZ_CP100205.1	132942	5	6
GCF_024663775.1	NZ_CP100208.1	128913	6	6
GCF_024663895.1	NZ_CP100209.1	3912005	1	6
GCF_024663895.1	NZ_CP100210.1	2828244	2	6
GCF_024663895.1	NZ_CP100212.1	141000	3	6
GCF_024663895.1	NZ_CP100213.1	141000	4	6
GCF_024663895.1	NZ_CP100211.1	132942	5	6
GCF_024663895.1	NZ_CP100214.1	128913	6	6
GCF_024663975.1	NZ_CP100215.1	3912006	1	6
GCF_024663975.1	NZ_CP100216.1	2828245	2	6
GCF_024663975.1	NZ_CP100218.1	141000	3	6
GCF_024663975.1	NZ_CP100219.1	141000	4	6
GCF_024663975.1	NZ_CP100217.1	132943	5	6
GCF_024663975.1	NZ_CP100220.1	128914	6	6
GCF_024663995.1	NZ_CP100221.1	3912004	1	6
