query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
DEGQ_CFFIHE_02734	GCF_017378355.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP071759.1	4049558	1	495	2402780	2404267
DEGQ_CFFIHE_02734	GCF_017378435.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP071761.1	4044757	1	495	3302370	3303857
DEGQ_CFFIHE_02734	GCF_017514945.1	Burkholderia anthina	3_large	True	5	1	1	94.5	100.0	901	0.0	NZ_CP071825.1	3942398	1	494	647849	649333
DEGQ_CFFIHE_02734	GCF_017815595.1	Burkholderia latens	2_large	False	4	1	1	94.5	100.0	903	0.0	NZ_CP072601.1	3230902	1	494	1600240	1601724
DEGQ_CFFIHE_02734	GCF_017815615.1	Burkholderia latens	3_large	True	4	1	1	94.5	100.0	903	0.0	NZ_CP072604.1	3328387	1	494	2719811	2721295
DEGQ_CFFIHE_02734	GCF_017858835.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP021074.1	3761157	1	496	2786911	2788401
DEGQ_CFFIHE_02734	GCF_018223765.1	Burkholderia cenocepacia	3_large	True	5	1	1	98.2	100.0	961	0.0	NZ_CP073673.1	3737356	1	494	1353579	1355063
DEGQ_CFFIHE_02734	GCF_018223785.1	Burkholderia contaminans	4+_large	True	5	1	1	97.8	100.0	960	0.0	NZ_CP073665.1	3844277	1	493	443612	445093
DEGQ_CFFIHE_02734	GCF_018223805.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP073674.1	3704668	1	494	3092058	3093542
DEGQ_CFFIHE_02734	GCF_018228345.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073722.1	3947811	1	495	3130061	3131548
DEGQ_CFFIHE_02734	GCF_018228385.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073728.1	3990066	1	495	3134272	3135759
DEGQ_CFFIHE_02734	GCF_018228525.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073725.1	3995906	1	495	3189242	3190729
DEGQ_CFFIHE_02734	GCF_018228545.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073740.1	3944884	1	495	3129857	3131344
DEGQ_CFFIHE_02734	GCF_018228565.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073734.1	3945139	1	495	3130056	3131543
DEGQ_CFFIHE_02734	GCF_018228585.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073731.1	3985679	1	495	1363503	1364990
DEGQ_CFFIHE_02734	GCF_018228605.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP073737.1	3985970	1	495	3214203	3215690
DEGQ_CFFIHE_02734	GCF_018228625.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP073702.1	3809848	1	494	626615	628099
DEGQ_CFFIHE_02734	GCF_018408855.1	Caballeronia sp. NK8	4+_large	False	4	1	1	72.6	99.0	675	0.0	NZ_AP024322.1	3069135	1	501	583774	585279
DEGQ_CFFIHE_02734	GCF_018417535.1	Burkholderia pyrrocinia	3_large	True	5	1	1	97.4	100.0	956	0.0	NZ_CP070977.1	3911642	1	494	3763127	3764611
DEGQ_CFFIHE_02734	GCF_018771365.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP076297.1	4046877	1	495	3308795	3310282
DEGQ_CFFIHE_02734	GCF_019428685.1	Paraburkholderia edwinii	2_large	False	5	1	1	76.4	99.0	710	0.0	NZ_CP080095.1	4926881	1	505	4540998	4542515
DEGQ_CFFIHE_02734	GCF_019915365.1	Burkholderia contaminans	3_large	True	5	1	1	97.8	100.0	960	0.0	NZ_CP082807.1	3770220	1	493	3157176	3158657
DEGQ_CFFIHE_02734	GCF_019930785.1	Burkholderia dolosa	3_large	True	5	1	1	92.9	100.0	882	0.0	NZ_CP082882.1	3410295	1	494	70203	71687
DEGQ_CFFIHE_02734	GCF_020099355.1	Burkholderia vietnamiensis	3_large	True	6	1	1	94.3	100.0	898	0.0	NZ_CP083655.1	3317416	1	494	1999735	2001219
DEGQ_CFFIHE_02734	GCF_020544345.1	Paraburkholderia caribensis	3_large	False	5	1	1	77.0	99.0	697	0.0	NZ_CP065403.1	3678836	1	501	622424	623929
DEGQ_CFFIHE_02734	GCF_020736245.1	Burkholderia dolosa	3_large	True	5	1	1	92.9	100.0	882	0.0	NZ_CP085967.1	3408891	1	494	2536715	2538199
DEGQ_CFFIHE_02734	GCF_020843905.1	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP086291.1	3458711	1	494	2822006	2823490
DEGQ_CFFIHE_02734	GCF_020843925.1	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP086297.1	3485251	1	494	2872619	2874103
DEGQ_CFFIHE_02734	GCF_020843945.1	Burkholderia sp. B21-007	3_large	True	5	1	1	96.2	100.0	938	0.0	NZ_CP086294.1	3516315	1	494	2904690	2906174
DEGQ_CFFIHE_02734	GCF_020843965.1	Burkholderia sp. B21-005	3_large	True	5	1	1	96.2	100.0	938	0.0	NZ_CP086301.1	3525632	1	494	2887749	2889233
DEGQ_CFFIHE_02734	GCF_020843985.1	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP086304.1	3493642	1	494	2850325	2851809
DEGQ_CFFIHE_02734	GCF_020885575.1	Paraburkholderia terrae	4+_large	False	6	1	1	76.9	99.0	697	0.0	NZ_AP024955.1	3616985	1	503	518254	519765
DEGQ_CFFIHE_02734	GCF_021344035.2	Burkholderia cepacia	3_large	True	6	1	1	97.6	100.0	955	0.0	NZ_CP158565.1	3787680	2	494	715788	717272
DEGQ_CFFIHE_02734	GCF_021484945.1	Burkholderia cepacia	3_large	True	4	1	1	97.4	100.0	952	0.0	NZ_CP090608.1	3739938	1	494	3126379	3127863
DEGQ_CFFIHE_02734	GCF_021535065.1	Burkholderia cenocepacia	3_large	True	4	1	1	99.0	100.0	974	0.0	NZ_CP091012.1	3525059	1	692	2915978	2918056
DEGQ_CFFIHE_02734	GCF_021899435.1	Burkholderia aenigmatica	4+_large	True	5	1	1	97.0	100.0	950	0.0	NZ_CP091646.1	3810362	1	494	3171751	3173235
DEGQ_CFFIHE_02734	GCF_022213445.1	Burkholderia vietnamiensis	3_large	True	7	1	1	94.1	100.0	895	0.0	NZ_CP091985.1	3402659	1	494	1455624	1457108
DEGQ_CFFIHE_02734	GCF_022533485.1	Burkholderia contaminans	3_large	True	6	1	1	97.8	100.0	960	0.0	NZ_CP092851.1	3627156	1	493	3011386	3012867
DEGQ_CFFIHE_02734	GCF_022809715.1	Burkholderia pyrrocinia	3_large	True	4	1	1	96.8	100.0	951	0.0	NZ_CP094459.1	3636047	1	494	3016452	3017936
DEGQ_CFFIHE_02734	GCF_022879575.1	Caballeronia sp. SL2Y3	4+_large	False	4	1	1	75.4	99.0	670	0.0	NZ_CP084260.1	2839232	1	500	478960	480462
DEGQ_CFFIHE_02734	GCF_022879595.1	Caballeronia sp. Lep1P3	4+_large	False	5	1	1	75.8	99.0	694	0.0	NZ_CP084265.1	3096937	1	500	2574198	2575700
DEGQ_CFFIHE_02734	GCF_022879615.1	Caballeronia grimmiae	4+_large	False	4	1	1	74.0	99.0	682	0.0	NZ_CP084271.1	2870354	1	504	2344836	2346350
DEGQ_CFFIHE_02734	GCF_022879815.1	Caballeronia zhejiangensis	4+_large	False	4	1	1	75.2	99.0	671	0.0	NZ_CP084283.1	3035511	1	501	485319	486824
DEGQ_CFFIHE_02734	GCF_023053515.1	Burkholderia cepacia	3_large	True	4	1	1	97.4	100.0	952	0.0	NZ_CP095498.1	3808121	1	494	3198120	3199604
DEGQ_CFFIHE_02734	GCF_023169865.1	Paraburkholderia terrae	4+_large	False	6	1	1	76.9	99.0	691	0.0	NZ_AP025256.1	3743440	1	503	520022	521533
DEGQ_CFFIHE_02734	GCF_023170545.1	Caballeronia sp. Sq4a	4+_large	False	4	1	1	75.8	99.0	668	0.0	NZ_CP084250.1	2943172	1	500	507640	509142
DEGQ_CFFIHE_02734	GCF_023373625.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090771.1	3570861	1	494	653460	654944
DEGQ_CFFIHE_02734	GCF_023373645.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090774.1	3570838	1	494	655906	657390
DEGQ_CFFIHE_02734	GCF_023373665.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090779.1	3398546	1	494	2710368	2711852
DEGQ_CFFIHE_02734	GCF_023373685.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090782.1	3398495	1	494	687134	688618
DEGQ_CFFIHE_02734	GCF_023373725.1	Burkholderia vietnamiensis	3_large	True	5	1	1	94.3	100.0	898	0.0	NZ_CP090786.1	3275779	1	494	2355926	2357410
DEGQ_CFFIHE_02734	GCF_023374315.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090673.1	3359399	1	494	2416592	2418076
DEGQ_CFFIHE_02734	GCF_023374335.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP090676.1	3511327	1	494	2840922	2842406
DEGQ_CFFIHE_02734	GCF_023374355.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090680.1	3398001	1	494	2755082	2756566
DEGQ_CFFIHE_02734	GCF_023374375.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090682.1	3466987	1	494	2764645	2766129
DEGQ_CFFIHE_02734	GCF_023374395.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090687.1	3360663	1	494	2710622	2712106
DEGQ_CFFIHE_02734	GCF_023374415.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090689.1	3465544	1	494	701544	703028
DEGQ_CFFIHE_02734	GCF_023374435.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090692.1	3484443	1	494	643499	644983
DEGQ_CFFIHE_02734	GCF_023374455.1	Burkholderia multivorans	3_large	True	5	1	1	93.1	100.0	872	0.0	NZ_CP090695.1	3365308	1	494	648341	649825
DEGQ_CFFIHE_02734	GCF_023374475.1	Burkholderia cepacia	2_large	False	6	1	1	97.6	100.0	955	0.0	NZ_CP090699.1	4997612	1	494	669241	670725
DEGQ_CFFIHE_02734	GCF_023374495.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090701.1	3393740	1	494	2208333	2209817
DEGQ_CFFIHE_02734	GCF_023374515.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090703.1	3374995	1	494	2674457	2675941
DEGQ_CFFIHE_02734	GCF_023374535.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090707.1	3374577	1	494	2424715	2426199
DEGQ_CFFIHE_02734	GCF_023374575.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090714.1	3569564	1	494	2874058	2875542
DEGQ_CFFIHE_02734	GCF_023374595.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090718.1	3465546	1	494	701553	703037
DEGQ_CFFIHE_02734	GCF_023374615.1	Burkholderia multivorans	3_large	True	5	1	1	93.1	100.0	872	0.0	NZ_CP090721.1	3365315	1	494	2726756	2728240
DEGQ_CFFIHE_02734	GCF_023374635.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090724.1	3347122	1	494	948634	950118
DEGQ_CFFIHE_02734	GCF_023374655.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090728.1	3378067	1	494	662578	664062
DEGQ_CFFIHE_02734	GCF_023374675.1	Burkholderia cepacia	3_large	True	6	1	1	97.6	100.0	955	0.0	NZ_CP090730.1	3639129	1	494	1067204	1068688
DEGQ_CFFIHE_02734	GCF_023374695.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090733.1	3383971	1	494	888995	890479
DEGQ_CFFIHE_02734	GCF_023374715.1	Burkholderia cepacia	3_large	True	6	1	1	97.6	100.0	955	0.0	NZ_CP090737.1	3639150	1	494	693076	694560
DEGQ_CFFIHE_02734	GCF_023374735.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090740.1	3414095	1	494	723684	725168
DEGQ_CFFIHE_02734	GCF_023374755.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090746.1	3400005	1	494	688391	689875
DEGQ_CFFIHE_02734	GCF_023374775.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090747.1	3488591	1	494	648162	649646
DEGQ_CFFIHE_02734	GCF_023374795.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090753.1	3369738	1	494	2422959	2424443
DEGQ_CFFIHE_02734	GCF_023374815.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090757.1	3440126	1	494	687067	688551
DEGQ_CFFIHE_02734	GCF_023374835.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP090760.1	3511529	1	494	1053653	1055137
DEGQ_CFFIHE_02734	GCF_023374855.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP090763.1	3511584	1	494	682148	683632
DEGQ_CFFIHE_02734	GCF_023374875.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP090766.1	3465547	1	494	701553	703037
DEGQ_CFFIHE_02734	GCF_023374895.1	Burkholderia multivorans	2_large	False	5	1	1	93.1	100.0	872	0.0	NZ_CP090770.1	3372199	1	494	648372	649856
DEGQ_CFFIHE_02734	GCF_023658595.1	Burkholderia gladioli	2_large	False	4	1	1	85.0	100.0	781	0.0	NZ_CP098321.1	4166767	1	499	3558157	3559656
DEGQ_CFFIHE_02734	GCF_024022955.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP099587.1	3746832	1	496	3180158	3181648
DEGQ_CFFIHE_02734	GCF_024072595.1	Paraburkholderia fungorum	3_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP099623.1	4941516	1	502	4173390	4174898
DEGQ_CFFIHE_02734	GCF_024072715.1	Paraburkholderia fungorum	3_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP099627.1	4941518	1	502	4173392	4174900
DEGQ_CFFIHE_02734	GCF_024123895.1	Paraburkholderia fungorum	3_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP099647.1	4780939	1	502	4032768	4034276
DEGQ_CFFIHE_02734	GCF_024381035.2	Burkholderia arboris	3_large	True	5	1	1	97.4	100.0	956	0.0	NZ_CP101524.1	3787783	1	494	3162177	3163661
DEGQ_CFFIHE_02734	GCF_024600575.1	Burkholderia cepacia	3_large	True	7	1	1	97.6	100.0	955	0.0	NZ_CP102329.1	3611571	1	494	2986497	2987981
DEGQ_CFFIHE_02734	GCF_024661975.1	Burkholderia contaminans	3_large	True	5	1	1	97.6	100.0	959	0.0	NZ_CP102482.1	3812061	1	493	3171484	3172965
DEGQ_CFFIHE_02734	GCF_024662395.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100131.1	3738765	1	496	3159413	3160903
DEGQ_CFFIHE_02734	GCF_024662415.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100136.1	3644544	1	496	3044982	3046472
DEGQ_CFFIHE_02734	GCF_024662435.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100140.1	3791140	1	496	3241453	3242943
DEGQ_CFFIHE_02734	GCF_024662455.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100144.1	3726678	1	496	3167931	3169421
DEGQ_CFFIHE_02734	GCF_024662475.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100150.1	3912005	1	496	3367816	3369306
DEGQ_CFFIHE_02734	GCF_024662615.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100156.1	3912005	1	496	3190963	3192453
DEGQ_CFFIHE_02734	GCF_024662735.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100162.1	3912005	1	496	3367822	3369312
DEGQ_CFFIHE_02734	GCF_024662895.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100168.1	3912005	1	496	3364244	3365734
DEGQ_CFFIHE_02734	GCF_024663015.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100181.1	3673124	1	496	3124070	3125560
DEGQ_CFFIHE_02734	GCF_024663135.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100174.1	3625957	1	496	3078680	3080170
DEGQ_CFFIHE_02734	GCF_024663255.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100186.1	3738765	1	496	3159422	3160912
DEGQ_CFFIHE_02734	GCF_024663375.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100191.1	3912005	1	496	3364245	3365735
DEGQ_CFFIHE_02734	GCF_024663615.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100197.1	3912004	1	496	3364233	3365723
DEGQ_CFFIHE_02734	GCF_024663775.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100203.1	3912005	1	496	3364245	3365735
DEGQ_CFFIHE_02734	GCF_024663895.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100209.1	3912005	1	496	3364245	3365735
DEGQ_CFFIHE_02734	GCF_024663975.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100215.1	3912006	1	496	3364223	3365713
DEGQ_CFFIHE_02734	GCF_024663995.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100221.1	3912004	1	496	3364243	3365733
DEGQ_CFFIHE_02734	GCF_024664015.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100233.1	3690419	1	496	3089676	3091166
DEGQ_CFFIHE_02734	GCF_024664035.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100227.1	3912006	1	496	3364245	3365735
DEGQ_CFFIHE_02734	GCF_024664055.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100238.1	3827400	1	496	3279316	3280806
DEGQ_CFFIHE_02734	GCF_024664075.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100244.1	3779053	1	496	3234139	3235629
DEGQ_CFFIHE_02734	GCF_024664095.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100250.1	3702773	1	496	3116434	3117924
DEGQ_CFFIHE_02734	GCF_024664115.1	Burkholderia glumae	2_large	False	4	1	1	86.3	100.0	799	0.0	NZ_CP100262.1	3734736	1	496	3165837	3167327
DEGQ_CFFIHE_02734	GCF_024664135.1	Burkholderia glumae	3_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100256.1	3593726	1	496	3049249	3050739
DEGQ_CFFIHE_02734	GCF_024664155.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100268.1	3912005	1	496	3367823	3369313
DEGQ_CFFIHE_02734	GCF_024664175.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100274.1	3912005	1	496	3367821	3369311
DEGQ_CFFIHE_02734	GCF_024664195.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100280.1	3764216	1	496	3167223	3168713
DEGQ_CFFIHE_02734	GCF_024664215.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100285.1	3625957	1	496	3012043	3013533
DEGQ_CFFIHE_02734	GCF_024664235.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100291.1	3651865	1	496	3098033	3099523
DEGQ_CFFIHE_02734	GCF_024664255.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100296.1	3775023	1	496	3154773	3156263
DEGQ_CFFIHE_02734	GCF_024664275.1	Burkholderia glumae	1_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP100300.1	6490471	1	496	5943758	5945248
DEGQ_CFFIHE_02734	GCF_024730645.1	Burkholderia sp. EMB26	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP078070.1	3561162	1	494	2962246	2963730
DEGQ_CFFIHE_02734	GCF_024732225.1	Burkholderia pyrrocinia	3_large	True	6	1	1	97.4	100.0	956	0.0	NZ_CP091307.1	3713209	1	494	2500505	2501989
DEGQ_CFFIHE_02734	GCF_024760585.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP033656.1	4105390	1	496	3471069	3472559
DEGQ_CFFIHE_02734	GCF_024760605.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP033664.1	3742794	1	496	3196148	3197638
DEGQ_CFFIHE_02734	GCF_024760625.1	Burkholderia glumae	2_large	False	4	1	1	86.3	100.0	799	0.0	NZ_CP033666.1	3815313	1	496	3195546	3197036
DEGQ_CFFIHE_02734	GCF_024760645.1	Burkholderia glumae	1_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP033672.1	6450182	1	496	5904204	5905694
DEGQ_CFFIHE_02734	GCF_025244785.1	Burkholderia gladioli	2_large	False	4	1	1	85.0	100.0	781	0.0	NZ_CP104214.1	4167159	1	499	3542657	3544156
DEGQ_CFFIHE_02734	GCF_025560745.1	Burkholderia sp. S-53	3_large	True	4	1	1	97.4	100.0	954	0.0	NZ_CP090483.1	3696988	1	494	3045862	3047346
DEGQ_CFFIHE_02734	GCF_025643495.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP102458.1	3495006	1	494	2839321	2840805
DEGQ_CFFIHE_02734	GCF_025643515.1	Burkholderia contaminans	3_large	True	5	1	1	97.8	100.0	960	0.0	NZ_CP102462.1	3846952	1	493	3216974	3218455
DEGQ_CFFIHE_02734	GCF_025643555.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP102472.1	3417441	1	494	2788520	2790004
DEGQ_CFFIHE_02734	GCF_025643575.1	Burkholderia cenocepacia	3_large	True	5	1	1	98.0	100.0	958	0.0	NZ_CP102475.1	3777894	1	494	3113108	3114592
DEGQ_CFFIHE_02734	GCF_026315005.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP111136.1	4070995	1	495	3237155	3238642
DEGQ_CFFIHE_02734	GCF_026315025.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP111139.1	4018017	1	495	2693028	2694515
DEGQ_CFFIHE_02734	GCF_026315045.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP111141.1	4018161	1	495	1329469	1330956
DEGQ_CFFIHE_02734	GCF_026651625.1	Burkholderia gladioli	2_large	False	4	1	1	85.0	100.0	781	0.0	NZ_CP031452.1	4282277	1	499	1736037	1737536
DEGQ_CFFIHE_02734	GCF_026651975.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP033641.1	3912007	1	496	3364224	3365714
DEGQ_CFFIHE_02734	GCF_026651995.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP033645.1	3912007	1	496	3364210	3365700
DEGQ_CFFIHE_02734	GCF_026652015.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP033653.1	3912007	1	496	3364224	3365714
DEGQ_CFFIHE_02734	GCF_026683835.2	Burkholderia ambifaria	3_large	True	4	1	1	94.3	100.0	896	0.0	NZ_CP113272.2	3490225	1	494	2855121	2856605
DEGQ_CFFIHE_02734	GCF_026683855.2	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP113278.2	3556328	1	494	2932078	2933562
DEGQ_CFFIHE_02734	GCF_026683875.2	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP113275.2	3555659	1	494	2932198	2933682
DEGQ_CFFIHE_02734	GCF_026958255.1	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP092843.1	3495354	1	494	2870971	2872455
DEGQ_CFFIHE_02734	GCF_028201395.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP116403.1	3880899	1	495	3153807	3155294
DEGQ_CFFIHE_02734	GCF_028462305.2	Burkholderia cepacia	3_large	True	4	1	1	97.6	100.0	955	0.0	NZ_CP159409.1	3708767	1	494	3092438	3093922
DEGQ_CFFIHE_02734	GCF_028473685.1	Paraburkholderia bryophila	2_large	False	5	1	1	78.5	99.0	737	0.0	NZ_CP099394.1	4704593	1	505	3875759	3877276
DEGQ_CFFIHE_02734	GCF_028657905.1	Burkholderia sp. FERM BP-3421	3_large	False	4	1	1	85.6	99.0	807	0.0	NZ_CP117782.1	3899588	1	493	2341803	2343284
DEGQ_CFFIHE_02734	GCF_029536165.1	Paraburkholderia sp. SUR17	2_large	False	6	1	1	78.0	100.0	733	0.0	NZ_CP120508.1	3926784	1	500	489429	490931
DEGQ_CFFIHE_02734	GCF_029590335.1	Burkholderia contaminans	3_large	True	5	1	1	97.8	100.0	960	0.0	NZ_CP120947.1	3799460	1	493	3176983	3178464
DEGQ_CFFIHE_02734	GCF_029633645.1	Burkholderia contaminans	3_large	True	5	1	1	97.6	100.0	956	0.0	NZ_CP090632.1	3531688	1	494	1176546	1178030
DEGQ_CFFIHE_02734	GCF_029633805.1	Burkholderia contaminans	3_large	True	5	1	1	96.8	96.0	916	0.0	NZ_CP090635.1	3730746	1	477	2553290	2554723
DEGQ_CFFIHE_02734	GCF_029633825.1	Burkholderia contaminans	4+_large	True	6	1	1	97.8	100.0	960	0.0	NZ_CP090640.1	3816246	1	493	407139	408620
DEGQ_CFFIHE_02734	GCF_029910195.1	Burkholderia sp. JSH-S8	4+_large	False	5	1	1	92.1	100.0	878	0.0	NZ_CP110391.1	4252710	1	495	3521312	3522799
DEGQ_CFFIHE_02734	GCF_029910215.1	Paraburkholderia sp. D15	3_large	False	4	1	1	78.6	99.0	738	0.0	NZ_CP110395.1	4485038	1	504	3705441	3706955
DEGQ_CFFIHE_02734	GCF_029962485.1	Burkholderia cepacia	3_large	True	5	1	1	96.8	100.0	950	0.0	NZ_CP073637.1	3544176	1	494	2949955	2951439
