query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_qstart	best_qend	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
MF6_004284_1434_1538	GCF_037101275.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_037477895.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037477905.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037478035.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037478045.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037478055.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037478065.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037478075.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_1434_1538	GCF_037478085.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_1434_1538	GCF_038050405.1	Paraburkholderia sp. IMGN_8	2_large	False	0	0													
MF6_004284_1434_1538	GCF_038452255.1	Burkholderia pyrrocinia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_038723655.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_038782865.1	Burkholderia ambifaria	2_large	False	0	0													
MF6_004284_1434_1538	GCF_038983115.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_038983225.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_039621805.1	Paraburkholderia sp. PREW-6R	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_039728355.1	Burkholderia cenocepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_039848545.1	Burkholderia stagnalis	3_large	True	0	0													
MF6_004284_1434_1538	GCF_039852015.1	Robbsia sp. KACC 23696	3_large	False	0	0													
MF6_004284_1434_1538	GCF_040215475.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_040314805.1	Trinickia caryophylli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_040361905.1	Paraburkholderia terrae	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_040735455.1	Burkholderia semiarida	3_large	True	0	0													
MF6_004284_1434_1538	GCF_040761425.1	Burkholderia sp. Ed8	3_large	True	0	0													
MF6_004284_1434_1538	GCF_041070875.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_041205585.2	Burkholderia cenocepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_042604585.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_042604595.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_043193125.1	Burkholderia ambifaria	3_large	True	0	0													
MF6_004284_1434_1538	GCF_044057485.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_044501195.1	Burkholderia anthina	3_large	True	0	0													
MF6_004284_1434_1538	GCF_045345775.1	Burkholderia semiarida	3_large	True	0	0													
MF6_004284_1434_1538	GCF_045348565.1	Paraburkholderia fungorum	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_045862465.1	Burkholderia gladioli pv. gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_045925845.1	Burkholderia pyrrocinia	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_046773525.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_047127275.1	Burkholderia lata	3_large	True	0	0													
MF6_004284_1434_1538	GCF_047325075.1	Paraburkholderia phenoliruptrix	2_large	False	0	0													
MF6_004284_1434_1538	GCF_047497155.1	Burkholderia sp. 22PA0106	2_large	False	0	0													
MF6_004284_1434_1538	GCF_047497165.1	Burkholderia sp. 22PA0099	2_large	False	0	0													
MF6_004284_1434_1538	GCF_047902435.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_048565175.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_048565265.1	Burkholderia theae	3_large	True	0	0													
MF6_004284_1434_1538	GCF_048627025.1	Burkholderia aenigmatica	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_048688115.1	Burkholderia thailandensis	2_large	False	0	0													
MF6_004284_1434_1538	GCF_048917655.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_048917665.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_048917685.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_049177125.1	Paraburkholderia sp. DD10	2_large	False	0	0													
MF6_004284_1434_1538	GCF_049487195.1	Burkholderia sp. NLJ2	3_large	True	0	0													
MF6_004284_1434_1538	GCF_049913365.1	Burkholderia ambifaria	3_large	True	0	0													
MF6_004284_1434_1538	GCF_049942845.1	Burkholderia sp. R-40	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050320195.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_050430075.1	Robbsia andropogonis	3_large	False	0	0													
MF6_004284_1434_1538	GCF_050500075.1	Paraburkholderia tropica	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_050613125.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_050613135.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050627075.1	Paraburkholderia fungorum	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_050627395.1	Paraburkholderia fungorum	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_050632305.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050632315.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050632325.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050632335.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050632345.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050632355.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_050813845.1	Burkholderia sp. F1	3_large	False	0	0													
MF6_004284_1434_1538	GCF_050858985.1	Burkholderia sp. M6-3	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_050920555.1	Burkholderia gladioli pv. alliicola	2_large	False	0	0													
MF6_004284_1434_1538	GCF_050955445.1	Paraburkholderia sp. RHO2	2_large	False	0	0													
MF6_004284_1434_1538	GCF_050990585.1	Paraburkholderia phenoliruptrix	2_large	False	0	0													
MF6_004284_1434_1538	GCF_050990595.1	Paraburkholderia sacchari	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_051027425.1	Paraburkholderia caffeinilytica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_051124805.1	Paraburkholderia sp. A3RO-2L	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_051125205.1	Paraburkholderia sp. A1BS-2L	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_051125215.1	Paraburkholderia sp. A3BS-1L	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_051125545.1	Paraburkholderia sp. A2RO-4L	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_051355645.1	Burkholderia lata	3_large	True	0	0													
MF6_004284_1434_1538	GCF_051560065.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_051560085.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_051560105.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_051560125.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_051560145.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_051615025.1	Caballeronia sp. DA-9	3_large	False	0	0													
MF6_004284_1434_1538	GCF_052222725.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854005.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854015.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854305.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854315.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854605.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854615.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854885.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052854895.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052855305.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052855315.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052855605.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052855615.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052855985.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052856205.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052857015.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052857225.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052857935.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052858145.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052858685.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_052858755.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_053038975.1	Burkholderia sola	3_large	True	0	0													
MF6_004284_1434_1538	GCF_053153985.1	Burkholderia vietnamiensis	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_053209605.1	Burkholderia sola	3_large	True	0	0													
MF6_004284_1434_1538	GCF_053348855.1	Burkholderia metallica	3_large	True	0	0													
MF6_004284_1434_1538	GCF_053470105.1	Burkholderia gladioli	2_large	False	1	0	2	76.119	64	36	102	127	1.67e-33	NZ_JBQLJD010000003.1	151938	3	1411	35156	39391
MF6_004284_1434_1538	GCF_053470145.1	Burkholderia gladioli	2_large	False	1	0	2	76.119	64	36	102	127	1.67e-33	NZ_JBQLJE010000003.1	151938	3	1411	140270	144505
MF6_004284_1434_1538	GCF_053760385.1	Caballeronia sp. KNU42	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_054073385.1	Burkholderia pyrrocinia	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_054073395.1	Burkholderia pyrrocinia	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_054166125.1	Paraburkholderia strydomiana	3_large	False	0	0													
MF6_004284_1434_1538	GCF_054166145.1	Paraburkholderia strydomiana	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_054166155.1	Paraburkholderia strydomiana	3_large	False	0	0													
MF6_004284_1434_1538	GCF_054166185.1	Burkholderia ambifaria	3_large	True	0	0													
MF6_004284_1434_1538	GCF_054166195.1	Paraburkholderia graminis	2_large	False	0	0													
MF6_004284_1434_1538	GCF_054166225.1	Paraburkholderia strydomiana	2_large	False	0	0													
MF6_004284_1434_1538	GCF_054166245.1	Paraburkholderia strydomiana	3_large	False	0	0													
MF6_004284_1434_1538	GCF_054166265.1	Paraburkholderia strydomiana	2_large	False	0	0													
MF6_004284_1434_1538	GCF_054187845.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_054558305.1	Burkholderia contaminans	3_large	True	0	0													
MF6_004284_1434_1538	GCF_054955335.1	Burkholderia contaminans	1_large	False	0	0													
MF6_004284_1434_1538	GCF_055386035.1	Burkholderia gladioli	3_large	False	0	0													
MF6_004284_1434_1538	GCF_055387925.1	Burkholderia mallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_055391905.1	Paraburkholderia monticola	3_large	False	0	0													
MF6_004284_1434_1538	GCF_055397325.1	Paraburkholderia largidicola	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_055397665.1	Burkholderia mallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_055397955.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_055810255.1	Burkholderia thailandensis	2_large	False	0	0													
MF6_004284_1434_1538	GCF_056270685.1	Paraburkholderia sp. PAMB 6768	1_large	False	0	0													
MF6_004284_1434_1538	GCF_056591095.1	Paraburkholderia terricola	2_large	False	0	0													
MF6_004284_1434_1538	GCF_056640905.1	Burkholderia pyrrocinia	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_056783395.1	Burkholderia pyrrocinia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_056847505.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_1434_1538	GCF_056867595.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_056868365.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_056868375.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_056880615.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_1434_1538	GCF_057005415.2	Burkholderia sp. KL41	3_large	True	0	0													
MF6_004284_1434_1538	GCF_057369595.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	0	0													
MF6_004284_1434_1538	GCF_057439935.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	0	0													
MF6_004284_1434_1538	GCF_057587595.1	Paraburkholderia sp. PAMB 6768	2_large	False	0	0													
MF6_004284_1434_1538	GCF_057612605.2	Caballeronia sp. A2-2	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_057748135.1	Paraburkholderia sp. PAMB 6770	2_large	False	0	0													
MF6_004284_1434_1538	GCF_058448765.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004284_1434_1538	GCF_059089405.1	Burkholderia pyrrocinia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_059622985.1	Paraburkholderia agricolaris	2_large	False	0	0													
MF6_004284_1434_1538	GCF_902141795.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_902141815.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_902141835.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_902459535.1	Paraburkholderia dioscoreae	2_large	False	0	0													
MF6_004284_1434_1538	GCF_904865725.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004284_1434_1538	GCF_905400185.1	Burkholderia sola	3_large	True	1	1	1	100.000	100	1	104	228	1.21e-68	NZ_FR989677.1	1347483	3	1543	1214605	1219236
MF6_004284_1434_1538	GCF_939576165.1	Burkholderia mallei	1_large	False	0	0													
MF6_004284_1434_1538	GCF_964026365.1	Caballeronia sp. S22	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_964261745.1	Caballeronia sp. S22	4+_large	False	0	0													
MF6_004284_1434_1538	GCF_964264985.1	Burkholderia mycopellens	3_large	True	0	0													
MF6_004284_1434_1538	GCF_964264995.1	Burkholderia crassaminum	3_large	True	0	0													
MF6_004284_1434_1538	GCF_964265005.1	Burkholderia crassaminum	3_large	True	0	0													
MF6_004284_1434_1538	GCF_964265015.1	Burkholderia crassaminum	3_large	True	0	0													
MF6_004284_1434_1538	GCF_964265025.1	Burkholderia mycopellens	3_large	True	0	0													
MF6_004284_1434_1538	GCF_965118185.1	Paraburkholderia kururiensis	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199385.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199395.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199405.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199425.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199435.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199445.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199455.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199515.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199545.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199625.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199835.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965199925.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965201125.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965202565.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965211575.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_965211595.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_980295165.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_980300355.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_980300905.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_980300945.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_980300965.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004284_1434_1538	GCF_984667665.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984667675.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984667725.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984667835.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984667895.1	Burkholderia arboris	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_984667945.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984667955.1	Burkholderia arboris	2_large	False	0	0													
MF6_004284_1434_1538	GCF_984667975.1	Burkholderia sp. LMG 33096	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984668005.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984668195.1	Burkholderia sp. LMG 33096	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984668265.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984668355.1	Burkholderia sp. LMG 33096	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984668395.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984668525.1	Burkholderia sp. LMG 34232	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984669265.1	Burkholderia sp. LMG 34232	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984669325.1	Burkholderia sp. LMG 33096	2_large	False	0	0													
MF6_004284_1434_1538	GCF_984669335.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984669415.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984669565.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984669585.1	Burkholderia arboris	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984669685.1	Burkholderia arboris	4+_large	True	0	0													
MF6_004284_1434_1538	GCF_984669705.1	Burkholderia sp. LMG 34232	3_large	True	0	0													
MF6_004284_1434_1538	GCF_984671675.1	Burkholderia sp. LMG 33096	2_large	False	0	0													
MF6_004284_1434_1538	GCF_984671695.1	Burkholderia arboris	2_large	False	0	0													
MF6_004284_1434_1538	MF6	Burkholderia sola	3_large	True	1	1	1	100.000	100	1	104	228	1.24e-68	cluster_003_consensus	1179882	3	1543	1047087	1051718
MF6_004284_1434_1538	MF7	Burkholderia sp.	3_large	True	1	1	1	100.000	100	1	104	228	1.24e-68	BMF7_NODE_8_len_318422_cov_40_1587_ID_6095374.3	318422	8	1543	44159	48790
MF6_004284_full	GCA_017356705.2	Burkholderia pseudomallei	2_large	False	26	0	4	23.494	65	766	1434	127	5.75e-27	CP076288.1	3213568	2	1541	3102495	3107120
MF6_004284_full	GCA_017356725.2	Burkholderia pseudomallei	2_large	False	22	0	4	23.494	65	766	1434	127	5.75e-27	CP071526.1	7387707	1	1541	5161556	5166181
MF6_004284_full	GCA_020887275.1	Burkholderia sp. SFA1	4+_large	False	0	0													
MF6_004284_full	GCA_024298805.1	Burkholderia sp. FXe9	3_large	True	7	0	4	22.395	61	785	1446	103	6.82e-20	CP101280.1	3290308	2	1449	1324922	1329271
MF6_004284_full	GCA_029762415.1	Burkholderia gladioli	2_large	False	8	0	4	28.108	33	772	1115	113	1.03e-22	CP121773.1	4187756	1	1578	1974866	1979602
MF6_004284_full	GCA_040954445.1	Burkholderia sp.	2_large	False	0	0													
MF6_004284_full	GCA_048918525.1	Burkholderia gladioli	2_large	False	3	0	4	24.390	61	498	1438	117	3.61e-24	CP183180.1	4163892	1	1545	1722925	1727562
MF6_004284_full	GCA_051027405.1	Burkholderia stagnalis	2_large	False	3	0	4	26.650	30	916	1282	69.3	1.66e-09	CP186318.1	4560590	1	799	1130053	1132452
MF6_004284_full	GCA_055387565.1	Burkholderia pseudomallei	2_large	False	10	0	4	24.394	37	803	1360	99.8	1.10e-18	AP040306.1	2879483	2	1543	458135	462766
MF6_004284_full	GCA_056494915.1	Paraburkholderia caledonica	4+_large	False	1	0	4	25.843	14	825	1043	59.3	2.27e-06	CP195753.1	4274904	1	767	4177123	4179426
MF6_004284_full	GCA_059696275.1	Burkholderia sp. SJ1	1_large	False	1	0	4	22.998	73	352	1479	110	6.72e-22	AP040121.1	3228657	1	1494	2204617	2209101
MF6_004284_full	GCA_964417475.2	Burkholderia pseudomallei	2_large	False	11	0	4	23.494	65	766	1434	126	6.76e-27	OZ259870.1	3240568	2	1541	591399	596024
MF6_004284_full	GCA_965199415.1	Burkholderia pseudomallei	2_large	False	12	0	4	23.160	65	766	1434	125	1.25e-26	OZ241172.1	3221869	2	1541	2019701	2024326
MF6_004284_full	GCA_965199775.1	Burkholderia pseudomallei	2_large	False	8	0	4	23.160	65	766	1434	125	1.59e-26	OZ241382.1	2884388	2	1541	1638647	1643272
MF6_004284_full	GCA_965217235.1	Burkholderia multivorans	2_large	False	0	0													
MF6_004284_full	GCA_965217245.1	Burkholderia multivorans	2_large	False	0	0													
MF6_004284_full	GCA_980298765.1	Burkholderia pseudomallei	2_large	False	12	0	4	23.160	65	766	1434	126	6.37e-27	OZ412838.1	3093861	2	1541	967493	972118
MF6_004284_full	GCF_000009485.1	Burkholderia cenocepacia J2315	3_large	True	5	0	4	22.903	71	352	1436	120	6.04e-25	NC_011001.1	3217062	2	1515	2525066	2529613
MF6_004284_full	GCF_000010545.1	Burkholderia multivorans ATCC 17616	3_large	True	9	0	4	23.092	61	502	1433	129	8.34e-28	NC_010805.1	2473162	2	1981	2445479	2451424
MF6_004284_full	GCF_000011545.1	Burkholderia pseudomallei K96243	2_large	False	11	0	4	23.160	65	766	1434	126	1.06e-26	NC_006351.1	3173005	2	1541	1263951	1268576
MF6_004284_full	GCF_000011705.1	Burkholderia mallei ATCC 23344	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NC_006349.2	2325379	2	1541	1366833	1371458
MF6_004284_full	GCF_000012365.1	Burkholderia thailandensis E264	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NC_007650.1	2914771	2	1539	329863	334482
MF6_004284_full	GCF_000012785.1	Burkholderia pseudomallei 1710b	2_large	False	14	0	4	23.494	65	766	1434	127	5.24e-27	NC_007435.1	3181762	2	1541	3085129	3089754
MF6_004284_full	GCF_000012945.1	Burkholderia lata	3_large	True	8	0	4	25.104	57	565	1437	141	1.52e-31	NC_007511.1	3587082	2	1429	2086776	2091065
MF6_004284_full	GCF_000013645.1	Paraburkholderia xenovorans LB400	3_large	False	7	0	4	27.310	60	505	1433	154	2.18e-35	NC_007952.1	3363523	2	1147	3157199	3160642
MF6_004284_full	GCF_000015465.1	Burkholderia mallei SAVP1	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NC_008784.1	1734922	2	1541	265936	270561
MF6_004284_full	GCF_000015605.1	Burkholderia mallei NCTC 10229	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NC_008835.1	2284095	2	1541	556405	561030
MF6_004284_full	GCF_000015625.1	Burkholderia mallei NCTC 10247	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NC_009079.1	2352693	2	1541	994199	998824
MF6_004284_full	GCF_000015905.1	Burkholderia pseudomallei 668	2_large	False	8	0	4	23.160	65	766	1434	125	1.11e-26	NC_009075.1	3127456	2	1541	1311001	1315626
MF6_004284_full	GCF_000015925.1	Burkholderia pseudomallei 1106a	2_large	False	11	0	4	23.160	65	766	1434	125	1.38e-26	NC_009078.1	3100794	2	1541	1245491	1250116
MF6_004284_full	GCF_000016205.1	Burkholderia vietnamiensis G4	4+_large	True	3	0	4	23.317	66	498	1433	124	2.43e-26	NC_009256.1	3652814	1	1550	484436	489088
MF6_004284_full	GCF_000018505.1	Burkholderia multivorans ATCC 17616	3_large	True	9	0	4	23.092	61	502	1433	129	8.34e-28	NC_010086.1	2472928	2	1981	23880	29825
MF6_004284_full	GCF_000019505.1	Burkholderia orbicola MC0-3	3_large	True	6	0	4	22.849	61	498	1436	120	7.82e-25	NC_010508.1	3532883	1	1527	469675	474258
MF6_004284_full	GCF_000019925.1	Burkholderia ambifaria MC40-6	4+_large	True	12	0	4	22.388	72	334	1437	120	6.98e-25	NC_010552.1	2769414	2	1495	2097457	2101944
MF6_004284_full	GCF_000020045.1	Paraburkholderia phymatum STM815	4+_large	False	0	0													
MF6_004284_full	GCF_000020125.1	Paraburkholderia phytofirmans PsJN	2_large	False	3	0	4	27.216	65	505	1278	126	7.64e-27	NC_010676.1	3625999	2	1160	3452657	3456139
MF6_004284_full	GCF_000022645.2	Burkholderia glumae BGR1	2_large	False	23	0	4	23.688	63	799	1455	108	1.97e-21	NC_012720.2	141067	4	1548	49682	54328
MF6_004284_full	GCF_000092885.1	Paraburkholderia atlantica	4+_large	False	4	0	4	24.264	41	815	1432	104	3.31e-20	NC_014119.1	1282816	3	1144	702990	706424
MF6_004284_full	GCF_000194745.1	Burkholderia gladioli BSR3	3_large	False	8	0	4	24.584	61	498	1438	117	4.89e-24	NC_015381.1	4413616	1	1545	1895812	1900449
MF6_004284_full	GCF_000198775.1	Mycetohabitans rhizoxinica HKI 454	2_large	False	0	0													
MF6_004284_full	GCF_000203915.1	Burkholderia ambifaria AMMD	3_large	True	4	0	4	24.535	46	747	1261	98.6	3.02e-18	NC_008390.1	3556545	1	1520	410539	415101
MF6_004284_full	GCF_000203955.1	Burkholderia cenocepacia HI2424	3_large	True	3	0	4	23.077	73	352	1479	107	5.20e-21	NC_008543.1	2998664	2	1494	2041830	2046314
MF6_004284_full	GCF_000236065.1	Burkholderia sp. YI23	4+_large	False	0	0													
MF6_004284_full	GCF_000236215.2	Burkholderia cenocepacia H111	3_large	True	5	0	4	22.586	71	352	1436	124	2.59e-26	NZ_HG938371.1	3102677	2	1515	2438631	2443178
