protein	genome	locus_tag	any_signature	interpro_entry	n_databases
GCF_053209605.1|GFFINM_06712	GCF_053209605.1	GFFINM_06712	False	False	1
GCF_053209605.1|GFFINM_06713	GCF_053209605.1	GFFINM_06713	False	False	1
GCF_053209605.1|GFFINM_06714	GCF_053209605.1	GFFINM_06714	True	True	8
GCF_053209605.1|GFFINM_06715	GCF_053209605.1	GFFINM_06715	True	True	4
GCF_053209605.1|GFFINM_06716	GCF_053209605.1	GFFINM_06716	True	True	6
GCF_053209605.1|GFFINM_06717	GCF_053209605.1	GFFINM_06717	True	True	6
GCF_053209605.1|GFFINM_06718	GCF_053209605.1	GFFINM_06718	True	True	7
GCF_053209605.1|GFFINM_06719	GCF_053209605.1	GFFINM_06719	True	True	5
GCF_053209605.1|GFFINM_06720	GCF_053209605.1	GFFINM_06720	True	True	4
GCF_053209605.1|GFFINM_06721	GCF_053209605.1	GFFINM_06721	True	True	4
GCF_053209605.1|GFFINM_06723	GCF_053209605.1	GFFINM_06723	True	True	5
GCF_053209605.1|GFFINM_06726	GCF_053209605.1	GFFINM_06726	True	True	8
GCF_053209605.1|GFFINM_06727	GCF_053209605.1	GFFINM_06727	True	True	11
GCF_053209605.1|GFFINM_06728	GCF_053209605.1	GFFINM_06728	True	True	5
GCF_053209605.1|GFFINM_06729	GCF_053209605.1	GFFINM_06729	True	True	9
GCF_053209605.1|GFFINM_06730	GCF_053209605.1	GFFINM_06730	False	False	1
GCF_053209605.1|GFFINM_06731	GCF_053209605.1	GFFINM_06731	False	False	1
GCF_053209605.1|GFFINM_06732	GCF_053209605.1	GFFINM_06732	True	True	3
GCF_053209605.1|GFFINM_06733	GCF_053209605.1	GFFINM_06733	True	True	8
GCF_053209605.1|GFFINM_06735	GCF_053209605.1	GFFINM_06735	True	True	11
GCF_053209605.1|GFFINM_06736	GCF_053209605.1	GFFINM_06736	True	True	2
GCF_053209605.1|GFFINM_06737	GCF_053209605.1	GFFINM_06737	True	True	2
GCF_053209605.1|GFFINM_06738	GCF_053209605.1	GFFINM_06738	True	True	5
GCF_053209605.1|GFFINM_06739	GCF_053209605.1	GFFINM_06739	True	True	9
GCF_053209605.1|GFFINM_06740	GCF_053209605.1	GFFINM_06740	True	True	9
GCF_053209605.1|GFFINM_06744	GCF_053209605.1	GFFINM_06744	True	True	2
GCF_053209605.1|GFFINM_06745	GCF_053209605.1	GFFINM_06745	False	False	1
GCF_053209605.1|GFFINM_06746	GCF_053209605.1	GFFINM_06746	True	True	2
GCF_053209605.1|GFFINM_06748	GCF_053209605.1	GFFINM_06748	True	True	2
GCF_053209605.1|GFFINM_06751	GCF_053209605.1	GFFINM_06751	True	True	2
GCF_053209605.1|GFFINM_06753	GCF_053209605.1	GFFINM_06753	True	True	2
GCF_053209605.1|GFFINM_06754	GCF_053209605.1	GFFINM_06754	False	False	1
GCF_053209605.1|GFFINM_06755	GCF_053209605.1	GFFINM_06755	True	True	5
GCF_053209605.1|GFFINM_06756	GCF_053209605.1	GFFINM_06756	True	True	5
GCF_053209605.1|GFFINM_06758	GCF_053209605.1	GFFINM_06758	True	True	5
GCF_053209605.1|GFFINM_06759	GCF_053209605.1	GFFINM_06759	True	True	7
GCF_053209605.1|GFFINM_06760	GCF_053209605.1	GFFINM_06760	True	True	5
GCF_053209605.1|GFFINM_06761	GCF_053209605.1	GFFINM_06761	True	True	4
GCF_053209605.1|GFFINM_06762	GCF_053209605.1	GFFINM_06762	True	True	5
GCF_053209605.1|GFFINM_06763	GCF_053209605.1	GFFINM_06763	True	True	3
GCF_053209605.1|GFFINM_06764	GCF_053209605.1	GFFINM_06764	True	True	3
GCF_053209605.1|GFFINM_06765	GCF_053209605.1	GFFINM_06765	True	True	4
GCF_053209605.1|GFFINM_06766	GCF_053209605.1	GFFINM_06766	True	True	6
GCF_053209605.1|GFFINM_06767	GCF_053209605.1	GFFINM_06767	True	True	5
GCF_053209605.1|GFFINM_06768	GCF_053209605.1	GFFINM_06768	True	True	2
GCF_053209605.1|GFFINM_06769	GCF_053209605.1	GFFINM_06769	False	False	1
GCF_053209605.1|GFFINM_06770	GCF_053209605.1	GFFINM_06770	True	True	7
GCF_053209605.1|GFFINM_06771	GCF_053209605.1	GFFINM_06771	True	True	4
GCF_053209605.1|GFFINM_06772	GCF_053209605.1	GFFINM_06772	True	True	7
GCF_053209605.1|GFFINM_06773	GCF_053209605.1	GFFINM_06773	True	True	4
GCF_053209605.1|GFFINM_06774	GCF_053209605.1	GFFINM_06774	False	False	1
GCF_053209605.1|GFFINM_06775	GCF_053209605.1	GFFINM_06775	True	True	7
GCF_053209605.1|GFFINM_06776	GCF_053209605.1	GFFINM_06776	True	True	2
GCF_053209605.1|GFFINM_06778	GCF_053209605.1	GFFINM_06778	True	True	9
GCF_053209605.1|GFFINM_06779	GCF_053209605.1	GFFINM_06779	True	True	2
GCF_053209605.1|GFFINM_06780	GCF_053209605.1	GFFINM_06780	True	True	5
GCF_053209605.1|GFFINM_06781	GCF_053209605.1	GFFINM_06781	True	True	7
GCF_053209605.1|GFFINM_06782	GCF_053209605.1	GFFINM_06782	True	True	5
GCF_053209605.1|GFFINM_06783	GCF_053209605.1	GFFINM_06783	True	True	9
GCF_053209605.1|GFFINM_06784	GCF_053209605.1	GFFINM_06784	True	True	7
GCF_053209605.1|GFFINM_06785	GCF_053209605.1	GFFINM_06785	False	False	1
GCF_053209605.1|GFFINM_06786	GCF_053209605.1	GFFINM_06786	True	True	5
GCF_053209605.1|GFFINM_06787	GCF_053209605.1	GFFINM_06787	True	True	3
GCF_053209605.1|GFFINM_06788	GCF_053209605.1	GFFINM_06788	True	True	6
GCF_053209605.1|GFFINM_06789	GCF_053209605.1	GFFINM_06789	True	True	5
GCF_053209605.1|GFFINM_06790	GCF_053209605.1	GFFINM_06790	True	True	5
GCF_053209605.1|GFFINM_06791	GCF_053209605.1	GFFINM_06791	True	True	4
GCF_053209605.1|GFFINM_06792	GCF_053209605.1	GFFINM_06792	True	True	7
GCF_053209605.1|GFFINM_06793	GCF_053209605.1	GFFINM_06793	True	True	6
GCF_053209605.1|GFFINM_06794	GCF_053209605.1	GFFINM_06794	True	True	3
GCF_053209605.1|GFFINM_06795	GCF_053209605.1	GFFINM_06795	True	True	3
GCF_053209605.1|GFFINM_06796	GCF_053209605.1	GFFINM_06796	True	True	3
GCF_053209605.1|GFFINM_06798	GCF_053209605.1	GFFINM_06798	True	True	4
GCF_053209605.1|GFFINM_06799	GCF_053209605.1	GFFINM_06799	True	True	5
GCF_053209605.1|GFFINM_06801	GCF_053209605.1	GFFINM_06801	False	False	1
GCF_053209605.1|GFFINM_06802	GCF_053209605.1	GFFINM_06802	True	True	1
GCF_053209605.1|GFFINM_06803	GCF_053209605.1	GFFINM_06803	True	True	1
GCF_053209605.1|GFFINM_06804	GCF_053209605.1	GFFINM_06804	True	True	6
GCF_053209605.1|GFFINM_06805	GCF_053209605.1	GFFINM_06805	True	True	7
GCF_053209605.1|GFFINM_06806	GCF_053209605.1	GFFINM_06806	True	True	6
GCF_053209605.1|GFFINM_06807	GCF_053209605.1	GFFINM_06807	True	True	6
GCF_053209605.1|GFFINM_06808	GCF_053209605.1	GFFINM_06808	True	True	6
GCF_053209605.1|GFFINM_06809	GCF_053209605.1	GFFINM_06809	True	True	9
GCF_053209605.1|GFFINM_06810	GCF_053209605.1	GFFINM_06810	True	True	10
GCF_053209605.1|GFFINM_06811	GCF_053209605.1	GFFINM_06811	True	True	2
GCF_053209605.1|GFFINM_06812	GCF_053209605.1	GFFINM_06812	True	True	7
GCF_053209605.1|GFFINM_06813	GCF_053209605.1	GFFINM_06813	True	True	5
GCF_053209605.1|GFFINM_06814	GCF_053209605.1	GFFINM_06814	True	True	10
GCF_053209605.1|GFFINM_06815	GCF_053209605.1	GFFINM_06815	True	True	5
GCF_053209605.1|GFFINM_06816	GCF_053209605.1	GFFINM_06816	True	True	7
GCF_053209605.1|GFFINM_06817	GCF_053209605.1	GFFINM_06817	True	True	6
GCF_053209605.1|GFFINM_06818	GCF_053209605.1	GFFINM_06818	True	True	9
GCF_053209605.1|GFFINM_06819	GCF_053209605.1	GFFINM_06819	True	True	9
GCF_053209605.1|GFFINM_06820	GCF_053209605.1	GFFINM_06820	True	True	6
GCF_053209605.1|GFFINM_06821	GCF_053209605.1	GFFINM_06821	True	True	7
GCF_053209605.1|GFFINM_06824	GCF_053209605.1	GFFINM_06824	True	True	2
GCF_053209605.1|GFFINM_06831	GCF_053209605.1	GFFINM_06831	True	True	1
GCF_053209605.1|GFFINM_06832	GCF_053209605.1	GFFINM_06832	True	True	8
GCF_053209605.1|GFFINM_06833	GCF_053209605.1	GFFINM_06833	True	True	5
GCF_053209605.1|GFFINM_06834	GCF_053209605.1	GFFINM_06834	True	True	6
GCF_053209605.1|GFFINM_06835	GCF_053209605.1	GFFINM_06835	True	True	7
GCF_053209605.1|GFFINM_06836	GCF_053209605.1	GFFINM_06836	True	True	8
GCF_053209605.1|GFFINM_06837	GCF_053209605.1	GFFINM_06837	True	True	10
GCF_053209605.1|GFFINM_06838	GCF_053209605.1	GFFINM_06838	True	True	9
GCF_053209605.1|GFFINM_06839	GCF_053209605.1	GFFINM_06839	True	True	4
GCF_053209605.1|GFFINM_06840	GCF_053209605.1	GFFINM_06840	True	True	5
GCF_053209605.1|GFFINM_06841	GCF_053209605.1	GFFINM_06841	True	True	4
GCF_053209605.1|GFFINM_06842	GCF_053209605.1	GFFINM_06842	True	True	2
GCF_053209605.1|GFFINM_06843	GCF_053209605.1	GFFINM_06843	True	True	6
GCF_053209605.1|GFFINM_06844	GCF_053209605.1	GFFINM_06844	True	True	2
GCF_053209605.1|GFFINM_06845	GCF_053209605.1	GFFINM_06845	True	True	5
GCF_053209605.1|GFFINM_06846	GCF_053209605.1	GFFINM_06846	True	True	6
GCF_053209605.1|GFFINM_06847	GCF_053209605.1	GFFINM_06847	True	True	5
GCF_053209605.1|GFFINM_06849	GCF_053209605.1	GFFINM_06849	True	True	5
GCF_053209605.1|GFFINM_06850	GCF_053209605.1	GFFINM_06850	True	True	4
GCF_053209605.1|GFFINM_06851	GCF_053209605.1	GFFINM_06851	True	True	1
GCF_053209605.1|GFFINM_06852	GCF_053209605.1	GFFINM_06852	True	True	2
GCF_053209605.1|GFFINM_06853	GCF_053209605.1	GFFINM_06853	True	True	9
GCF_053209605.1|GFFINM_06854	GCF_053209605.1	GFFINM_06854	True	True	4
GCF_053209605.1|GFFINM_06855	GCF_053209605.1	GFFINM_06855	True	True	7
GCF_053209605.1|GFFINM_06857	GCF_053209605.1	GFFINM_06857	True	True	9
GCF_053209605.1|GFFINM_06858	GCF_053209605.1	GFFINM_06858	True	True	5
GCF_053209605.1|GFFINM_06859	GCF_053209605.1	GFFINM_06859	True	True	6
GCF_053209605.1|GFFINM_06860	GCF_053209605.1	GFFINM_06860	True	True	6
GCF_053209605.1|GFFINM_06861	GCF_053209605.1	GFFINM_06861	True	True	5
GCF_053209605.1|GFFINM_06862	GCF_053209605.1	GFFINM_06862	False	False	1
GCF_053209605.1|GFFINM_06863	GCF_053209605.1	GFFINM_06863	True	True	6
GCF_053209605.1|GFFINM_06864	GCF_053209605.1	GFFINM_06864	True	True	7
GCF_053209605.1|GFFINM_06865	GCF_053209605.1	GFFINM_06865	True	True	3
GCF_053209605.1|GFFINM_06866	GCF_053209605.1	GFFINM_06866	True	True	4
GCF_053209605.1|GFFINM_06868	GCF_053209605.1	GFFINM_06868	True	True	4
GCF_053209605.1|GFFINM_06869	GCF_053209605.1	GFFINM_06869	True	True	2
GCF_053209605.1|GFFINM_06870	GCF_053209605.1	GFFINM_06870	True	True	2
GCF_053209605.1|GFFINM_06871	GCF_053209605.1	GFFINM_06871	True	True	5
GCF_053209605.1|GFFINM_06872	GCF_053209605.1	GFFINM_06872	True	True	7
GCF_053209605.1|GFFINM_06873	GCF_053209605.1	GFFINM_06873	True	True	1
GCF_053209605.1|GFFINM_06874	GCF_053209605.1	GFFINM_06874	True	True	4
GCF_053209605.1|GFFINM_06875	GCF_053209605.1	GFFINM_06875	True	True	6
GCF_053209605.1|GFFINM_06876	GCF_053209605.1	GFFINM_06876	True	True	7
GCF_053209605.1|GFFINM_06877	GCF_053209605.1	GFFINM_06877	True	True	7
GCF_053209605.1|GFFINM_06879	GCF_053209605.1	GFFINM_06879	True	True	6
GCF_053209605.1|GFFINM_06880	GCF_053209605.1	GFFINM_06880	True	True	7
GCF_053209605.1|GFFINM_06881	GCF_053209605.1	GFFINM_06881	True	True	7
GCF_053209605.1|GFFINM_06882	GCF_053209605.1	GFFINM_06882	True	True	10
GCF_053209605.1|GFFINM_06883	GCF_053209605.1	GFFINM_06883	True	True	9
GCF_053209605.1|GFFINM_06884	GCF_053209605.1	GFFINM_06884	False	False	2
GCF_905400185.1|DKPOPA_06008	GCF_905400185.1	DKPOPA_06008	True	True	3
GCF_905400185.1|DKPOPA_06009	GCF_905400185.1	DKPOPA_06009	True	True	6
GCF_905400185.1|DKPOPA_06010	GCF_905400185.1	DKPOPA_06010	True	True	7
GCF_905400185.1|DKPOPA_06012	GCF_905400185.1	DKPOPA_06012	True	True	6
GCF_905400185.1|DKPOPA_06013	GCF_905400185.1	DKPOPA_06013	True	True	4
GCF_905400185.1|DKPOPA_06014	GCF_905400185.1	DKPOPA_06014	True	True	8
GCF_905400185.1|DKPOPA_06015	GCF_905400185.1	DKPOPA_06015	True	True	4
GCF_905400185.1|DKPOPA_06016	GCF_905400185.1	DKPOPA_06016	True	True	1
GCF_905400185.1|DKPOPA_06017	GCF_905400185.1	DKPOPA_06017	True	True	7
GCF_905400185.1|DKPOPA_06018	GCF_905400185.1	DKPOPA_06018	True	True	5
GCF_905400185.1|DKPOPA_06019	GCF_905400185.1	DKPOPA_06019	True	True	6
GCF_905400185.1|DKPOPA_06020	GCF_905400185.1	DKPOPA_06020	True	True	7
GCF_905400185.1|DKPOPA_06021	GCF_905400185.1	DKPOPA_06021	True	True	6
GCF_905400185.1|DKPOPA_06022	GCF_905400185.1	DKPOPA_06022	True	True	1
GCF_905400185.1|DKPOPA_06023	GCF_905400185.1	DKPOPA_06023	True	True	2
GCF_905400185.1|DKPOPA_06024	GCF_905400185.1	DKPOPA_06024	True	True	7
GCF_905400185.1|DKPOPA_06025	GCF_905400185.1	DKPOPA_06025	True	True	8
GCF_905400185.1|DKPOPA_06026	GCF_905400185.1	DKPOPA_06026	True	True	8
GCF_905400185.1|DKPOPA_06027	GCF_905400185.1	DKPOPA_06027	True	True	7
GCF_905400185.1|DKPOPA_06028	GCF_905400185.1	DKPOPA_06028	True	True	6
GCF_905400185.1|DKPOPA_06029	GCF_905400185.1	DKPOPA_06029	True	True	7
GCF_905400185.1|DKPOPA_06030	GCF_905400185.1	DKPOPA_06030	True	True	8
GCF_905400185.1|DKPOPA_06031	GCF_905400185.1	DKPOPA_06031	True	True	7
GCF_905400185.1|DKPOPA_06032	GCF_905400185.1	DKPOPA_06032	True	True	9
GCF_905400185.1|DKPOPA_06033	GCF_905400185.1	DKPOPA_06033	True	True	6
GCF_905400185.1|DKPOPA_06034	GCF_905400185.1	DKPOPA_06034	True	True	7
GCF_905400185.1|DKPOPA_06035	GCF_905400185.1	DKPOPA_06035	True	True	4
GCF_905400185.1|DKPOPA_06036	GCF_905400185.1	DKPOPA_06036	True	True	8
GCF_905400185.1|DKPOPA_06037	GCF_905400185.1	DKPOPA_06037	True	True	9
GCF_905400185.1|DKPOPA_06038	GCF_905400185.1	DKPOPA_06038	True	True	5
GCF_905400185.1|DKPOPA_06039	GCF_905400185.1	DKPOPA_06039	True	True	6
GCF_905400185.1|DKPOPA_06040	GCF_905400185.1	DKPOPA_06040	True	True	2
GCF_905400185.1|DKPOPA_06041	GCF_905400185.1	DKPOPA_06041	True	True	6
GCF_905400185.1|DKPOPA_06042	GCF_905400185.1	DKPOPA_06042	True	True	7
GCF_905400185.1|DKPOPA_06043	GCF_905400185.1	DKPOPA_06043	True	True	7
GCF_905400185.1|DKPOPA_06044	GCF_905400185.1	DKPOPA_06044	False	False	2
GCF_905400185.1|DKPOPA_06045	GCF_905400185.1	DKPOPA_06045	True	True	6
GCF_905400185.1|DKPOPA_06046	GCF_905400185.1	DKPOPA_06046	True	True	3
GCF_905400185.1|DKPOPA_06047	GCF_905400185.1	DKPOPA_06047	True	True	6
GCF_905400185.1|DKPOPA_06048	GCF_905400185.1	DKPOPA_06048	False	False	1
GCF_905400185.1|DKPOPA_06050	GCF_905400185.1	DKPOPA_06050	True	True	6
GCF_905400185.1|DKPOPA_06051	GCF_905400185.1	DKPOPA_06051	True	True	7
GCF_905400185.1|DKPOPA_06052	GCF_905400185.1	DKPOPA_06052	True	True	9
GCF_905400185.1|DKPOPA_06053	GCF_905400185.1	DKPOPA_06053	True	True	7
GCF_905400185.1|DKPOPA_06054	GCF_905400185.1	DKPOPA_06054	True	True	2
GCF_905400185.1|DKPOPA_06055	GCF_905400185.1	DKPOPA_06055	True	True	6
GCF_905400185.1|DKPOPA_06056	GCF_905400185.1	DKPOPA_06056	True	True	4
GCF_905400185.1|DKPOPA_06058	GCF_905400185.1	DKPOPA_06058	True	True	8
GCF_905400185.1|DKPOPA_06060	GCF_905400185.1	DKPOPA_06060	True	True	5
GCF_905400185.1|DKPOPA_06061	GCF_905400185.1	DKPOPA_06061	True	True	8
GCF_905400185.1|DKPOPA_06062	GCF_905400185.1	DKPOPA_06062	True	True	6
GCF_905400185.1|DKPOPA_06063	GCF_905400185.1	DKPOPA_06063	True	True	6
GCF_905400185.1|DKPOPA_06064	GCF_905400185.1	DKPOPA_06064	True	True	8
GCF_905400185.1|DKPOPA_06065	GCF_905400185.1	DKPOPA_06065	True	True	6
GCF_905400185.1|DKPOPA_06066	GCF_905400185.1	DKPOPA_06066	True	True	5
GCF_905400185.1|DKPOPA_06067	GCF_905400185.1	DKPOPA_06067	True	True	5
GCF_905400185.1|DKPOPA_06068	GCF_905400185.1	DKPOPA_06068	True	True	2
GCF_905400185.1|DKPOPA_06069	GCF_905400185.1	DKPOPA_06069	True	True	2
GCF_905400185.1|DKPOPA_06070	GCF_905400185.1	DKPOPA_06070	False	False	1
GCF_905400185.1|DKPOPA_06071	GCF_905400185.1	DKPOPA_06071	True	True	8
GCF_905400185.1|DKPOPA_06072	GCF_905400185.1	DKPOPA_06072	True	True	6
GCF_905400185.1|DKPOPA_06073	GCF_905400185.1	DKPOPA_06073	True	True	7
GCF_905400185.1|DKPOPA_06074	GCF_905400185.1	DKPOPA_06074	True	True	5
GCF_905400185.1|DKPOPA_06075	GCF_905400185.1	DKPOPA_06075	True	True	3
GCF_905400185.1|DKPOPA_06076	GCF_905400185.1	DKPOPA_06076	True	True	8
GCF_905400185.1|DKPOPA_06077	GCF_905400185.1	DKPOPA_06077	True	True	10
GCF_905400185.1|DKPOPA_06078	GCF_905400185.1	DKPOPA_06078	True	True	7
GCF_905400185.1|DKPOPA_06079	GCF_905400185.1	DKPOPA_06079	True	True	7
GCF_905400185.1|DKPOPA_06080	GCF_905400185.1	DKPOPA_06080	True	True	4
GCF_905400185.1|DKPOPA_06081	GCF_905400185.1	DKPOPA_06081	True	True	2
GCF_905400185.1|DKPOPA_06082	GCF_905400185.1	DKPOPA_06082	True	True	9
GCF_905400185.1|DKPOPA_06083	GCF_905400185.1	DKPOPA_06083	True	True	7
GCF_905400185.1|DKPOPA_06087	GCF_905400185.1	DKPOPA_06087	True	True	4
GCF_905400185.1|DKPOPA_06088	GCF_905400185.1	DKPOPA_06088	True	True	7
GCF_905400185.1|DKPOPA_06089	GCF_905400185.1	DKPOPA_06089	True	True	5
GCF_905400185.1|DKPOPA_06090	GCF_905400185.1	DKPOPA_06090	True	True	7
GCF_905400185.1|DKPOPA_06091	GCF_905400185.1	DKPOPA_06091	True	True	2
GCF_905400185.1|DKPOPA_06092	GCF_905400185.1	DKPOPA_06092	True	True	8
GCF_905400185.1|DKPOPA_06093	GCF_905400185.1	DKPOPA_06093	True	True	5
GCF_905400185.1|DKPOPA_06094	GCF_905400185.1	DKPOPA_06094	False	False	1
GCF_905400185.1|DKPOPA_06096	GCF_905400185.1	DKPOPA_06096	True	True	8
GCF_905400185.1|DKPOPA_06097	GCF_905400185.1	DKPOPA_06097	True	True	8
GCF_905400185.1|DKPOPA_06098	GCF_905400185.1	DKPOPA_06098	True	True	5
GCF_905400185.1|DKPOPA_06099	GCF_905400185.1	DKPOPA_06099	True	True	10
GCF_905400185.1|DKPOPA_06100	GCF_905400185.1	DKPOPA_06100	True	True	6
GCF_905400185.1|DKPOPA_06101	GCF_905400185.1	DKPOPA_06101	True	True	7
GCF_905400185.1|DKPOPA_06102	GCF_905400185.1	DKPOPA_06102	True	True	7
GCF_905400185.1|DKPOPA_06103	GCF_905400185.1	DKPOPA_06103	True	True	8
GCF_905400185.1|DKPOPA_06104	GCF_905400185.1	DKPOPA_06104	True	True	6
GCF_905400185.1|DKPOPA_06105	GCF_905400185.1	DKPOPA_06105	True	True	7
GCF_905400185.1|DKPOPA_06106	GCF_905400185.1	DKPOPA_06106	True	True	7
GCF_905400185.1|DKPOPA_06107	GCF_905400185.1	DKPOPA_06107	True	True	3
GCF_905400185.1|DKPOPA_06108	GCF_905400185.1	DKPOPA_06108	True	True	5
GCF_905400185.1|DKPOPA_06109	GCF_905400185.1	DKPOPA_06109	True	True	5
GCF_905400185.1|DKPOPA_06110	GCF_905400185.1	DKPOPA_06110	True	True	7
GCF_905400185.1|DKPOPA_06111	GCF_905400185.1	DKPOPA_06111	True	True	1
GCF_905400185.1|DKPOPA_06112	GCF_905400185.1	DKPOPA_06112	True	True	6
GCF_905400185.1|DKPOPA_06113	GCF_905400185.1	DKPOPA_06113	True	True	5
GCF_905400185.1|DKPOPA_06114	GCF_905400185.1	DKPOPA_06114	True	True	5
GCF_905400185.1|DKPOPA_06115	GCF_905400185.1	DKPOPA_06115	True	True	4
GCF_905400185.1|DKPOPA_06117	GCF_905400185.1	DKPOPA_06117	True	True	4
GCF_905400185.1|DKPOPA_06118	GCF_905400185.1	DKPOPA_06118	True	True	4
GCF_905400185.1|DKPOPA_06119	GCF_905400185.1	DKPOPA_06119	True	True	6
GCF_905400185.1|DKPOPA_06120	GCF_905400185.1	DKPOPA_06120	True	True	9
GCF_905400185.1|DKPOPA_06121	GCF_905400185.1	DKPOPA_06121	True	True	9
GCF_905400185.1|DKPOPA_06123	GCF_905400185.1	DKPOPA_06123	False	False	1
GCF_905400185.1|DKPOPA_06125	GCF_905400185.1	DKPOPA_06125	True	True	4
GCF_905400185.1|DKPOPA_06126	GCF_905400185.1	DKPOPA_06126	True	True	8
GCF_905400185.1|DKPOPA_06127	GCF_905400185.1	DKPOPA_06127	True	True	5
GCF_905400185.1|DKPOPA_06128	GCF_905400185.1	DKPOPA_06128	True	True	9
GCF_905400185.1|DKPOPA_06129	GCF_905400185.1	DKPOPA_06129	True	True	6
GCF_905400185.1|DKPOPA_06130	GCF_905400185.1	DKPOPA_06130	True	True	5
GCF_905400185.1|DKPOPA_06131	GCF_905400185.1	DKPOPA_06131	True	True	5
GCF_905400185.1|DKPOPA_06132	GCF_905400185.1	DKPOPA_06132	True	True	7
GCF_905400185.1|DKPOPA_06133	GCF_905400185.1	DKPOPA_06133	True	True	5
GCF_905400185.1|DKPOPA_06134	GCF_905400185.1	DKPOPA_06134	True	True	7
GCF_905400185.1|DKPOPA_06135	GCF_905400185.1	DKPOPA_06135	True	True	5
GCF_905400185.1|DKPOPA_06136	GCF_905400185.1	DKPOPA_06136	True	True	5
GCF_905400185.1|DKPOPA_06137	GCF_905400185.1	DKPOPA_06137	True	True	5
GCF_905400185.1|DKPOPA_06138	GCF_905400185.1	DKPOPA_06138	True	True	6
GCF_905400185.1|DKPOPA_06140	GCF_905400185.1	DKPOPA_06140	True	True	7
GCF_905400185.1|DKPOPA_06141	GCF_905400185.1	DKPOPA_06141	True	True	7
GCF_905400185.1|DKPOPA_06142	GCF_905400185.1	DKPOPA_06142	True	True	4
GCF_905400185.1|DKPOPA_06143	GCF_905400185.1	DKPOPA_06143	True	True	4
GCF_905400185.1|DKPOPA_06144	GCF_905400185.1	DKPOPA_06144	True	True	6
GCF_905400185.1|DKPOPA_06145	GCF_905400185.1	DKPOPA_06145	True	True	3
GCF_905400185.1|DKPOPA_06146	GCF_905400185.1	DKPOPA_06146	True	True	7
GCF_905400185.1|DKPOPA_06147	GCF_905400185.1	DKPOPA_06147	True	True	5
GCF_905400185.1|DKPOPA_06148	GCF_905400185.1	DKPOPA_06148	True	True	6
GCF_905400185.1|DKPOPA_06149	GCF_905400185.1	DKPOPA_06149	True	True	5
GCF_905400185.1|DKPOPA_06150	GCF_905400185.1	DKPOPA_06150	True	True	7
GCF_905400185.1|DKPOPA_06151	GCF_905400185.1	DKPOPA_06151	True	True	4
GCF_905400185.1|DKPOPA_06152	GCF_905400185.1	DKPOPA_06152	True	True	5
GCF_905400185.1|DKPOPA_06153	GCF_905400185.1	DKPOPA_06153	True	True	5
GCF_905400185.1|DKPOPA_06154	GCF_905400185.1	DKPOPA_06154	True	True	7
GCF_905400185.1|DKPOPA_06155	GCF_905400185.1	DKPOPA_06155	True	True	6
GCF_905400185.1|DKPOPA_06156	GCF_905400185.1	DKPOPA_06156	True	True	5
GCF_905400185.1|DKPOPA_06157	GCF_905400185.1	DKPOPA_06157	True	True	5
GCF_905400185.1|DKPOPA_06158	GCF_905400185.1	DKPOPA_06158	True	True	5
GCF_905400185.1|DKPOPA_06159	GCF_905400185.1	DKPOPA_06159	True	True	7
GCF_905400185.1|DKPOPA_06160	GCF_905400185.1	DKPOPA_06160	True	True	6
GCF_905400185.1|DKPOPA_06161	GCF_905400185.1	DKPOPA_06161	True	True	6
GCF_905400185.1|DKPOPA_06162	GCF_905400185.1	DKPOPA_06162	True	True	5
GCF_905400185.1|DKPOPA_06163	GCF_905400185.1	DKPOPA_06163	True	True	6
GCF_905400185.1|DKPOPA_06164	GCF_905400185.1	DKPOPA_06164	False	False	1
GCF_905400185.1|DKPOPA_06165	GCF_905400185.1	DKPOPA_06165	True	True	2
GCF_905400185.1|DKPOPA_06166	GCF_905400185.1	DKPOPA_06166	True	True	2
GCF_905400185.1|DKPOPA_06167	GCF_905400185.1	DKPOPA_06167	True	True	4
GCF_905400185.1|DKPOPA_06168	GCF_905400185.1	DKPOPA_06168	True	True	5
GCF_905400185.1|DKPOPA_06169	GCF_905400185.1	DKPOPA_06169	True	True	8
GCF_905400185.1|DKPOPA_06170	GCF_905400185.1	DKPOPA_06170	True	True	6
GCF_905400185.1|DKPOPA_06171	GCF_905400185.1	DKPOPA_06171	True	True	9
GCF_905400185.1|DKPOPA_06172	GCF_905400185.1	DKPOPA_06172	True	True	9
GCF_905400185.1|DKPOPA_06173	GCF_905400185.1	DKPOPA_06173	True	True	8
GCF_905400185.1|DKPOPA_06174	GCF_905400185.1	DKPOPA_06174	True	True	5
GCF_905400185.1|DKPOPA_06175	GCF_905400185.1	DKPOPA_06175	True	True	5
GCF_905400185.1|DKPOPA_06176	GCF_905400185.1	DKPOPA_06176	True	True	8
GCF_905400185.1|DKPOPA_06177	GCF_905400185.1	DKPOPA_06177	True	True	7
GCF_905400185.1|DKPOPA_06178	GCF_905400185.1	DKPOPA_06178	True	True	6
GCF_905400185.1|DKPOPA_06179	GCF_905400185.1	DKPOPA_06179	True	True	8
GCF_905400185.1|DKPOPA_06180	GCF_905400185.1	DKPOPA_06180	True	True	8
GCF_905400185.1|DKPOPA_06181	GCF_905400185.1	DKPOPA_06181	True	True	5
GCF_905400185.1|DKPOPA_06182	GCF_905400185.1	DKPOPA_06182	True	True	5
GCF_905400185.1|DKPOPA_06183	GCF_905400185.1	DKPOPA_06183	True	True	5
