gene_set	family	cog_id	cog_categories	kos	n_members	n_genomes	genomes	product
chr1_clade_core	GCF_016899425.1|KEDGBJ_00707	COG1282	C	00325	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD(P) transhydrogenase subunit beta
chr1_clade_core	GCF_016899425.1|KEDGBJ_00708	COG0583	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
chr1_clade_core	GCF_016899425.1|KEDGBJ_00709				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Carbon-nitrogen hydrolase family protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00710	COG2378	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Bifunctional ligase/repressor BirA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00711				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glyoxalase/bleomycin resistance protein/dioxygenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00712	COG0116	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	THUMP domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00713	COG4389	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Site-specific recombinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00714	COG3009	M	09857	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC-type transport auxiliary lipoprotein component domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00715			06192	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Paraquat-inducible protein B
chr1_clade_core	GCF_016899425.1|KEDGBJ_00716	COG2995	M	03808	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Paraquat-inducible protein A
chr1_clade_core	GCF_016899425.1|KEDGBJ_00717			03808	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Paraquat-inducible protein A
chr1_clade_core	GCF_016899425.1|KEDGBJ_00718	COG3038	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cytochrome b
chr1_clade_core	GCF_016899425.1|KEDGBJ_00719	COG2353	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lipid/polyisoprenoid-binding YceI-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00720	COG2353	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lipid/polyisoprenoid-binding YceI-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00721	COG0477	GEPR	03762	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Major facilitator superfamily (MFS) profile domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00723	COG0341	U		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Protein-export membrane protein SecF
chr1_clade_core	GCF_016899425.1|KEDGBJ_00724	COG0342	U		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Protein translocase subunit SecD
chr1_clade_core	GCF_016899425.1|KEDGBJ_00725	COG1862	U	03210	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	preprotein translocase subunit YajC
chr1_clade_core	GCF_016899425.1|KEDGBJ_00726	COG0343	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tRNA guanosine(34) transglycosylase Tgt
chr1_clade_core	GCF_016899425.1|KEDGBJ_00727	COG0809	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00729	COG0583	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH lysR-type domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00730				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transposase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00732			03782	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	catalase/peroxidase HPI
chr1_clade_core	GCF_016899425.1|KEDGBJ_00734				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	non-specific DNA-binding protein DpsA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00735	COG0382	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	4-hydroxybenzoate octaprenyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00736	COG0345	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	pyrroline-5-carboxylate reductase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00737			06997	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pyridoxal phosphate homeostasis protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00738	COG0247	C	11473	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	glycolate oxidase subunit GlcF
chr1_clade_core	GCF_016899425.1|KEDGBJ_00739	COG0277	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	glycolate oxidase subunit GlcE
chr1_clade_core	GCF_016899425.1|KEDGBJ_00740	COG0277	C	00104	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	(S)-2-hydroxy-acid oxidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00741				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	D-lactate dehydrogenase (cytochrome)
chr1_clade_core	GCF_016899425.1|KEDGBJ_00742	COG2096	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cobalamin adenosyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00743	COG1018	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NO-inducible flavohemoprotein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00744				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Antitoxin
chr1_clade_core	GCF_016899425.1|KEDGBJ_00745	COG0722	E	01626	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	3-deoxy-7-phosphoheptulonate synthase AroG
chr1_clade_core	GCF_016899425.1|KEDGBJ_00746	COG0312	OV	03568	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	metalloprotease TldD
chr1_clade_core	GCF_016899425.1|KEDGBJ_00747	COG0388	V		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00748	COG3164	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	YhdP family protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00751	COG0497	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DNA repair protein RecN
chr1_clade_core	GCF_016899425.1|KEDGBJ_00752	COG0061	H	00858	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00753	COG1420	K	03705	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	heat-inducible transcriptional repressor HrcA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00754	COG0276	H	01772	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ferrochelatase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00755	COG1188	J	04762	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Heat shock protein Hsp15
chr1_clade_core	GCF_016899425.1|KEDGBJ_00756	COG0576	O	03687	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	nucleotide exchange factor GrpE
chr1_clade_core	GCF_016899425.1|KEDGBJ_00757				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Thioredoxin domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00758	COG0443	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	molecular chaperone DnaK
chr1_clade_core	GCF_016899425.1|KEDGBJ_00759	COG0484	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	molecular chaperone DnaJ
chr1_clade_core	GCF_016899425.1|KEDGBJ_00760			03342	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	aminodeoxychorismate synthase component I
chr1_clade_core	GCF_016899425.1|KEDGBJ_00761			00606	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	3-methyl-2-oxobutanoate hydroxymethyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00762	COG1428	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Deoxynucleoside kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00763	COG0801	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00765	COG0560	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phosphoserine phosphatase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00766			10763	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DnaA regulatory inactivator Hda
chr1_clade_core	GCF_016899425.1|KEDGBJ_00767	COG0150	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phosphoribosylformylglycinamidine cyclo-ligase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00768	COG2814	G	08151	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_00769			18476	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tetracycline resistance transcriptional repressor TetR
chr1_clade_core	GCF_016899425.1|KEDGBJ_00770	COG0324	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00771	COG0323	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DNA mismatch repair endonuclease MutL
chr1_clade_core	GCF_016899425.1|KEDGBJ_00772	COG0586	M	03975	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DedA family protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00773				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Small-conductance mechanosensitive channel
chr1_clade_core	GCF_016899425.1|KEDGBJ_00775				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Adenylyl-sulfate kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00776	COG0121	R	18802	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glutamine amidotransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00777	COG0599	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alkylhydroperoxidase like protein, AhpD family
chr1_clade_core	GCF_016899425.1|KEDGBJ_00778	COG4682	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	inner membrane protein YiaA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00779	COG1215	N		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glycosyl transferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00780				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lipoprotein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00781				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Ferritin-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00782				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glycosyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00783				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phosphatase PAP2 family protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00784				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Fatty acid desaturase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00786	COG1729	D		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tol-pal system protein YbgF
chr1_clade_core	GCF_016899425.1|KEDGBJ_00787	COG2885	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	peptidoglycan-associated lipoprotein Pal
chr1_clade_core	GCF_016899425.1|KEDGBJ_00788	COG0823	U		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Tol-Pal system beta propeller repeat protein TolB
chr1_clade_core	GCF_016899425.1|KEDGBJ_00789			03646	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	cell envelope integrity protein TolA
chr1_clade_core	GCF_016899425.1|KEDGBJ_00790	COG0848	U		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	protein TolR
chr1_clade_core	GCF_016899425.1|KEDGBJ_00791	COG0811	U		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	protein TolQ
chr1_clade_core	GCF_016899425.1|KEDGBJ_00792			07107	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tol-pal system-associated acyl-CoA thioesterase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00793				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Short-chain dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00794	COG0112	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Serine hydroxymethyltransferase 1
chr1_clade_core	GCF_016899425.1|KEDGBJ_00795	COG1327	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	transcriptional regulator NrdR
chr1_clade_core	GCF_016899425.1|KEDGBJ_00796				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Type II secretion system protein H
chr1_clade_core	GCF_016899425.1|KEDGBJ_00797				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	N-terminal cleavage protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00798				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Type IV pillus assembly protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00799				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Tfp pilus assembly protein PilX
chr1_clade_core	GCF_016899425.1|KEDGBJ_00800				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pilus assembly protein PilE
chr1_clade_core	GCF_016899425.1|KEDGBJ_00801				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF3318 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00802	COG5393	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Membrane protein YqjE
chr1_clade_core	GCF_016899425.1|KEDGBJ_00803	COG4575	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF883 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00804	COG0450	V		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	peroxiredoxin
chr1_clade_core	GCF_016899425.1|KEDGBJ_00805			00252	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	glutaryl-CoA dehydrogenase (ETF)
chr1_clade_core	GCF_016899425.1|KEDGBJ_00806	COG1414	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH-type transcriptional regulator TsaQ1/TsaQ2
chr1_clade_core	GCF_016899425.1|KEDGBJ_00807	COG3791	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	CENP-V/GFA domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00808	COG2200	T		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	EAL domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00810				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2783 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00811	COG2814	G	08195	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	4-hydroxybenzoate transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_00812			00451	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	homogentisate 1,2-dioxygenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00813	COG0179	Q		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	fumarylacetoacetase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00814	COG2814	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Major facilitator superfamily (MFS_1) transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_00815	COG2814	G	19577	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Arabinose polymer transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_00816			04719	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	5,6-dimethylbenzimidazole synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00817	COG1052	CHR		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	putative D-lactate dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00818	COG0583	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH lysR-type domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00819				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	(S)-ureidoglycine--glyoxylate transaminase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00820				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	AraC family transcriptional regulator
chr1_clade_core	GCF_016899425.1|KEDGBJ_00821	COG0697	GER		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	EamA domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00824				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Uncharacterized MFS-type transporter BCAL3174
chr1_clade_core	GCF_016899425.1|KEDGBJ_00826	COG4631	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	xanthine dehydrogenase molybdopterin binding subunit
chr1_clade_core	GCF_016899425.1|KEDGBJ_00827	COG1975	O	07402	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	xanthine dehydrogenase accessory protein XdhC
chr1_clade_core	GCF_016899425.1|KEDGBJ_00828				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	SnoaL-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00829	COG0583	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH-type transcriptional regulator SyrM 1
chr1_clade_core	GCF_016899425.1|KEDGBJ_00830				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	2-hydroxychromene-2-carboxylate isomerase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00831			07080	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	C4-dicarboxylate ABC transporter substrate-binding protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00832			04065	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transport-associated protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00833			07518	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	D-(-)-3-hydroxybutyrate oligomer hydrolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00834	COG2939	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Carboxypeptidase C (Cathepsin A)
chr1_clade_core	GCF_016899425.1|KEDGBJ_00835	COG0730	P		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	putative membrane transporter protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00836	COG2814	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Major facilitator superfamily (MFS) profile domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00837	COG2761	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DSBA-like thioredoxin domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00839	COG2423	E	19744	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB
chr1_clade_core	GCF_016899425.1|KEDGBJ_00840	COG0834	ET		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Solute-binding protein family 3/N-terminal domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00841	COG0665	E	26064	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	D-amino acid dehydrogenase 1
chr1_clade_core	GCF_016899425.1|KEDGBJ_00842				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lipoprotein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00843	COG1595	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	RNA polymerase sigma factor sigM,RNA polymerase sigma factor,RNA polymerase sigma-70 factor, sigma-E family,Sigma-70, region 4
chr1_clade_core	GCF_016899425.1|KEDGBJ_00844				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Anti sigma-E protein RseA N-terminal domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00846	COG2834	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1571 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00847				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Polyketide cyclase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00848	COG0234	O	04078	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	co-chaperone GroES
chr1_clade_core	GCF_016899425.1|KEDGBJ_00849	COG0459	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	chaperonin GroEL
chr1_clade_core	GCF_016899425.1|KEDGBJ_00854	COG0351	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hydroxymethylpyrimidine kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00855	COG1773	P		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Rubredoxin
chr1_clade_core	GCF_016899425.1|KEDGBJ_00856				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00857	COG1678	K	07735	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	YqgE/AlgH family protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_00858	COG0816	JLK		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Holliday junction resolvase RuvX
chr1_clade_core	GCF_016899425.1|KEDGBJ_00860	COG0540	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	aspartate carbamoyltransferase catalytic subunit
chr1_clade_core	GCF_016899425.1|KEDGBJ_00861	COG0044	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	dihydroorotase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00862	COG0204	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phospholipid/glycerol acyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00863				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	symmetrical bis(5'-nucleosyl)-tetraphosphatase
chr1_clade_core	GCF_016899425.1|KEDGBJ_00864	COG1088	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	dTDP-glucose 4,6-dehydratase
