accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_016458805.1	NZ_CP066770.1	2991650	1	2181	0.0064	0.5118	-0.5054	chromosome2	False
GCF_016598875.1	NZ_CP066792.1	2820468	1	1295	0.0779	0.1990	-0.1211	other_megaplasmid	False
GCF_016698705.1	NZ_CP068050.1	3913767	1	1770	0.1290	0.2830	-0.1540	other_megaplasmid	False
GCF_016774495.1	NZ_CP068710.1	2826723	1	1298	0.0179	0.2477	-0.2298	other_megaplasmid	False
GCF_016774495.1	NZ_CP068711.1	303664	2	47	0.0026	0.0044	-0.0018	other_megaplasmid	False
GCF_016864355.1	NZ_CP069361.1	3303859	1	1372	0.0447	0.2477	-0.2030	other_megaplasmid	False
GCF_016889205.1	NZ_CP069483.1	2168068	1	1547	0.0013	0.3552	-0.3540	other_megaplasmid	False
GCF_016889205.1	NZ_CP069484.1	834423	2	541	0.2197	0.0044	0.2153	c3	True
GCF_016899425.1	NZ_CP045995.1	3002449	1	2287	0.0026	0.5107	-0.5081	chromosome2	False
GCF_016899425.1	NZ_CP045996.1	1180421	2	844	0.4483	0.0011	0.4472	c3	True
GCF_016899445.1	NZ_CP041778.1	3288546	1	2280	0.0038	0.5140	-0.5101	chromosome2	False
GCF_016899445.1	NZ_CP041777.1	1031707	2	743	0.3614	0.0014	0.3601	c3	True
GCF_017165175.1	NZ_CP048442.1	2429771	1	1828	0.0000	0.4100	-0.4100	chromosome2	False
GCF_017165175.1	NZ_CP048443.1	696464	2	503	0.2861	0.0022	0.2839	c3	True
GCF_017165195.1	NZ_CP048446.1	2439726	1	1839	0.0000	0.4127	-0.4127	chromosome2	False
GCF_017165195.1	NZ_CP048447.1	728861	2	503	0.2874	0.0022	0.2852	c3	True
GCF_017165475.1	NZ_CP048449.1	2438740	1	1839	0.0000	0.4130	-0.4130	chromosome2	False
GCF_017165475.1	NZ_CP048450.1	728857	2	503	0.2874	0.0022	0.2852	c3	True
GCF_017165495.1	NZ_CP048452.1	2438624	1	1839	0.0000	0.4130	-0.4130	chromosome2	False
GCF_017165495.1	NZ_CP048453.1	728861	2	503	0.2874	0.0022	0.2852	c3	True
GCF_017165515.1	NZ_CP048455.1	2439060	1	1839	0.0000	0.4130	-0.4130	chromosome2	False
GCF_017165515.1	NZ_CP048456.1	728861	2	503	0.2874	0.0022	0.2852	c3	True
GCF_017165535.1	NZ_CP048458.1	2440132	1	1839	0.0000	0.4130	-0.4130	chromosome2	False
GCF_017165535.1	NZ_CP048459.1	728858	2	501	0.2874	0.0022	0.2852	c3	True
GCF_017165555.1	NZ_CP048461.1	2440183	1	1836	0.0000	0.4122	-0.4122	chromosome2	False
GCF_017165555.1	NZ_CP048462.1	728850	2	500	0.2835	0.0022	0.2813	c3	True
GCF_017220215.1	NZ_CP071130.1	1320836	1	653	0.0128	0.1015	-0.0888	other_megaplasmid	False
GCF_017220215.1	NZ_CP071131.1	913575	2	329	0.0307	0.0328	-0.0022	other_megaplasmid	False
GCF_017220215.1	NZ_CP071132.1	588872	3	208	0.0064	0.0304	-0.0240	other_megaplasmid	False
GCF_017378155.1	NZ_CP071747.1	3330822	1	1417	0.0447	0.2564	-0.2117	other_megaplasmid	False
GCF_017378195.1	NZ_CP071750.1	3203152	1	1404	0.0434	0.2551	-0.2116	other_megaplasmid	False
GCF_017378235.1	NZ_CP071752.1	3222599	1	1404	0.0460	0.2529	-0.2069	other_megaplasmid	False
GCF_017378275.1	NZ_CP071758.1	3199869	1	1391	0.0447	0.2518	-0.2071	other_megaplasmid	False
GCF_017378315.2	NZ_CP071755.2	3074610	1	1352	0.0409	0.2460	-0.2052	other_megaplasmid	False
GCF_017378355.1	NZ_CP071760.1	3171004	1	1387	0.0434	0.2515	-0.2081	other_megaplasmid	False
GCF_017378435.1	NZ_CP071762.1	3254530	1	1404	0.0460	0.2551	-0.2091	other_megaplasmid	False
GCF_017514945.1	NZ_CP071826.1	3086006	1	2311	0.0038	0.5378	-0.5339	chromosome2	False
GCF_017514945.1	NZ_CP071827.1	1005275	2	654	0.3103	0.0085	0.3019	c3	True
GCF_017815595.1	NZ_CP072602.1	2400076	1	1782	0.0038	0.4089	-0.4050	chromosome2	False
GCF_017815615.1	NZ_CP072605.1	2289068	1	1765	0.0038	0.4056	-0.4018	chromosome2	False
GCF_017815615.1	NZ_CP072606.1	901857	2	661	0.2848	0.0071	0.2777	c3	True
GCF_017858835.1	NZ_CP021075.1	2836688	1	1296	0.0715	0.2001	-0.1285	other_megaplasmid	False
GCF_018223765.1	NZ_CP073669.1	3176312	1	2430	0.0013	0.5591	-0.5578	chromosome2	False
GCF_018223765.1	NZ_CP073670.1	984325	2	629	0.3499	0.0016	0.3483	c3	True
GCF_018223785.1	NZ_CP073667.1	3267640	1	2541	0.0038	0.5933	-0.5895	chromosome2	False
GCF_018223785.1	NZ_CP073664.1	1531612	2	966	0.4943	0.0011	0.4932	c3	True
GCF_018223785.1	NZ_CP073663.1	395748	3	35	0.0000	0.0016	-0.0016	other_megaplasmid	False
GCF_018223805.1	NZ_CP073676.1	3219652	1	2516	0.0013	0.5651	-0.5639	chromosome2	False
GCF_018223805.1	NZ_CP073675.1	983740	2	703	0.3908	0.0014	0.3894	c3	True
GCF_018228345.1	NZ_CP073723.1	3144211	1	1390	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_018228385.1	NZ_CP073729.1	3117866	1	1389	0.0447	0.2515	-0.2068	other_megaplasmid	False
GCF_018228525.1	NZ_CP073726.1	3142999	1	1393	0.0447	0.2521	-0.2074	other_megaplasmid	False
GCF_018228545.1	NZ_CP073741.1	3067082	1	1349	0.0434	0.2403	-0.1969	other_megaplasmid	False
GCF_018228565.1	NZ_CP073735.1	3143942	1	1390	0.0447	0.2515	-0.2068	other_megaplasmid	False
GCF_018228585.1	NZ_CP073732.1	3140230	1	1390	0.0447	0.2515	-0.2068	other_megaplasmid	False
GCF_018228605.1	NZ_CP073738.1	3139758	1	1389	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_018228625.1	NZ_CP073704.1	3191508	1	2437	0.0013	0.5621	-0.5608	chromosome2	False
GCF_018228625.1	NZ_CP073703.1	984365	2	721	0.4074	0.0016	0.4058	c3	True
GCF_018408855.1	NZ_AP024325.1	1684880	1	528	0.0192	0.0556	-0.0364	other_megaplasmid	False
GCF_018408855.1	NZ_AP024323.1	1492200	2	781	0.0255	0.1366	-0.1110	other_megaplasmid	False
GCF_018408855.1	NZ_AP024326.1	1015131	3	207	0.0192	0.0093	0.0099	other_megaplasmid	False
GCF_018408855.1	NZ_AP024324.1	848037	4	253	0.0140	0.0216	-0.0076	other_megaplasmid	False
GCF_018408855.1	NZ_AP024327.1	671923	5	264	0.0217	0.0290	-0.0073	other_megaplasmid	False
GCF_018408855.1	NZ_AP024328.1	435466	6	75	0.0051	0.0079	-0.0028	other_megaplasmid	False
GCF_018417535.1	NZ_CP070978.1	3307718	1	2525	0.0064	0.5895	-0.5831	chromosome2	False
GCF_018417535.1	NZ_CP070979.1	1319567	2	752	0.3755	0.0047	0.3708	c3	True
GCF_018771365.1	NZ_CP076298.1	3250235	1	1370	0.0434	0.2444	-0.2010	other_megaplasmid	False
GCF_019428685.1	NZ_CP080096.1	3372003	1	1239	0.0485	0.1951	-0.1466	other_megaplasmid	False
GCF_019915365.1	NZ_CP082808.1	3129934	1	2405	0.0038	0.5629	-0.5591	chromosome2	False
GCF_019915365.1	NZ_CP082809.1	1359055	2	844	0.4138	0.0014	0.4124	c3	True
GCF_019930785.1	NZ_CP082883.1	2168154	1	1545	0.0013	0.3550	-0.3537	other_megaplasmid	False
GCF_019930785.1	NZ_CP082884.1	617193	2	403	0.1584	0.0033	0.1551	c3	True
GCF_020099355.1	NZ_CP083654.1	2262096	1	1628	0.0026	0.3602	-0.3576	other_megaplasmid	False
GCF_020099355.1	NZ_CP083656.1	1248367	2	718	0.2937	0.0041	0.2896	c3	True
GCF_020544345.1	NZ_CP065404.1	2747648	1	1459	0.0421	0.2490	-0.2069	other_megaplasmid	False
GCF_020544345.1	NZ_CP065405.1	2016069	2	797	0.0549	0.0504	0.0046	other_megaplasmid	False
GCF_020736245.1	NZ_CP085966.1	2168154	1	1546	0.0013	0.3552	-0.3540	other_megaplasmid	False
GCF_020736245.1	NZ_CP085968.1	834411	2	542	0.2197	0.0044	0.2153	c3	True
GCF_020843905.1	NZ_CP086292.1	2790852	1	2091	0.0013	0.4778	-0.4766	chromosome2	False
GCF_020843905.1	NZ_CP086293.1	1172279	2	813	0.3870	0.0014	0.3856	c3	True
GCF_020843925.1	NZ_CP086298.1	2746885	1	2148	0.0013	0.4910	-0.4897	chromosome2	False
GCF_020843925.1	NZ_CP086299.1	1156961	2	802	0.3895	0.0016	0.3879	c3	True
GCF_020843945.1	NZ_CP086295.1	3226031	1	2358	0.0089	0.5328	-0.5239	chromosome2	False
GCF_020843945.1	NZ_CP086296.1	1053668	2	762	0.3461	0.0011	0.3450	c3	True
GCF_020843965.1	NZ_CP086302.1	3132505	1	2328	0.0089	0.5268	-0.5179	chromosome2	False
GCF_020843965.1	NZ_CP086303.1	1062608	2	763	0.3474	0.0011	0.3463	c3	True
GCF_020843985.1	NZ_CP086305.1	2827353	1	2184	0.0077	0.5063	-0.4986	chromosome2	False
GCF_020843985.1	NZ_CP086306.1	1172335	2	806	0.3461	0.0022	0.3439	c3	True
GCF_020885575.1	NZ_AP024956.1	3118312	1	1475	0.0383	0.2542	-0.2159	other_megaplasmid	False
GCF_020885575.1	NZ_AP024957.1	2314843	2	854	0.0434	0.0646	-0.0212	other_megaplasmid	False
GCF_020885575.1	NZ_AP024958.1	905722	3	227	0.0268	0.0148	0.0120	other_megaplasmid	False
GCF_020885575.1	NZ_AP024959.1	365189	4	57	0.0102	0.0027	0.0075	other_megaplasmid	False
GCF_021344035.2	NZ_CP158564.1	3826233	1	2922	0.0038	0.6554	-0.6516	chromosome2	False
GCF_021344035.2	NZ_CP158566.1	1328515	2	981	0.5466	0.0014	0.5452	c3	True
GCF_021484945.1	NZ_CP090609.1	3474201	1	2718	0.0026	0.6284	-0.6258	chromosome2	False
GCF_021484945.1	NZ_CP090610.1	1422512	2	1071	0.5134	0.0033	0.5101	c3	True
GCF_021535065.1	NZ_CP091013.1	3224222	1	2403	0.0013	0.5312	-0.5299	chromosome2	False
GCF_021535065.1	NZ_CP091014.1	1096197	2	830	0.4227	0.0016	0.4211	c3	True
GCF_021899435.1	NZ_CP091647.1	3713971	1	2648	0.0026	0.6273	-0.6247	chromosome2	False
GCF_021899435.1	NZ_CP091648.1	1476313	2	715	0.3269	0.0140	0.3130	c3	True
GCF_021899435.1	NZ_CP091649.1	448767	3	73	0.0064	0.0068	-0.0005	other_megaplasmid	False
GCF_022213445.1	NZ_CP091983.1	2300155	1	1618	0.0026	0.3577	-0.3551	other_megaplasmid	False
GCF_022213445.1	NZ_CP091984.1	1090554	2	673	0.3065	0.0038	0.3027	c3	True
GCF_022533485.1	NZ_CP092852.1	3278817	1	2547	0.0038	0.5944	-0.5906	chromosome2	False
GCF_022533485.1	NZ_CP092853.1	1529712	2	1030	0.5313	0.0014	0.5299	c3	True
GCF_022809715.1	NZ_CP094460.1	3004083	1	2364	0.0000	0.5331	-0.5331	chromosome2	False
GCF_022809715.1	NZ_CP094461.1	1053196	2	754	0.3691	0.0019	0.3672	c3	True
GCF_022879575.1	NZ_CP084261.1	1226494	1	628	0.0102	0.1034	-0.0932	other_megaplasmid	False
GCF_022879575.1	NZ_CP084262.1	749981	2	247	0.0140	0.0328	-0.0188	other_megaplasmid	False
GCF_022879575.1	NZ_CP084263.1	675748	3	249	0.0281	0.0216	0.0065	other_megaplasmid	False
GCF_022879595.1	NZ_CP084266.1	1331437	1	683	0.0140	0.1078	-0.0938	other_megaplasmid	False
GCF_022879595.1	NZ_CP084267.1	819395	2	303	0.0230	0.0372	-0.0142	other_megaplasmid	False
GCF_022879595.1	NZ_CP084268.1	469500	3	174	0.0179	0.0140	0.0039	other_megaplasmid	False
GCF_022879615.1	NZ_CP084272.1	1226197	1	661	0.0089	0.1029	-0.0940	other_megaplasmid	False
GCF_022879615.1	NZ_CP084273.1	916501	2	312	0.0179	0.0331	-0.0152	other_megaplasmid	False
GCF_022879615.1	NZ_CP084274.1	652162	3	255	0.0166	0.0271	-0.0105	other_megaplasmid	False
GCF_022879615.1	NZ_CP084275.1	424980	4	47	0.0026	0.0033	-0.0007	other_megaplasmid	False
GCF_022879615.1	NZ_CP084276.1	363975	5	51	0.0051	0.0036	0.0016	other_megaplasmid	False
GCF_022879815.1	NZ_CP084284.1	1407959	1	747	0.0255	0.1289	-0.1034	other_megaplasmid	False
GCF_022879815.1	NZ_CP084285.1	1094832	2	420	0.0128	0.0411	-0.0283	other_megaplasmid	False
GCF_022879815.1	NZ_CP084286.1	759539	3	303	0.0281	0.0375	-0.0094	other_megaplasmid	False
GCF_022879815.1	NZ_CP084287.1	666467	4	117	0.0089	0.0090	-0.0001	other_megaplasmid	False
GCF_022879815.1	NZ_CP084288.1	439699	5	138	0.0064	0.0123	-0.0059	other_megaplasmid	False
GCF_023053515.1	NZ_CP095497.1	3539936	1	2754	0.0013	0.6333	-0.6320	chromosome2	False
GCF_023053515.1	NZ_CP095496.1	1397783	2	1011	0.5351	0.0022	0.5329	c3	True
GCF_023169865.1	NZ_AP025257.1	2877408	1	1434	0.0332	0.2518	-0.2186	other_megaplasmid	False
GCF_023169865.1	NZ_AP025258.1	2290229	2	856	0.0434	0.0660	-0.0225	other_megaplasmid	False
GCF_023169865.1	NZ_AP025259.1	754536	3	148	0.0140	0.0104	0.0036	other_megaplasmid	False
GCF_023169865.1	NZ_AP025260.1	692026	4	186	0.0268	0.0074	0.0194	other_megaplasmid	False
GCF_023170545.1	NZ_CP084251.1	1217329	1	628	0.0102	0.1034	-0.0932	other_megaplasmid	False
GCF_023170545.1	NZ_CP084252.1	1088009	2	358	0.0345	0.0312	0.0033	other_megaplasmid	False
GCF_023170545.1	NZ_CP084253.1	685228	3	249	0.0077	0.0339	-0.0263	other_megaplasmid	False
GCF_023373625.1	NZ_CP090773.1	2334973	1	1757	0.0000	0.3919	-0.3919	chromosome2	False
GCF_023373625.1	NZ_CP090772.1	533389	2	410	0.2286	0.0022	0.2264	c3	True
GCF_023373645.1	NZ_CP090776.1	2334987	1	1757	0.0000	0.3922	-0.3922	chromosome2	False
GCF_023373645.1	NZ_CP090775.1	533391	2	412	0.2312	0.0022	0.2290	c3	True
GCF_023373665.1	NZ_CP090778.1	2358532	1	1803	0.0000	0.3941	-0.3941	chromosome2	False
GCF_023373665.1	NZ_CP090777.1	551761	2	437	0.2465	0.0019	0.2446	c3	True
GCF_023373685.1	NZ_CP090781.1	2358536	1	1802	0.0000	0.3938	-0.3938	chromosome2	False
GCF_023373685.1	NZ_CP090780.1	551749	2	437	0.2465	0.0019	0.2446	c3	True
GCF_023373725.1	NZ_CP090788.1	2145061	1	1558	0.0013	0.3399	-0.3386	other_megaplasmid	False
GCF_023373725.1	NZ_CP090787.1	1111696	2	654	0.2835	0.0082	0.2753	c3	True
GCF_023374315.1	NZ_CP090672.1	2352823	1	1795	0.0000	0.3922	-0.3922	chromosome2	False
GCF_023374315.1	NZ_CP090674.1	551759	2	437	0.2465	0.0019	0.2446	c3	True
GCF_023374335.1	NZ_CP090677.1	3122052	1	2489	0.0013	0.5621	-0.5608	chromosome2	False
GCF_023374335.1	NZ_CP090675.1	1017484	2	784	0.4342	0.0014	0.4329	c3	True
GCF_023374355.1	NZ_CP090678.1	2442620	1	1799	0.0000	0.3935	-0.3935	chromosome2	False
GCF_023374355.1	NZ_CP090679.1	542300	2	424	0.2312	0.0022	0.2290	c3	True
GCF_023374375.1	NZ_CP090681.1	2402736	1	1861	0.0000	0.4119	-0.4119	chromosome2	False
GCF_023374375.1	NZ_CP090683.1	728076	2	547	0.3180	0.0022	0.3158	c3	True
GCF_023374395.1	NZ_CP090686.1	2358312	1	1803	0.0000	0.3938	-0.3938	chromosome2	False
GCF_023374395.1	NZ_CP090685.1	551747	2	437	0.2465	0.0019	0.2446	c3	True
GCF_023374415.1	NZ_CP090688.1	2402749	1	1864	0.0000	0.4124	-0.4124	chromosome2	False
GCF_023374415.1	NZ_CP090690.1	728075	2	548	0.3180	0.0022	0.3158	c3	True
GCF_023374435.1	NZ_CP090694.1	2435330	1	1857	0.0000	0.4182	-0.4182	chromosome2	False
GCF_023374435.1	NZ_CP090693.1	816086	2	488	0.2644	0.0033	0.2611	c3	True
GCF_023374455.1	NZ_CP090696.1	2309426	1	1747	0.0000	0.3914	-0.3914	chromosome2	False
GCF_023374455.1	NZ_CP090697.1	578497	2	443	0.2478	0.0019	0.2458	c3	True
GCF_023374475.1	NZ_CP090698.1	3501858	1	2749	0.0038	0.6382	-0.6344	chromosome2	False
GCF_023374495.1	NZ_CP090702.1	2336499	1	1745	0.0013	0.3924	-0.3912	chromosome2	False
GCF_023374495.1	NZ_CP090700.1	546320	2	436	0.2465	0.0019	0.2446	c3	True
GCF_023374515.1	NZ_CP090705.1	2349819	1	1805	0.0000	0.3993	-0.3993	chromosome2	False
GCF_023374515.1	NZ_CP090704.1	560674	2	438	0.2363	0.0019	0.2344	c3	True
GCF_023374535.1	NZ_CP090708.1	2439213	1	1829	0.0013	0.3960	-0.3947	chromosome2	False
GCF_023374535.1	NZ_CP090709.1	564987	2	441	0.2375	0.0016	0.2359	c3	True
GCF_023374575.1	NZ_CP090715.1	2432265	1	1826	0.0000	0.4001	-0.4001	chromosome2	False
GCF_023374575.1	NZ_CP090716.1	617476	2	467	0.2363	0.0027	0.2335	c3	True
GCF_023374595.1	NZ_CP090717.1	2402759	1	1863	0.0000	0.4122	-0.4122	chromosome2	False
GCF_023374595.1	NZ_CP090719.1	728078	2	547	0.3167	0.0022	0.3145	c3	True
GCF_023374615.1	NZ_CP090722.1	2309425	1	1750	0.0000	0.3919	-0.3919	chromosome2	False
GCF_023374615.1	NZ_CP090723.1	578501	2	443	0.2478	0.0019	0.2458	c3	True
GCF_023374635.1	NZ_CP090725.1	2439884	1	1832	0.0013	0.3963	-0.3950	chromosome2	False
GCF_023374635.1	NZ_CP090726.1	562942	2	439	0.2363	0.0016	0.2346	c3	True
GCF_023374655.1	NZ_CP090727.1	2437988	1	1829	0.0013	0.3960	-0.3947	chromosome2	False
GCF_023374655.1	NZ_CP090729.1	423099	2	326	0.2005	0.0003	0.2002	c3	True
GCF_023374675.1	NZ_CP090732.1	3516028	1	2758	0.0038	0.6401	-0.6363	chromosome2	False
GCF_023374675.1	NZ_CP090731.1	1358651	2	1027	0.5939	0.0014	0.5925	c3	True
GCF_023374695.1	NZ_CP090735.1	2406999	1	1799	0.0000	0.3946	-0.3946	chromosome2	False
GCF_023374695.1	NZ_CP090734.1	563563	2	425	0.2439	0.0022	0.2417	c3	True
GCF_023374715.1	NZ_CP090738.1	3504726	1	2756	0.0038	0.6396	-0.6357	chromosome2	False
GCF_023374715.1	NZ_CP090739.1	1358664	2	1029	0.5951	0.0014	0.5938	c3	True
GCF_023374735.1	NZ_CP090742.1	2404909	1	1801	0.0000	0.3952	-0.3952	chromosome2	False
GCF_023374735.1	NZ_CP090741.1	563580	2	426	0.2452	0.0022	0.2430	c3	True
GCF_023374755.1	NZ_CP090745.1	2358520	1	1802	0.0000	0.3938	-0.3938	chromosome2	False
GCF_023374755.1	NZ_CP090744.1	551769	2	437	0.2465	0.0019	0.2446	c3	True
GCF_023374775.1	NZ_CP090748.1	2288622	1	1747	0.0000	0.3916	-0.3916	chromosome2	False
GCF_023374775.1	NZ_CP090749.1	546597	2	398	0.2248	0.0025	0.2223	c3	True
GCF_023374795.1	NZ_CP090754.1	2436911	1	1829	0.0013	0.3957	-0.3945	chromosome2	False
GCF_023374795.1	NZ_CP090755.1	564128	2	442	0.2375	0.0016	0.2359	c3	True
GCF_023374815.1	NZ_CP090758.1	2358546	1	1802	0.0000	0.3938	-0.3938	chromosome2	False
GCF_023374815.1	NZ_CP090756.1	551764	2	436	0.2465	0.0019	0.2446	c3	True
GCF_023374835.1	NZ_CP090761.1	3122641	1	2490	0.0013	0.5621	-0.5608	chromosome2	False
GCF_023374835.1	NZ_CP090759.1	1017703	2	785	0.4355	0.0014	0.4341	c3	True
GCF_023374855.1	NZ_CP090764.1	3122654	1	2491	0.0013	0.5621	-0.5608	chromosome2	False
GCF_023374855.1	NZ_CP090762.1	1017701	2	785	0.4355	0.0014	0.4341	c3	True
GCF_023374875.1	NZ_CP090765.1	2402736	1	1864	0.0000	0.4124	-0.4124	chromosome2	False
GCF_023374875.1	NZ_CP090767.1	728078	2	547	0.3167	0.0022	0.3145	c3	True
GCF_023374895.1	NZ_CP090769.1	2885946	1	2159	0.2516	0.3935	-0.1419	chromosome2	False
GCF_023658595.1	NZ_CP098322.1	3872622	1	1733	0.1315	0.2770	-0.1454	other_megaplasmid	False
GCF_024022955.1	NZ_CP099583.1	2864763	1	1305	0.0715	0.2011	-0.1296	other_megaplasmid	False
GCF_024072595.1	NZ_CP099625.1	3586118	1	1963	0.0562	0.3235	-0.2673	other_megaplasmid	False
GCF_024072595.1	NZ_CP099626.1	447409	2	76	0.0038	0.0074	-0.0036	other_megaplasmid	False
GCF_024072715.1	NZ_CP099629.1	3584633	1	1967	0.0587	0.3240	-0.2653	other_megaplasmid	False
GCF_024072715.1	NZ_CP099630.1	447414	2	77	0.0038	0.0074	-0.0036	other_megaplasmid	False
GCF_024123895.1	NZ_CP099645.1	3534758	1	1948	0.0409	0.3232	-0.2823	other_megaplasmid	False
GCF_024123895.1	NZ_CP099644.1	434832	2	73	0.0038	0.0074	-0.0036	other_megaplasmid	False
GCF_024381035.2	NZ_CP101525.1	3525317	1	2798	0.0038	0.6467	-0.6429	chromosome2	False
GCF_024381035.2	NZ_CP101526.1	1260712	2	770	0.4891	0.0019	0.4872	c3	True
GCF_024600575.1	NZ_CP102330.1	3408063	1	2700	0.0038	0.6262	-0.6223	chromosome2	False
GCF_024600575.1	NZ_CP102331.1	1406349	2	991	0.5223	0.0033	0.5191	c3	True
GCF_024661975.1	NZ_CP102483.1	3173531	1	2529	0.0026	0.5939	-0.5913	chromosome2	False
GCF_024661975.1	NZ_CP102484.1	1246460	2	949	0.4802	0.0030	0.4772	c3	True
GCF_024662395.1	NZ_CP100132.1	2820186	1	1299	0.0754	0.1990	-0.1236	other_megaplasmid	False
GCF_024662415.1	NZ_CP100137.1	2808990	1	1289	0.0766	0.1987	-0.1221	other_megaplasmid	False
GCF_024662435.1	NZ_CP100141.1	2812129	1	1291	0.0702	0.1984	-0.1282	other_megaplasmid	False
GCF_024662455.1	NZ_CP100145.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024662475.1	NZ_CP100151.1	2828244	1	1298	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024662615.1	NZ_CP100157.1	2828244	1	1289	0.0779	0.1990	-0.1211	other_megaplasmid	False
GCF_024662735.1	NZ_CP100163.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024662895.1	NZ_CP100169.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024663015.1	NZ_CP100182.1	2846341	1	1300	0.0779	0.1995	-0.1216	other_megaplasmid	False
GCF_024663135.1	NZ_CP100175.1	2852417	1	1298	0.0779	0.1984	-0.1205	other_megaplasmid	False
GCF_024663255.1	NZ_CP100187.1	2820186	1	1299	0.0754	0.1990	-0.1236	other_megaplasmid	False
GCF_024663375.1	NZ_CP100192.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024663615.1	NZ_CP100198.1	2828243	1	1298	0.0779	0.1990	-0.1211	other_megaplasmid	False
GCF_024663775.1	NZ_CP100204.1	2872561	1	1297	0.0779	0.1987	-0.1208	other_megaplasmid	False
GCF_024663895.1	NZ_CP100210.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024663975.1	NZ_CP100216.1	2828245	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024663995.1	NZ_CP100222.1	2828243	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024664015.1	NZ_CP100234.1	2852417	1	1310	0.0779	0.2003	-0.1224	other_megaplasmid	False
GCF_024664035.1	NZ_CP100228.1	2828245	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024664055.1	NZ_CP100239.1	2836302	1	1301	0.0766	0.1992	-0.1226	other_megaplasmid	False
GCF_024664075.1	NZ_CP100245.1	2796013	1	1295	0.0779	0.1984	-0.1205	other_megaplasmid	False
GCF_024664095.1	NZ_CP100251.1	2834421	1	1276	0.0702	0.1970	-0.1268	other_megaplasmid	False
GCF_024664115.1	NZ_CP100263.1	2783927	1	1280	0.0754	0.1957	-0.1203	other_megaplasmid	False
GCF_024664135.1	NZ_CP100257.1	2880619	1	1289	0.0715	0.1981	-0.1266	other_megaplasmid	False
GCF_024664135.1	NZ_CP100258.1	362586	2	58	0.0013	0.0014	-0.0001	other_megaplasmid	False
GCF_024664155.1	NZ_CP100269.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024664175.1	NZ_CP100275.1	2828244	1	1299	0.0779	0.1992	-0.1213	other_megaplasmid	False
GCF_024664195.1	NZ_CP100281.1	2908152	1	1299	0.0779	0.1984	-0.1205	other_megaplasmid	False
GCF_024664215.1	NZ_CP100286.1	2735580	1	1277	0.0728	0.1979	-0.1251	other_megaplasmid	False
GCF_024664235.1	NZ_CP100292.1	2728074	1	1280	0.0766	0.1976	-0.1210	other_megaplasmid	False
GCF_024664255.1	NZ_CP100297.1	2840330	1	1290	0.0766	0.1979	-0.1212	other_megaplasmid	False
GCF_024730645.1	NZ_CP078071.1	3022085	1	2408	0.0000	0.5665	-0.5665	chromosome2	False
GCF_024730645.1	NZ_CP078072.1	960211	2	748	0.4304	0.0014	0.4290	c3	True
GCF_024732225.1	NZ_CP091308.1	3026422	1	2342	0.0013	0.5353	-0.5340	chromosome2	False
GCF_024732225.1	NZ_CP091309.1	880277	2	606	0.3410	0.0016	0.3394	c3	True
GCF_024760585.1	NZ_CP033657.1	2248089	1	858	0.0575	0.1160	-0.0586	other_megaplasmid	False
GCF_024760605.1	NZ_CP033665.1	2880619	1	1291	0.0715	0.1984	-0.1269	other_megaplasmid	False
GCF_024760625.1	NZ_CP033667.1	2787956	1	1283	0.0754	0.1965	-0.1211	other_megaplasmid	False
GCF_025244785.1	NZ_CP104215.1	3932966	1	1735	0.1315	0.2753	-0.1438	other_megaplasmid	False
GCF_025560745.1	NZ_CP090484.1	3361469	1	2507	0.0038	0.5810	-0.5772	chromosome2	False
GCF_025560745.1	NZ_CP090482.1	1195610	2	693	0.3780	0.0036	0.3745	c3	True
GCF_025643495.1	NZ_CP102459.1	2259977	1	1751	0.0000	0.4023	-0.4023	chromosome2	False
GCF_025643495.1	NZ_CP102460.1	559470	2	441	0.2324	0.0030	0.2294	c3	True
GCF_025643515.1	NZ_CP102463.1	3158005	1	2514	0.0000	0.5936	-0.5936	chromosome2	False
GCF_025643515.1	NZ_CP102464.1	1349539	2	974	0.4738	0.0022	0.4716	c3	True
GCF_025643555.1	NZ_CP102473.1	2341839	1	1790	0.0000	0.3900	-0.3900	chromosome2	False
GCF_025643555.1	NZ_CP102474.1	549107	2	434	0.2439	0.0019	0.2420	c3	True
GCF_025643575.1	NZ_CP102476.1	3216338	1	2501	0.0026	0.5643	-0.5618	chromosome2	False
GCF_025643575.1	NZ_CP102477.1	882513	2	618	0.3129	0.0025	0.3104	c3	True
