orthogroup	n_genomes	frac_on_c3
GCF_040361905.1|NZ_AP029616.1|ECPMPD_08206	10	0.0000
GCF_040735455.1|NZ_CP136804.1|CBOCIL_04287	21	0.1429
GCF_040735455.1|NZ_CP136804.1|CBOCIL_04296	22	0.1304
GCF_040735455.1|NZ_CP136804.1|CBOCIL_05153	105	0.0095
GCF_040761425.1|NZ_CP142885.1|ANFEBE_04276	87	0.1250
GCF_043193125.1|NZ_CP142982.1|DMHOIN_03989	24	0.0000
GCF_044501195.1|NZ_CP162533.1|FEPKBP_05345	111	0.0090
GCF_044501195.1|NZ_CP162533.1|FEPKBP_05375	34	0.0000
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07045	10	0.3000
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07047	36	0.3056
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07066	47	0.0213
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07094	54	0.9630
GCF_045862465.1|NZ_AP024338.1|LODPHI_04972	120	0.9339
GCF_045925845.1|NZ_CP174523.1|HCEPFN_06287	83	0.0222
GCF_045925845.1|NZ_CP174523.1|HCEPFN_06304	61	0.1803
GCF_046773525.1|NZ_CP177245.1|AAEFPO_05413	75	0.2430
GCF_046773525.1|NZ_CP177245.1|AAEFPO_06565	113	0.0088
GCF_047127275.1|NZ_CP098397.1|KDLKNP_04047	89	0.0222
GCF_047127275.1|NZ_CP098398.1|KDLKNP_06625	10	1.0000
GCF_047127275.1|NZ_CP098398.1|KDLKNP_07255	46	0.7083
GCF_047325075.1|NZ_CP168530.1|PCIIPK_05368	11	0.7273
GCF_047497165.1|NZ_CP163164.1|CDDFIM_00048	131	0.0076
GCF_048565265.1|NZ_CP183463.1|OJJDKA_07517	12	0.0833
GCF_048627025.1|NZ_CP184469.1|CHIKBB_05189	15	0.1333
GCF_048627025.1|NZ_CP184469.1|CHIKBB_05190	15	0.1333
GCF_048627025.1|NZ_CP184469.1|CHIKBB_06007	94	0.0106
GCF_049177125.1|NZ_CP185392.1|BEHLMJ_04312	98	0.0102
GCF_049487195.1|NZ_CP137809.1|GPHPNB_04327	34	0.4118
GCF_049487195.1|NZ_CP137810.1|GPHPNB_06781	15	0.3125
GCF_049487195.1|NZ_CP137810.1|GPHPNB_06787	19	0.6842
GCF_049942845.1|NZ_CP187968.1|ANPGAB_04969	15	0.1875
GCF_050430075.1|NZ_CP191272.1|KMOOAH_03483	15	0.8667
GCF_050430075.1|NZ_CP191273.1|KMOOAH_04918	127	0.0229
GCF_050500075.1|NZ_CP191365.1|EGBKKP_07413	12	0.2500
GCF_050613125.1|NZ_CP192537.1|IGJBOK_04782	25	0.8462
GCF_050613135.1|NZ_CP192534.1|GMDCAL_03418	98	0.0000
GCF_050632305.1|NZ_CP192557.1|JOABHI_03467	46	0.0217
GCF_050632305.1|NZ_CP192558.1|JOABHI_06298	20	0.5500
GCF_050632325.1|NZ_CP192561.1|KHJMHK_05375	101	0.0099
GCF_050632355.1|NZ_CP192551.1|PLIJEL_07242	16	0.5625
GCF_050813845.1|NZ_CP172422.1|GJOCLC_05684	10	0.0000
GCF_013426895.1|NZ_AP023176.1|EGBJMP_07789	54	0.7407
GCF_013426915.1|NZ_AP023180.1|JOOGLA_004492	117	0.0171
GCF_013426915.1|NZ_AP023182.1|JOOGLA_008373	12	0.5833
GCF_013426915.1|NZ_AP023183.1|JOOGLA_010392	40	0.7073
GCF_014171495.1|NZ_CP049135.1|EIPEHA_03080	64	0.0000
GCF_014171495.1|NZ_CP049135.1|EIPEHA_04445	134	0.0149
GCF_014171495.1|NZ_CP049135.1|EIPEHA_04447	15	0.0667
GCF_014171495.1|NZ_CP049138.1|EIPEHA_07531	24	0.6538
GCF_014171495.1|NZ_CP049138.1|EIPEHA_07538	122	0.2625
GCF_014171495.1|NZ_CP049138.1|EIPEHA_07539	58	0.0000
GCF_014211915.1|NZ_CP060041.1|LLAKDB_06439	16	1.0000
GCF_014854795.1|NZ_CP032011.1|KEPDBM_03981	10	0.0000
GCF_014854795.1|NZ_CP032011.1|KEPDBM_03999	48	0.0000
GCF_014854795.1|NZ_CP032010.1|KEPDBM_07058	57	0.9298
GCF_016128195.1|NZ_CP066076.1|NAHIAK_04307	13	0.0000
GCF_016899425.1|NZ_CP045995.1|KEDGBJ_03826	94	0.0206
GCF_016899425.1|NZ_CP045995.1|KEDGBJ_03836	29	0.0000
GCF_016899425.1|NZ_CP045995.1|KEDGBJ_03863	117	0.0171
GCF_016899425.1|NZ_CP045996.1|KEDGBJ_06064	74	0.9867
GCF_016899425.1|NZ_CP045996.1|KEDGBJ_06079	12	1.0000
GCF_017165175.1|NZ_CP048442.1|AODPCP_03875	89	0.0112
GCF_017165175.1|NZ_CP048443.1|AODPCP_05603	12	0.9000
GCF_017378435.1|NZ_CP071762.1|KLCPIF_03728	63	0.7500
GCF_017514945.1|NZ_CP071826.1|BNMMAG_05257	14	0.0000
GCF_017514945.1|NZ_CP071826.1|BNMMAG_05307	101	0.0099
GCF_017815615.1|NZ_CP072606.1|CBHEBK_05786	10	0.9000
GCF_018223765.1|NZ_CP073669.1|MIMDBL_04453	65	0.0000
GCF_018223765.1|NZ_CP073670.1|MIMDBL_07021	14	1.0000
GCF_018223785.1|NZ_CP073664.1|BFBNDM_00604	47	1.0000
GCF_018223785.1|NZ_CP073664.1|BFBNDM_00654	34	0.6765
GCF_018223785.1|NZ_CP073663.1|BFBNDM_08211	14	0.6667
GCF_018228625.1|NZ_CP073704.1|PLDJHG_05664	105	0.3182
GCF_018408855.1|NZ_AP024323.1|IOAPJC_03185	132	0.0075
GCF_018408855.1|NZ_AP024323.1|IOAPJC_03192	109	0.0183
GCF_018408855.1|NZ_AP024325.1|IOAPJC_06373	10	0.4000
GCF_019428685.1|NZ_CP080096.1|GAAIKK_04485	59	0.0169
GCF_020544345.1|NZ_CP065404.1|FHKHAK_05756	46	0.4043
GCF_020843905.1|NZ_CP086292.1|LDFAPN_04185	123	0.0242
GCF_020843905.1|NZ_CP086293.1|LDFAPN_06556	17	0.5294
GCF_020843905.1|NZ_CP086293.1|LDFAPN_06593	16	0.7500
GCF_020843945.1|NZ_CP086295.1|OOEEJG_05519	58	0.3816
GCF_020843965.1|NZ_CP086302.1|ENJFDF_04019	26	0.3077
GCF_020843965.1|NZ_CP086302.1|ENJFDF_04039	35	0.0769
GCF_020843965.1|NZ_CP086302.1|ENJFDF_05585	38	0.2000
GCF_020843985.1|NZ_CP086306.1|PEEPHF_05858	108	0.9655
GCF_020885575.1|NZ_AP024956.1|KLMBLO_05069	26	0.7692
GCF_020885575.1|NZ_AP024958.1|KLMBLO_08371	17	1.0000
GCF_020885575.1|NZ_AP024958.1|KLMBLO_09136	21	0.1429
GCF_031585635.1|NZ_CP134196.1|EEDMGB_04324	11	0.0000
GCF_031585635.1|NZ_CP134197.1|EEDMGB_06641	20	0.1304
GCF_034424545.1|NZ_CP139971.1|MDHFGH_04569	11	0.0000
GCF_037477895.1|NZ_CP132745.1|DJLMGD_03072	63	0.0000
GCF_037477895.1|NZ_CP132745.1|DJLMGD_03074	64	0.0000
GCF_039728355.1|NZ_CP155788.1|FHFLOP_03622	16	0.3478
GCF_039848545.1|NZ_CP156687.1|NEIKOA_06212	112	1.0000
GCF_040314805.1|NZ_CP131478.1|NFANPD_04823	27	0.0000
GCF_046773525.1|NZ_CP177246.1|AAEFPO_07138	47	0.9792
GCF_047325075.1|NZ_CP168530.1|PCIIPK_04918	11	0.2727
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_01631	45	0.3778
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01654	16	0.0000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01655	16	0.0000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01663	73	0.0000
GCF_048917665.1|NZ_CP183170.1|JPPJFB_06342	110	0.0091
GCF_049487195.1|NZ_CP137809.1|GPHPNB_03852	20	0.2400
GCF_049913365.1|NZ_CP184382.1|JLBCGF_03426	116	0.0086
GCF_050632305.1|NZ_CP192557.1|JOABHI_03745	51	0.0000
GCF_050813845.1|NZ_CP172422.1|GJOCLC_04380	27	0.9630
GCF_050813845.1|NZ_CP172423.1|GJOCLC_07349	23	0.0370
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03322	96	0.9896
GCF_050990595.1|NZ_CP158830.1|NIBBDH_06496	11	0.3333
GCF_051027425.1|NZ_CP186553.1|GJHIIG_04600	11	0.0909
GCF_051124805.1|NZ_CP123188.1|ICMIHH_02994	12	0.0000
GCF_051124805.1|NZ_CP123189.1|ICMIHH_05985	17	0.7647
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06026	54	0.0000
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06035	49	0.8367
GCF_051125545.1|NZ_CP120437.1|ALNENH_06421	12	0.0833
GCF_051615025.1|NZ_CP195131.1|DINHEO_00999	40	0.8293
GCF_051615025.1|NZ_CP195131.1|DINHEO_01034	28	0.7333
GCF_053153985.1|NZ_CP195305.1|PDLACF_05064	114	0.0174
GCF_053760385.1|NZ_CM132390.1|BDFOCJ_07765	58	0.0172
GCF_054073395.1|NZ_CM133401.1|CNMMEA_04197	11	0.0000
GCF_054166125.1|NZ_JBSWBW010000002.1|CFBHHE_03204	28	0.0357
GCF_984668525.1|NZ_OZ480212.1|HJEOAH_05798	50	0.0000
GCF_984669265.1|NZ_OZ480218.1|LKHDNO_05230	76	0.0132
GCF_984669705.1|NZ_OZ480244.1|MOPGNM_06591	29	0.5862
GCA_017356705.2|CP076288.1|GJFJFN_08662	19	0.4762
GCA_020887275.1|AP022306.1|IBAIBG_04481	14	0.2143
GCA_020887275.1|AP022306.1|IBAIBG_04490	12	0.2857
GCA_020887275.1|AP022307.1|IBAIBG_05405	10	0.1000
GCA_020887275.1|AP022307.1|IBAIBG_05438	130	0.0301
GCA_020887275.1|AP022307.1|IBAIBG_05453	14	0.1176
GCA_020887275.1|AP022308.1|IBAIBG_07446	17	0.2353
GCA_020887275.1|AP022308.1|IBAIBG_07479	40	0.6889
GCA_029762415.1|CP121774.1|AEAFNO_04704	82	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_06812	118	0.0085
GCA_048918525.1|CP183179.1|FJOOHI_04029	14	0.0714
GCA_048918525.1|CP183179.1|FJOOHI_04050	14	0.9286
GCA_048918525.1|CP183179.1|FJOOHI_06973	67	0.0000
GCA_051027405.1|CP186319.1|OPENLE_06384	43	0.0000
GCA_051027405.1|CP186319.1|OPENLE_06437	121	0.8843
GCA_056494915.1|CP195753.1|IECGNH_03332	34	0.0294
GCA_965199415.1|OZ241172.1|FJNDNB_01427	26	0.4082
GCA_965217245.1|OZ244259.1|GGGJDH_03948	10	0.6000
GCF_000009485.1|NC_011001.1|AHBBHP_04229	37	0.0000
GCF_000009485.1|NC_011002.1|AHBBHP_06675	29	1.0000
GCF_000009485.1|NC_011002.1|AHBBHP_06677	66	0.7647
GCF_000009485.1|NC_011002.1|AHBBHP_06691	85	0.1250
GCF_000009485.1|NC_011002.1|AHBBHP_06762	39	1.0000
GCF_000012365.1|NC_007650.1|CDMLCC_04028	42	0.7381
GCF_000012365.1|NC_007650.1|CDMLCC_04100	16	0.6250
GCF_000012945.1|NC_007511.1|MPPJPN_04138	10	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_04157	14	0.0714
GCF_000012945.1|NC_007511.1|MPPJPN_04179	20	0.0000
GCF_000012945.1|NC_007509.1|MPPJPN_07050	14	1.0000
GCF_000012945.1|NC_007509.1|MPPJPN_07051	14	1.0000
GCF_000012945.1|NC_007509.1|MPPJPN_07094	94	1.0000
GCF_000012945.1|NC_007509.1|MPPJPN_07099	43	0.9773
GCF_000013645.1|NC_007952.1|NKEBAG_06814	101	0.0577
GCF_000013645.1|NC_007952.1|NKEBAG_06889	11	0.5263
GCF_000016205.1|NC_009255.1|HIIIOO_05438	120	0.0165
GCF_000016205.1|NC_009255.1|HIIIOO_05473	47	0.8723
GCF_000016205.1|NC_009255.1|HIIIOO_05505	16	0.4375
GCF_000016205.1|NC_009255.1|HIIIOO_05507	12	0.5833
GCF_000016205.1|NC_009255.1|HIIIOO_05508	12	0.5833
GCF_000016205.1|NC_009255.1|HIIIOO_05509	12	0.5833
GCF_000016205.1|NC_009255.1|HIIIOO_05510	12	0.5833
GCF_000016205.1|NC_009255.1|HIIIOO_05513	12	0.5833
GCF_000016205.1|NC_009255.1|HIIIOO_05514	12	0.5833
GCF_000019505.1|NC_010512.1|FDIDAN_06198	57	0.9825
GCF_000019925.1|NC_010557.1|JOOHOL_06128	14	0.6429
GCF_000019925.1|NC_010557.1|JOOHOL_06142	111	0.8772
GCF_000019925.1|NC_010557.1|JOOHOL_06157	14	0.7857
GCF_000019925.1|NC_010557.1|JOOHOL_06158	14	0.7857
GCF_000019925.1|NC_010557.1|JOOHOL_06163	24	0.7917
GCF_000020125.1|NC_010676.1|KLLCKE_04404	91	0.7500
GCF_000022645.2|NC_012721.2|EJIAMJ_03968	25	0.8846
GCF_000022645.2|NC_012721.2|EJIAMJ_03993	36	0.8889
GCF_000022645.2|NC_012721.2|EJIAMJ_04022	82	0.0366
GCF_000092885.1|NC_014118.1|MOLOCH_04987	32	0.9375
GCF_000092885.1|NC_014120.1|MOLOCH_07112	15	0.7879
GCF_000203955.1|NC_008543.1|ENHPAH_03548	25	0.4800
GCF_000203955.1|NC_008543.1|ENHPAH_05636	33	0.3429
GCF_000203955.1|NC_008543.1|ENHPAH_05638	13	0.6429
GCF_000203955.1|NC_008543.1|ENHPAH_05640	35	0.3056
GCF_000203955.1|NC_008543.1|ENHPAH_05641	23	0.4074
GCF_000203955.1|NC_008543.1|ENHPAH_05646	36	0.3158
GCF_000203955.1|NC_008543.1|ENHPAH_05653	17	0.3889
GCF_000262695.1|NC_017921.1|JPCCGE_04693	91	0.0110
GCF_000292915.1|NC_018514.1|GOEANH_04793	13	0.8462
GCF_000292915.1|NC_018514.1|GOEANH_04794	12	0.9167
GCF_000300095.1|NC_018672.1|JAMHFP_05946	22	0.6154
GCF_000385525.1|NC_021174.1|NIFCDL_05619	57	0.0526
GCF_000402035.1|NC_021288.1|LBIDFB_04375	73	0.7067
GCF_000402035.1|NC_021288.1|LBIDFB_04419	10	0.1000
GCF_000402035.1|NC_021288.1|LBIDFB_04433	11	0.9091
GCF_000511915.1|NZ_CP004004.1|PKHEJF_05390	17	0.0588
GCF_000701165.1|NZ_CP013732.1|CJJPHA_07630	41	0.7317
GCF_000705535.2|NZ_CP072522.1|FJLBMH_06491	121	0.1709
GCF_000755725.1|NZ_CP007782.1|GKENPO_06327	14	0.2857
GCF_000755725.1|NZ_CP007782.1|GKENPO_06373	15	0.6667
GCF_000755725.1|NZ_CP007782.1|GKENPO_06381	11	1.0000
GCF_000756045.1|NZ_CP008761.1|OIHEJE_08173	18	0.8182
GCF_000835205.1|NZ_CP002581.1|GBACEL_04610	39	0.0976
GCF_000835205.1|NZ_CP002581.1|GBACEL_04670	15	0.6667
GCF_000835205.1|NZ_CP002581.1|GBACEL_04695	72	0.6806
GCF_000959325.1|NZ_CP009547.1|FMEGFI_06433	131	0.1241
GCF_000959505.1|NZ_CP009793.1|IOBNJL_03277	115	0.0172
GCF_000959725.1|NZ_CP009322.1|HIEDGJ_04736	91	0.0440
GCF_000961515.1|NZ_CP010027.1|FPIDDM_04126	11	0.0000
GCF_001028665.1|NZ_CP011504.1|HBNMDA_03613	12	0.0833
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05782	12	0.0000
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05785	15	0.0000
GCF_001029145.1|NZ_CP009743.1|MMBDNG_02140	13	0.0000
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04628	87	0.0000
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04636	91	0.0110
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04654	58	0.0172
GCF_001449005.1|NZ_CP013104.1|FJLEBH_06038	47	0.1250
GCF_001522635.2|NZ_CP013388.1|AHPEPD_06338	10	0.6000
GCF_001523915.2|NZ_CP013383.1|MGAHHL_04404	26	0.0000
GCF_001524625.2|NZ_CP013425.1|FMAOCE_05232	15	0.1333
GCF_001557535.2|NZ_CP014307.1|AEKFLI_04067	133	0.0150
GCF_001557535.2|NZ_CP014307.1|AEKFLI_04107	134	0.0552
GCF_001557535.2|NZ_CP014307.1|AEKFLI_04145	134	0.0149
GCF_001577465.1|NZ_CP014507.1|FDOHPH_05921	59	0.7797
GCF_001611015.1|NZ_CP013348.1|OBFAPF_05307	116	0.0171
GCF_001718315.1|NZ_CP013363.1|FPPOAH_04844	13	0.0000
GCF_001718315.1|NZ_CP013363.1|FPPOAH_04897	84	0.0119
GCF_001718355.1|NZ_CP013371.1|EMLACB_05657	57	0.6552
GCF_001718395.1|NZ_CP013376.1|IEEHJL_04940	91	0.0000
GCF_001718555.1|NZ_CP013403.1|COAJPG_04189	66	0.0000
GCF_001718555.1|NZ_CP013403.1|COAJPG_04198	39	0.0000
GCF_001718575.1|NZ_CP013405.1|MMFJBI_06825	18	0.5789
GCF_000522545.2|NZ_CP012747.1|NHEICP_04610	13	0.0000
GCF_000522545.2|NZ_CP012748.1|NHEICP_06812	28	0.7667
GCF_000522545.2|NZ_CP012748.1|NHEICP_06838	10	0.3333
GCF_000522545.2|NZ_CP012748.1|NHEICP_06851	11	0.3333
GCF_000701165.1|NZ_CP013731.1|CJJPHA_05594	41	0.0244
GCF_000701165.1|NZ_CP013731.1|CJJPHA_06452	10	0.0000
GCF_000701165.1|NZ_CP013732.1|CJJPHA_07493	10	0.8000
GCF_000705535.2|NZ_CP072521.1|FJLBMH_03963	65	0.0000
GCF_000705535.2|NZ_CP072521.1|FJLBMH_04003	112	0.0089
GCF_000705535.2|NZ_CP072521.1|FJLBMH_05538	56	0.0000
GCF_000755725.1|NZ_CP007784.1|GKENPO_03544	113	0.0088
GCF_000755725.1|NZ_CP007784.1|GKENPO_05632	61	0.0164
GCF_000755725.1|NZ_CP007784.1|GKENPO_05644	107	0.1061
GCF_000755725.1|NZ_CP007784.1|GKENPO_05683	13	0.0769
GCF_000755805.1|NZ_CP007786.1|NIOHNM_05103	39	0.0000
GCF_000755845.1|NZ_CP008710.1|AHLHKB_03515	23	0.6429
GCF_000755905.1|NZ_CP008893.1|DOIDEP_05249	115	0.0087
GCF_000755985.1|NZ_CP008727.1|OGNECI_04449	128	0.0301
GCF_000756165.1|NZ_CP008779.1|LPCCMD_04208	98	0.0300
GCF_000764955.1|NZ_CP007780.1|MPKPAF_04856	118	0.0085
GCF_000770515.1|NZ_CP009163.1|BBGPEJ_03514	23	0.8261
GCF_000808035.2|NZ_CP008915.2|DAHMBE_05087	14	0.0000
GCF_000828875.1|NZ_AP014577.1|EBBMHB_04307	134	0.0299
GCF_000835205.1|NZ_CP002581.1|GBACEL_04218	58	0.9310
GCF_000835205.1|NZ_CP002581.1|GBACEL_04231	133	0.0221
GCF_000835205.1|NZ_CP002581.1|GBACEL_04248	22	0.0435
GCF_000835205.1|NZ_CP002581.1|GBACEL_04254	10	0.0000
GCF_000959185.1|NZ_CP009473.1|IEAHDI_05906	52	0.0962
GCF_000959245.1|NZ_CP009486.1|LAONHI_03840	134	0.0149
GCF_000959345.1|NZ_CP009550.1|INAHGG_05341	15	0.1333
GCF_000959365.1|NZ_CP009556.1|CGKEIF_05609	16	0.1765
GCF_000959445.1|NZ_CP009630.1|FFOGAP_03958	60	0.0333
GCF_000959445.1|NZ_CP009630.1|FFOGAP_03986	113	0.0252
GCF_000959445.1|NZ_CP009630.1|FFOGAP_04001	10	0.4545
GCF_000959505.1|NZ_CP009793.1|IOBNJL_04301	107	0.0187
GCF_000959505.1|NZ_CP009794.1|IOBNJL_05413	101	1.0000
GCF_000959505.1|NZ_CP009794.1|IOBNJL_05419	102	1.0000
GCF_000959525.1|NZ_CP009831.1|OHDMIA_04714	10	0.3000
GCF_000959605.1|NZ_CP010018.1|JLLGFH_05910	45	0.7500
GCF_000959725.1|NZ_CP009322.1|HIEDGJ_04318	80	0.0000
GCF_000961515.1|NZ_CP010027.1|FPIDDM_04271	94	0.0106
GCF_000961515.1|NZ_CP010027.1|FPIDDM_06309	13	0.1429
GCF_000961515.1|NZ_CP010027.1|FPIDDM_06314	10	0.3000
GCF_000961515.1|NZ_CP010025.1|FPIDDM_07470	13	0.7333
GCF_001028665.1|NZ_CP011504.1|HBNMDA_04457	15	0.0667
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05133	11	0.0000
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05557	59	0.0000
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05614	32	0.0000
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05640	67	0.0000
GCF_001029145.1|NZ_CP009743.1|MMBDNG_02989	124	0.0159
GCF_001293045.1|NZ_CP012193.1|JIJEFB_06444	64	0.7812
GCF_001411495.1|NZ_CP012982.1|ENAEHK_05986	11	0.0000
GCF_001411495.1|NZ_CP012983.1|ENAEHK_07301	17	1.0000
GCF_001411805.1|NZ_CP007213.1|PGNJEG_04660	132	0.0152
GCF_001449005.1|NZ_CP013103.1|FJLEBH_03592	39	0.5385
GCF_001449005.1|NZ_CP013103.1|FJLEBH_04606	52	0.0741
GCF_001484665.1|NZ_CP011918.1|PJHBPI_03664	18	0.3143
GCF_001484665.1|NZ_CP011918.1|PJHBPI_05300	105	0.0280
GCF_001522635.2|NZ_CP013388.1|AHPEPD_04763	20	0.0000
GCF_001523915.2|NZ_CP013383.1|MGAHHL_04894	14	0.3125
GCF_001523915.2|NZ_CP013383.1|MGAHHL_04910	38	0.9737
GCF_001523915.2|NZ_CP013385.1|MGAHHL_05788	93	0.9043
GCF_001523915.2|NZ_CP013385.1|MGAHHL_05810	48	1.0000
GCF_001524645.2|NZ_CP013429.1|CEJKLH_06092	53	0.8929
GCF_001557535.2|NZ_CP014307.1|AEKFLI_03816	10	0.2727
GCF_001557535.2|NZ_CP014315.1|AEKFLI_04782	48	0.9583
GCF_001577465.1|NZ_CP014506.1|FDOHPH_03659	15	0.3043
GCF_001577465.1|NZ_CP014507.1|FDOHPH_05669	47	0.8085
GCF_001606115.1|NZ_CP015035.1|OGADIP_06457	123	0.0465
GCF_001606115.1|NZ_CP015035.1|OGADIP_06462	14	0.2143
GCF_001611015.1|NZ_CP013349.1|OBFAPF_07130	50	0.2188
GCF_054166185.1|NZ_JBSWBZ010000004.1|JAEKAK_06287	28	0.1071
GCF_054166195.1|NZ_CM135123.1|KDOAHI_01782	12	0.0833
GCF_056783395.1|NZ_JBXAZP010000003.1|AJPELM_07354	66	0.9545
GCF_056783395.1|NZ_JBXAZP010000003.1|AJPELM_07358	83	0.9639
GCF_057587595.1|NZ_CM172485.1|NPLEBE_05541	16	0.9375
GCF_057587595.1|NZ_CM172485.1|NPLEBE_05553	43	0.0698
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05905	10	0.2000
GCF_057748135.1|NZ_CM173239.1|AGACDF_04715	19	0.4737
GCF_057748135.1|NZ_CM173239.1|AGACDF_04722	59	0.3833
GCF_057748135.1|NZ_CM173239.1|AGACDF_04731	59	0.3770
GCF_057748135.1|NZ_CM173239.1|AGACDF_04732	17	0.5294
GCF_057748135.1|NZ_CM173239.1|AGACDF_04765	15	0.1333
GCF_057748135.1|NZ_CM173239.1|AGACDF_04801	118	0.3128
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_04034	20	0.0455
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_04035	26	0.0000
GCF_964264985.1|NZ_OZ183794.1|PAHBGJ_06368	65	0.7692
GCF_964265015.1|NZ_OZ183806.1|ECGPLD_05669	77	0.0000
GCF_964265025.1|NZ_OZ183803.1|BIENCE_04760	95	0.0000
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_04145	91	0.8913
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_04219	126	0.2012
GCF_984667675.1|NZ_OZ480168.1|JPDNHB_07044	14	0.2667
GCF_984667675.1|NZ_OZ480168.1|JPDNHB_07120	46	0.4783
GCF_984667725.1|NZ_OZ480176.1|MEHGPI_07019	45	0.6667
GCF_984667835.1|NZ_OZ480195.1|HCHCIJ_07113	87	0.9885
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_03372	36	0.0000
GCF_984667975.1|NZ_OZ480188.1|IDMAMG_06668	10	1.0000
GCA_020887275.1|AP022306.1|IBAIBG_03067	132	0.0370
GCA_020887275.1|AP022306.1|IBAIBG_03069	132	0.0152
GCA_020887275.1|AP022307.1|IBAIBG_05655	11	0.8182
GCA_020887275.1|AP022308.1|IBAIBG_06244	66	0.9091
GCA_020887275.1|AP022308.1|IBAIBG_07312	70	0.0400
GCA_020887275.1|AP022308.1|IBAIBG_07335	84	0.9167
GCA_024298805.1|CP101280.1|CFKEBF_04800	76	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04829	59	0.0169
GCA_024298805.1|CP101280.1|CFKEBF_04868	54	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04871	13	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04875	68	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_07970	34	0.7317
GCA_048918525.1|CP183179.1|FJOOHI_05468	131	0.0075
GCA_051027405.1|CP186319.1|OPENLE_05595	10	0.2000
GCA_965217235.1|OZ244257.1|FGPPHH_04772	97	0.0000
GCA_980298765.1|OZ412838.1|NOGGPJ_04608	130	0.0385
GCF_000009485.1|NC_011001.1|AHBBHP_05912	14	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_05923	50	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_05957	21	0.0476
GCF_000009485.1|NC_011001.1|AHBBHP_05960	106	0.0094
GCF_000009485.1|NC_011001.1|AHBBHP_05964	25	0.4000
GCF_000010545.1|NC_010805.1|FAEGPK_05029	26	0.0385
GCF_000010545.1|NC_010805.1|FAEGPK_05051	22	0.0000
GCF_000010545.1|NC_010805.1|FAEGPK_05080	130	0.0154
GCF_000012945.1|NC_007511.1|MPPJPN_05011	27	0.0370
GCF_000012945.1|NC_007511.1|MPPJPN_05013	27	0.0370
GCF_000012945.1|NC_007511.1|MPPJPN_05018	10	0.3000
GCF_000012945.1|NC_007511.1|MPPJPN_05022	14	0.7143
GCF_000012945.1|NC_007511.1|MPPJPN_05023	16	0.7500
GCF_000012945.1|NC_007511.1|MPPJPN_05024	14	0.7143
GCF_000012945.1|NC_007511.1|MPPJPN_05025	16	0.7500
GCF_000012945.1|NC_007511.1|MPPJPN_05026	14	0.7143
GCF_000012945.1|NC_007511.1|MPPJPN_05028	14	0.7143
GCF_000012945.1|NC_007511.1|MPPJPN_05030	14	0.7143
GCF_000012945.1|NC_007511.1|MPPJPN_05035	20	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_05063	18	0.0000
GCF_000013645.1|NC_007952.1|NKEBAG_04958	15	0.7333
GCF_000013645.1|NC_007952.1|NKEBAG_07103	15	0.0526
GCF_000016205.1|NC_009254.1|HIIIOO_06139	21	0.3333
GCF_000016205.1|NC_009254.1|HIIIOO_06162	124	0.0161
GCF_000019505.1|NC_010515.1|FDIDAN_04537	11	0.0909
GCF_000019505.1|NC_010515.1|FDIDAN_04549	22	0.0000
GCF_000019505.1|NC_010515.1|FDIDAN_04572	11	0.5455
GCF_000019505.1|NC_010515.1|FDIDAN_04585	24	0.1667
GCF_000019925.1|NC_010557.1|JOOHOL_06504	14	1.0000
GCF_000019925.1|NC_010557.1|JOOHOL_06507	12	1.0000
GCF_000019925.1|NC_010557.1|JOOHOL_06569	11	1.0000
