accession	organism_name	genus	strain	query_genus	total_length	gc_percent	n_replicons_total	replicon_sizes	largest	second	third	sequencing_tech	checkm_completeness	checkm_contamination	ncbi_n_chromosomes	n_large_200kb	n_large_300kb	n_large_500kb	n_large_1000kb	architecture	ncbi_labelled_chromosomes	ncbi_labelled_plasmids	third_ncbi_label	third_chr_name	size_vs_label_agree	qc_pass	qc_reason
GCF_002346045.1	Burkholderia mallei	Burkholderia	FMH	Burkholderia	5835466	68.5	2	3510109;2325357	3510109	2325357	0	PacBio	98.09	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_002346065.1	Burkholderia mallei	Burkholderia	Turkey3	Burkholderia	5663182	68.5	2	3558404;2104778	3558404	2104778	0	PacBio	96.49	3.41	2	2	2	2	2	2_large	2	0			True	True	
GCF_002346085.1	Burkholderia mallei	Burkholderia	Turkey4	Burkholderia	5732597	68.5	2	3625848;2106749	3625848	2106749	0	PacBio	96.6	5.26	2	2	2	2	2	2_large	2	0			True	False	contamination>5
GCF_002346105.1	Burkholderia mallei	Burkholderia	Turkey5	Burkholderia	5698260	68.5	2	3512356;2185904	3512356	2185904	0	PacBio	96.11	5.05	2	2	2	2	2	2_large	2	0			True	False	contamination>5
GCF_002346125.1	Burkholderia mallei	Burkholderia	Turkey6	Burkholderia	5747822	68.5	2	3507358;2240464	3507358	2240464	0	PacBio	95.12	4.9	2	2	2	2	2	2_large	2	0			True	True	
GCF_002346145.1	Burkholderia mallei	Burkholderia	Turkey7	Burkholderia	5725287	68.5	2	3578566;2146721	3578566	2146721	0	PacBio	96.41	2.33	2	2	2	2	2	2_large	2	0			True	True	
GCF_002346165.1	Burkholderia mallei	Burkholderia	Turkey8	Burkholderia	5694391	68.5	2	3573819;2120572	3573819	2120572	0	PacBio	96.43	4.47	2	2	2	2	2	2_large	2	0			True	True	
GCF_002346185.1	Burkholderia mallei	Burkholderia	Turkey9	Burkholderia	5774312	68.5	2	3045954;2728358	3045954	2728358	0	PacBio	96.4	5.37	2	2	2	2	2	2_large	2	0			True	False	contamination>5
GCF_002346205.1	Burkholderia mallei	Burkholderia	JHU	Burkholderia	5736590	68.5	2	3510032;2226558	3510032	2226558	0	PacBio	98.09	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_002356275.1	Burkholderia stabilis	Burkholderia	FERMP-21014	Burkholderia	7721104	66.5	3	3625611;3163229;932264	3625611	3163229	932264	PacBio RS II	100	0.21	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_002386205.1	Burkholderia thailandensis	Burkholderia	FDAARGOS_426	Burkholderia	6729847	67.5	2	3967822;2762025	3967822	2762025	0	PacBio; Illumina	99.29	0.36	2	2	2	2	2	2_large	2	0			True	True	
GCF_002393425.1	Burkholderia gladioli pv. gladioli	Burkholderia	FDAARGOS_389	Burkholderia	8287172	68	3	4209407;3925840;151925	4209407	3925840	151925	PacBio; Illumina	99.43	2.41	3	2	2	2	2	2_large	2	1	Plasmid	plasmid	True	True	
GCF_002407525.2	Burkholderia cepacia	Burkholderia	FDAARGOS_388	Burkholderia	8569824	66.5	4	3779890;3397791;1187978;204165	3779890	3397791	1187978	PacBio; Illumina	99.97	1.46	4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_002843645.1	Burkholderia pseudomallei	Burkholderia	MSHR1435	Burkholderia	7278330	68	2	4019555;3258775	4019555	3258775	0	PacBio	99.36	1.03	2	2	2	2	2	2_large	2	0			True	True	
GCF_002860065.1	Burkholderia pseudomallei	Burkholderia	14M0960418	Burkholderia	7222235	68	2	4091945;3130290	4091945	3130290	0	PacBio	99.37	1.3	2	2	2	2	2	2_large	2	0			True	True	
GCF_002902925.1	Paraburkholderia terrae	Paraburkholderia	DSM 17804	Paraburkholderia	10062489	62	4	3621233;3002289;2682528;756439	3621233	3002289	2682528	PacBio	99.94	0.34	4	4	4	4	3	4+_large	4	0	Chromosome	3	True	True	
GCF_002902945.1	Paraburkholderia caribensis	Paraburkholderia	DSM 13236	Paraburkholderia	9032490	62.5	4	3688145;2890530;2011334;442481	3688145	2890530	2011334	PacBio	99.94	1.28	4	4	4	3	3	4+_large	4	0	Chromosome	3	True	True	
GCF_002902965.1	Paraburkholderia hospita	Paraburkholderia	DSM 17164	Paraburkholderia	11527706	62	6	4021292;3269803;2439752;971216;725510;100133	4021292	3269803	2439752	PacBio	99.78	0.46	6	5	5	5	3	4+_large	5	1	Chromosome	3	True	True	
GCF_003019945.1	Burkholderia vietnamiensis	Burkholderia	FDAARGOS_239	Burkholderia	6930411	67	4	3317400;2262065;1248348;102598	3317400	2262065	1248348	PacBio; Illumina	100	0.09	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_003019965.1	Burkholderia multivorans	Burkholderia	FDAARGOS_246	Burkholderia	6322859	67	3	3428385;2344186;550288	3428385	2344186	550288	PacBio; Illumina	97.75	0.61	3	3	3	3	2	3_large	2	1	Plasmid	plasmid	False	True	
GCF_003020025.1	Burkholderia thailandensis	Burkholderia	FDAARGOS_237	Burkholderia	6672812	67.5	2	3819771;2853041	3819771	2853041	0	PacBio; Illumina	99.94	0.27	2	2	2	2	2	2_large	2	0			True	True	
GCF_003020185.1	Burkholderia thailandensis	Burkholderia	FDAARGOS_238	Burkholderia	6768654	68	2	3827809;2940845	3827809	2940845	0	PacBio; Illumina	100	0.38	2	2	2	2	2	2_large	2	0			True	True	
GCF_003076415.1	Burkholderia cenocepacia	Burkholderia	PC184 Mulks	Burkholderia	7067048	67	3	3497405;2856344;713299	3497405	2856344	713299	PacBio; Illumina MiSeq	93.15	1.33	3	3	3	3	2	3_large	3	0	Chromosome	2	True	False	completeness<95
GCF_003233675.1	Burkholderia sp. JP2-270	Burkholderia	JP2-270	Burkholderia	8925310	66	5	3723585;3274969;1483367;428263;15126	3723585	3274969	1483367	PacBio	99.36	0.92	5	4	4	3	3	4+_large	3	2	Chromosome	3	False	True	
GCF_003286395.1	Paraburkholderia dokdonensis	Paraburkholderia	DCT13	Paraburkholderia	4404244	64	2	3130508;1273736	3130508	1273736	0	PacBio	96.06	1.25	2	2	2	2	2	2_large	2	0			True	True	
GCF_003330745.1	Paraburkholderia caledonica	Paraburkholderia	PHRS4	Paraburkholderia	7211159	62	3	3862683;2944711;403765	3862683	2944711	403765	PacBio	98.8	0.18	3	3	3	2	2	3_large	2	1	Plasmid	pPHRS4	False	True	
GCF_003330765.1	Burkholderia pyrrocinia	Burkholderia	mHSR5	Burkholderia	8004399	66.5	3	3619008;3400486;984905	3619008	3400486	984905	Pacbio RSII	100	0.43	3	3	3	3	2	3_large	3	0	Chromosome	mHSR5_C	True	True	
GCF_003330785.1	Paraburkholderia graminis	Paraburkholderia	PHS1	Paraburkholderia	7508450	63	3	4031601;2982346;494503	4031601	2982346	494503	PacBio	100	0.45	3	3	3	2	2	3_large	2	1	Plasmid	pPHS1_P	False	True	
GCF_003330805.1	Paraburkholderia hospita	Paraburkholderia	mHSR1	Paraburkholderia	10816561	62	4	3883124;3189135;2509140;1235162	3883124	3189135	2509140	PacBio	99.72	0.09	4	4	4	4	4	4+_large	3	1	Chromosome	mHSR1_C	False	True	
GCF_003330825.1	Paraburkholderia terricola	Paraburkholderia	mHS1	Paraburkholderia	7118039	63.5	2	4059171;3058868	4059171	3058868	0	PacBio	99.94	0.6	2	2	2	2	2	2_large	2	0			True	True	
GCF_003366075.1	Burkholderia sp. IDO3	Burkholderia	IDO3	Burkholderia	8003806	66.5	4	3591606;3139806;851589;420805	3591606	3139806	851589	PacBio	100	2.05	4	4	4	3	2	4+_large	3	1	Chromosome	3	False	True	
GCF_003368325.1	Paraburkholderia caffeinilytica	Paraburkholderia	CF1	Paraburkholderia	8324638	62	3	4531000;3619047;174591	4531000	3619047	174591	Illumina	99.5	0.24	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_003445415.1	Burkholderia pseudomallei	Burkholderia	BEK	Burkholderia	7191106	68	2	4033039;3158067	4033039	3158067	0	Illumina; 454; PacBio	99.1	0.84	2	2	2	2	2	2_large	2	0			True	True	
GCF_003546465.1	Burkholderia cepacia ATCC 25416	Burkholderia	25416	Burkholderia	8567011	66.5	4	3779447;3396456;1187985;203123	3779447	3396456	1187985	Illumina; 454	99.97	1.46	4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_003547015.1	Burkholderia pseudomallei	Burkholderia	R15	Burkholderia	7179387	68	2	4066496;3112891	4066496	3112891	0	PacBio	95.69	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_003547035.1	Burkholderia pseudomallei	Burkholderia	D286	Burkholderia	7102313	68	2	3987008;3115305	3987008	3115305	0	PacBio	96.64	0.94	2	2	2	2	2	2_large	2	0			True	True	
GCF_003547055.1	Burkholderia pseudomallei	Burkholderia	PMC2000	Burkholderia	7187124	68	2	4013273;3173851	4013273	3173851	0	PacBio	98.4	0.74	2	2	2	2	2	2_large	2	0			True	True	
GCF_003568605.1	Burkholderia thailandensis E264	Burkholderia	E264	Burkholderia	6722099	67.5	2	3986340;2735759	3986340	2735759	0	Illumina; 454; PacBio	99.86	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_003606245.1	Burkholderia pseudomallei	Burkholderia	BPHN1	Burkholderia	7293627	68	2	4075641;3217986	4075641	3217986	0	PacBio	98.74	0.76	2	2	2	2	2	2_large	2	0			True	True	
GCF_003613595.1	Burkholderia gladioli pv. gladioli	Burkholderia	FDAARGOS_188	Burkholderia	8892541	67.5	5	4668533;3923011;210568;63719;26710	4668533	3923011	210568	PacBio; Illumina	98.7	1.98	5	3	2	2	2	2_large	2	3	Plasmid	unnamed1	True	True	
GCF_003614815.1	Burkholderia thailandensis	Burkholderia	FDAARGOS_241	Burkholderia	6684124	67.5	2	3862564;2821560	3862564	2821560	0	PacBio; Illumina	97.43	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_003614835.1	Burkholderia thailandensis	Burkholderia	FDAARGOS_242	Burkholderia	6653311	67.5	2	3801254;2852057	3801254	2852057	0	PacBio; Illumina	98.37	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_003704285.1	Burkholderia contaminans	Burkholderia	FL-1-2-30-S1-D0	Burkholderia	8170775	66.5	3	3617292;3182734;1370749	3617292	3182734	1370749	PacBio	100	0.51	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_003711145.1	Burkholderia lata	Burkholderia	A05	Burkholderia	8787009	66	3	3927314;3706323;1153372	3927314	3706323	1153372	PacBio	100	1.03	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_003713105.1	Burkholderia gladioli	Burkholderia	Burkholderia gladioli Co14	Burkholderia	8320525	68	3	4171651;4002946;145928	4171651	4002946	145928	PacBio RS	99.15	2.07	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_003798245.1	Burkholderia pseudomallei	Burkholderia	FDAARGOS_593	Burkholderia	7255525	68	2	4098323;3157202	4098323	3157202	0	PacBio; Illumina	98.44	1.21	2	2	2	2	2	2_large	2	0			True	True	
GCF_003798265.1	Burkholderia pseudomallei	Burkholderia	FDAARGOS_592	Burkholderia	7146686	68	2	4007610;3139076	4007610	3139076	0	PacBio; Illumina	99.24	1.12	2	2	2	2	2	2_large	2	0			True	True	
GCF_003798365.1	Burkholderia pseudomallei	Burkholderia	FDAARGOS_594	Burkholderia	7180388	68	2	4003948;3176440	4003948	3176440	0	PacBio; Illumina	99.36	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_003812365.1	Burkholderia multivorans	Burkholderia	FDAARGOS_547	Burkholderia	6394083	67.5	3	3356899;2331436;705748	3356899	2331436	705748	Pacbio; Illumina	98.04	2.15	3	3	3	3	2	3_large	3	0	Chromosome	2	True	True	
GCF_003812585.1	Burkholderia multivorans	Burkholderia	FDAARGOS_548	Burkholderia	6653864	67	3	3239301;2383823;1030740	3239301	2383823	1030740	PacBio; Illumina	98.42	1.38	3	3	3	3	3	3_large	3	0	Chromosome	2	True	True	
GCF_003812965.1	Burkholderia multivorans	Burkholderia	FDAARGOS_496	Burkholderia	7796416	67.5	3	3705094;3155590;935732	3705094	3155590	935732	PacBio; Illumina			3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_003813045.1	Burkholderia dolosa	Burkholderia	FDAARGOS_562	Burkholderia	6409101	67	3	3406611;2168066;834424	3406611	2168066	834424	PacBio; Illumina	100	0.14	3	3	3	3	2	3_large	3	0	Chromosome	2	True	True	
GCF_003966315.1	Burkholderia cenocepacia	Burkholderia	YG-3	Burkholderia	8036463	67	3	3645818;3039797;1350848	3645818	3039797	1350848	PacBio	92.44	4.88	3	3	3	3	3	3_large	3	0	Chromosome	2	True	False	completeness<95
GCF_004323015.1	Burkholderia pseudomallei	Burkholderia	BPs110	Burkholderia	6962327	68.5	2	3859639;3102688	3859639	3102688	0	Illumina MiSeq	98.11	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_004323035.1	Burkholderia pseudomallei	Burkholderia	BPs111	Burkholderia	6966412	68.5	2	3852886;3113526	3852886	3113526	0	Illumina MiSeq	98.32	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_004348055.1	Burkholderia pseudomallei	Burkholderia	BPs115	Burkholderia	6958638	68.5	2	3854943;3103695	3854943	3103695	0	Illumina MiSeq	98.25	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_004348075.1	Burkholderia pseudomallei	Burkholderia	BPs116	Burkholderia	6920216	68.5	2	3850633;3069583	3850633	3069583	0	Illumina MiSeq	98.09	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_004367665.1	Burkholderia pseudomallei	Burkholderia	BPs114	Burkholderia	6941499	68.5	2	3842045;3099454	3842045	3099454	0	Illumina MiSeq	98.18	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_004367685.1	Burkholderia pseudomallei	Burkholderia	BPs123	Burkholderia	6975017	68.5	2	3855598;3119419	3855598	3119419	0	Illumina MiSeq	98.37	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_004367705.1	Burkholderia pseudomallei	Burkholderia	BPs112	Burkholderia	6945494	68.5	2	3847660;3097834	3847660	3097834	0	Illumina MiSeq	97.33	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_004367725.1	Burkholderia pseudomallei	Burkholderia	BPs133	Burkholderia	6941963	68.5	2	3842655;3099308	3842655	3099308	0	Illumina MiSeq	98.11	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_004526325.1	Burkholderia pseudomallei	Burkholderia	BPs122	Burkholderia	6986353	68.5	2	3866281;3120072	3866281	3120072	0	Illumina MiSeq	98.4	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_004842085.1	Burkholderia pseudomallei	Burkholderia	HNBP001	Burkholderia	7163595	68	2	3800466;3363129	3800466	3363129	0	PacBio	99.36	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_005280735.1	Trinickia violacea	Trinickia	DHOD12	Trinickia	8576517	63	3	4775917;3695250;105350	4775917	3695250	105350	Oxford Nanopore GridION	99.85	1.16	3	2	2	2	2	2_large	3	0	Chromosome	3	False	True	
GCF_005853645.1	Burkholderia pseudomallei	Burkholderia	VB3253	Burkholderia	7180501	68	2	4017865;3162636	4017865	3162636	0	IonTorrent; Oxford Nanopore MiniION	92.17	0.88	2	2	2	2	2	2_large	2	0			True	False	completeness<95
GCF_005862325.1	Burkholderia pseudomallei	Burkholderia	VB2514	Burkholderia	7103279	68	2	3987244;3116035	3987244	3116035	0	Oxford Nanopore; IonTorrent	88.19	1.37	2	2	2	2	2	2_large	2	0			True	False	completeness<95
GCF_005937855.2	Burkholderia sp. KBS0801	Burkholderia	KBS0801	Burkholderia	7381868	66.5	3	3530666;2783599;1067603	3530666	2783599	1067603	Illumina HiSeq; Oxford Nanopore MiniION	99.83		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_006094315.1	Burkholderia cepacia ATCC 25416	Burkholderia	ATCC 25416	Burkholderia	8574389	66.5	5	3781435;3396958;1187977;204170;3849	3781435	3396958	1187977	Oxford Nanopore GridION	99.95	1.46	5	4	3	3	3	3_large	3	2	Chromosome	3	True	True	
GCF_007556815.1	Paraburkholderia megapolitana	Paraburkholderia	LMG 23650	Paraburkholderia	7627590	62	3	4485011;3016794;125785	4485011	3016794	125785	PacBio	98.39	1.68	3	2	2	2	2	2_large	2	1	Plasmid	unnamed1	True	True	
GCF_007724625.1	Burkholderia contaminans	Burkholderia	ZCC	Burkholderia	9002241	66	5	3904889;3249718;1536075;239952;71607	3904889	3249718	1536075	PacBio RSII	97.18	0.09	5	4	3	3	3	3_large	3	2	Chromosome	3	True	True	
GCF_008693485.1	Burkholderia multivorans	Burkholderia	FDAARGOS_623	Burkholderia	6478619	67	3	3559578;2365849;553192	3559578	2365849	553192	Pacbio; Illumina	98.65	0.71	3	3	3	3	2	3_large	3	0	Chromosome	1	True	True	
GCF_008693525.1	Burkholderia multivorans	Burkholderia	FDAARGOS_622	Burkholderia	6478636	67	3	3559579;2365865;553192	3559579	2365865	553192	Pacbio; Illumina	98.65	0.71	3	3	3	3	2	3_large	3	0	Chromosome	2	True	True	
GCF_008728255.1	Burkholderia pseudomallei	Burkholderia	Yap6	Burkholderia	7104388	68	2	3932929;3171459	3932929	3171459	0	PacBio	98.94	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_008728275.1	Burkholderia pseudomallei	Burkholderia	Yap7	Burkholderia	7080298	68.5	2	3932431;3147867	3932431	3147867	0	PacBio; Illumina MiSeq	96.19	0.81	2	2	2	2	2	2_large	2	0			True	True	
GCF_008728295.1	Burkholderia pseudomallei	Burkholderia	Yap5	Burkholderia	7106538	68	2	3934903;3171635	3934903	3171635	0	PacBio	98.98	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_008728315.1	Burkholderia pseudomallei	Burkholderia	Yap4	Burkholderia	7091600	68.5	2	3931933;3159667	3931933	3159667	0	PacBio	98.98	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_008728335.1	Burkholderia pseudomallei	Burkholderia	Yap3a	Burkholderia	7102482	68	2	3933419;3169063	3933419	3169063	0	PacBio; Illumina MiSeq	98.87	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_008728355.1	Burkholderia pseudomallei	Burkholderia	Yap2a	Burkholderia	7099437	68	2	3931555;3167882	3931555	3167882	0	PacBio; Illumina MiSeq	98.98	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_008728375.1	Burkholderia pseudomallei	Burkholderia	Yap1	Burkholderia	7141850	68	2	3933317;3208533	3933317	3208533	0	PacBio; Illumina MiSeq	98.98	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_009191525.1	Burkholderia contaminans	Burkholderia	SK875	Burkholderia	8596045	66.5	4	3618903;3247714;1528467;200961	3618903	3247714	1528467	Illumina; PacBio	100	0.09	4	4	3	3	3	3_large	3	1	Chromosome	SK875-3	True	True	
GCF_009578005.1	Burkholderia glumae	Burkholderia	GX	Burkholderia	6866154	68	5	3712850;2750046;201571;105587;96100	3712850	2750046	201571	Nanopore	95.91	0.3	5	3	2	2	2	2_large	2	3	Plasmid	pWSGX1	True	True	
GCF_009586235.1	Burkholderia cepacia	Burkholderia	BC16	Burkholderia	8366868	67	3	3688624;3430130;1248114	3688624	3430130	1248114	Oxford Nanopore GridION	99.57	2.06	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_009730035.1	Burkholderia multivorans	Burkholderia	FDAARGOS_719	Burkholderia	6565647	67.5	5	3422468;2434081;702621;3898;2579	3422468	2434081	702621	Pacbio; Illumina	98.34	1.29	5	3	3	3	2	3_large	3	2	Chromosome	3	True	True	
GCF_009730175.1	Burkholderia multivorans	Burkholderia	FDAARGOS_726	Burkholderia	6518690	67.5	3	3350628;2418100;749962	3350628	2418100	749962	Pacbio; Illumina	98.01	2.78	3	3	3	3	2	3_large	3	0	Chromosome	2	True	True	
GCF_009730195.1	Burkholderia multivorans	Burkholderia	FDAARGOS_722	Burkholderia	6590444	67	3	3432204;2365727;792513	3432204	2365727	792513	Pacbio; Illumina	97.99	1.27	3	3	3	3	2	3_large	3	0	Chromosome	2	True	True	
GCF_009749345.1	Burkholderia pseudomallei	Burkholderia	B03	Burkholderia	7266637	68	2	4009467;3257170	4009467	3257170	0	Oxford Nanopore; Illumina HiSeq	96.24	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_009755625.1	Burkholderia contaminans	Burkholderia	XL73	Burkholderia	8656859	66.5	5	3643456;3247807;1541420;152473;71703	3643456	3247807	1541420	PacBio	99.79	0.09	5	3	3	3	3	3_large	3	2	Chromosome	1	True	True	
GCF_009789655.1	Paraburkholderia acidiphila	Paraburkholderia	7Q-K02	Paraburkholderia	7804892	64.5	4	3177533;2192838;1330706;1103815	3177533	2192838	1330706	Oxford Nanopore GridION	99.68	0.38	4	4	4	4	4	4+_large	4	0	Chromosome	3	True	True	
GCF_009789675.1	Paraburkholderia acidisoli	Paraburkholderia	DHF22	Paraburkholderia	7945061	65.5	5	3240103;1829290;1436412;1253746;185510	3240103	1829290	1436412	Oxford Nanopore GridION	99.68	2.02	5	4	4	4	4	4+_large	4	1	Chromosome	3	True	True	
GCF_009857095.1	Burkholderia glumae AU6208	Burkholderia	AU6208	Burkholderia	6530819	68.5	3	3629551;2779201;122067	3629551	2779201	122067	Nanopore	97.21	0.11	3	2	2	2	2	2_large	2	1	Plasmid	pwszb	True	True	
GCF_009931375.1	Burkholderia glumae	Burkholderia	257sh-1	Burkholderia	6691685	68	4	3537953;2763738;214469;175525	3537953	2763738	214469	PacBio	98.5	0.11	4	3	2	2	2	2_large	2	2	Plasmid	plas1	True	True	
GCF_009938265.1	Burkholderia sp. THE68	Burkholderia	THE68	Burkholderia	7982451	63	6	2845320;1707579;1527330;1020949;637291;243982	2845320	1707579	1527330	Illumina NextSeq; Nanopore GridION	100	1.29	6	6	5	5	4	4+_large	4	2	Plasmid	BTHE68_p1	False	True	
GCF_011039955.1	Caballeronia sp. SBC2	Caballeronia	SBC2	Caballeronia	9323419	59.5	8	3989243;1990521;1831039;794780;377315;195179;120676;24666	3989243	1990521	1831039	Illumina; Nanopore	99.72	1.95	8	5	5	4	3	4+_large	1	7	Plasmid	pSBC2-2	False	True	
GCF_011493005.1	Caballeronia sp. SBC1	Caballeronia	SBC1	Caballeronia	8848153	59.5	5	4010354;1996666;1826371;734052;280710	4010354	1996666	1826371	Illumina; Nanopore	99.94	1.6	5	5	4	4	3	4+_large	1	4	Plasmid	pSBC1_2	False	True	
GCF_011578485.1	Burkholderia thailandensis	Burkholderia	BPM	Burkholderia	6601257	68	2	3725540;2875717	3725540	2875717	0	Illumina HiSeq; PacBio Sequel	99.57	1.34	2	2	2	2	2	2_large	2	0			True	True	
GCF_012689525.1	Paraburkholderia aromaticivorans	Paraburkholderia	AR20-38	Paraburkholderia	10840732	62	4	4573438;3638240;2486079;142975	4573438	3638240	2486079	Illumina NovaSeq PE150; Nanopore PromethION	99.8	0.47	4	3	3	3	3	3_large	3	1	Chromosome	1	True	True	
GCF_012974245.1	Burkholderia glumae	Burkholderia	HN1	Burkholderia	6680415	68	5	3611155;2869204;185112;7606;7338	3611155	2869204	185112	Nanopore	97.18	0.34	5	2	2	2	2	2_large	2	3	Plasmid	pBGHN1-1	True	True	
GCF_013122645.1	Burkholderia glumae	Burkholderia	HN2	Burkholderia	6560085	68.5	3	3532897;2745532;281656	3532897	2745532	281656	Nanopore	97.07	0.53	3	3	2	2	2	2_large	2	1	Plasmid	pbghn2	True	True	
GCF_013307145.1	Burkholderia glumae	Burkholderia	411gr-6	Burkholderia	6747595	68.5	4	3601960;2783312;193251;169072	3601960	2783312	193251	PacBio	94.36	0.21	4	2	2	2	2	2_large	2	2	Plasmid	unnamed1	True	False	completeness<95
GCF_013307165.1	Burkholderia glumae	Burkholderia	336gr-1	Burkholderia	6879338	68	5	3596519;2850144;185577;135963;111135	3596519	2850144	185577	PacBio	98.76	0.62	5	2	2	2	2	2_large	2	3	Plasmid	unnamed1	True	True	
GCF_013378095.1	Paraburkholderia caribensis	Paraburkholderia	852011	Paraburkholderia	8468517	63	3	3659608;2895821;1913088	3659608	2895821	1913088	PacBio	99.5	1.21	3	3	3	3	3	3_large	2	1	Plasmid	plasmid	False	True	
GCF_013426895.1	Paraburkholderia largidicola	Paraburkholderia	PGU16	Paraburkholderia	9470940	62.5	5	3759946;2703868;2342401;606703;58022	3759946	2703868	2342401	PacBio RS II; ABI 3730xl	99.62	0.83	5	4	4	4	3	4+_large	2	3	Plasmid	PPGU16_p1	False	True	
GCF_013426915.1	Paraburkholderia sp. PGU19	Paraburkholderia	PGU19	Paraburkholderia	11246397	61.5	5	3864670;2707317;2380791;1440798;852821	3864670	2707317	2380791	PacBio RS II	97.48	2.02	5	5	5	5	4	4+_large	2	3	Plasmid	PPGU19_p1	False	True	
GCF_013822785.1	Burkholderia sp. MBR-1	Burkholderia	MBR-1	Burkholderia	7106862	66.5	5	3233781;2210956;1198966;356237;106922	3233781	2210956	1198966	Oxford Nanopore PromethION	100	0.46	5	4	4	3	3	4+_large	3	2	Chromosome	3	False	True	
GCF_014171495.1	Paraburkholderia tropica	Paraburkholderia	IAC135	Paraburkholderia	8824362	64.5	5	3280377;1937775;1583983;1567213;455014	3280377	1937775	1583983	PacBio RSII	98.66	0.89	5	5	5	4	4	4+_large	5	0	Chromosome	C	True	True	
GCF_014211915.1	Burkholderia cenocepacia	Burkholderia	PS27	Burkholderia	7607708	67	4	3507573;2857915;1082076;160144	3507573	2857915	1082076	PacBio	96.35	2.51	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_014263355.1	Burkholderia gladioli	Burkholderia	CGB10	Burkholderia	8423203	68	3	4272194;3985347;165662	4272194	3985347	165662	Oxford Nanopore	94.09	2.01	3	2	2	2	2	2_large	3	0	Chromosome	3	False	False	completeness<95
GCF_014357995.1	Burkholderia cenocepacia	Burkholderia	K56-2	Burkholderia	7741920	67	4	3673077;3211025;765157;92661	3673077	3211025	765157	Illumina HiSeq; Oxford Nanopore GridION	97.9	1.17	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_014854795.1	Burkholderia cepacia	Burkholderia	39628	Burkholderia	8403907	67	3	3683734;3415325;1304848	3683734	3415325	1304848	PacBio	96.76	2.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_016026055.1	Burkholderia glumae	Burkholderia	FDAARGOS_949	Burkholderia	6820876	68	4	3659799;2820518;196019;144540	3659799	2820518	196019	Pacbio; Illumina	99.01	0.2	4	2	2	2	2	2_large	2	2	Plasmid	unnamed2	True	True	
GCF_016027435.1	Burkholderia oklahomensis	Burkholderia	FDAARGOS_900	Burkholderia	7319520	67	2	4192837;3126683	4192837	3126683	0	Pacbio; Illumina	99.75	1.1	2	2	2	2	2	2_large	2	0			True	True	
GCF_016027455.1	Burkholderia humptydooensis	Burkholderia	FDAARGOS_899	Burkholderia	7286661	67	3	4068027;2913520;305114	4068027	2913520	305114	Pacbio; Illumina	99.79	0.38	3	3	3	2	2	3_large	2	1	Plasmid	plasmid	False	True	
GCF_016127755.1	Burkholderia ambifaria	Burkholderia	FDAARGOS_1027	Burkholderia	7523597	67	4	3556545;2646970;1281477;38605	3556545	2646970	1281477	Pacbio; Illumina	100		4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_016128195.1	Paraburkholderia ginsengisoli	Paraburkholderia	FDAARGOS_1049	Paraburkholderia	6597255	63.5	3	3756046;2627215;213994	3756046	2627215	213994	Pacbio; Illumina	98.75	0.45	3	3	2	2	2	2_large	2	1	Plasmid	plasmid	True	True	
