region	contig	region_product	protein_id	gene	product	feature	start	end	strand	length_bp	gene_kind	in_protocluster_core	logFC	adj.P.Val	category	direction	mibig_accession	mibig_similarity
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34465		LysR family transcriptional regulator	CDS	1008510	1009454	+	945	regulatory	False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34470		hypothetical protein	CDS	1009600	1010391	-	792		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34475		hypothetical protein	CDS	1010521	1011348	-	828		False	-0.318398459126886	0.492698781805311	nonsig	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34480		tetratricopeptide repeat protein	CDS	1011469	1012056	-	588		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34485		TetR/AcrR family transcriptional regulator	CDS	1012473	1013075	+	603	regulatory	False	1.10703235733922e-06	0.999993734376305	nonsig	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34490		NRAMP family divalent metal transporter	CDS	1013254	1014546	+	1293		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34495		chemotaxis protein CheB	CDS	1014580	1015584	-	1005		False			not_quantified		BGC0001825.4	0.787
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34870		ATPase	CDS	1101690	1102160	+	471		False			not_quantified		BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34875		DUF429 domain-containing protein	CDS	1102311	1102988	-	678		False			not_quantified		BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34880		HD domain-containing protein	CDS	1102999	1103523	-	525		False	-0.546661047753837	0.0021014680793882	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34885		ATP-binding protein	CDS	1103645	1107115	-	3471		False	-0.153591830858637	0.341941962493673	nonsig	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34890		metallophosphoesterase family protein	CDS	1107119	1108369	-	1251	biosynthetic-additional	False	-0.423151316154815	0.0046938884958392	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34895		hypothetical protein	CDS	1108813	1109583	-	771		False	-0.0405330460165914	0.65574422290976	nonsig	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34900		thioester reductase domain-containing protein	CDS	1110107	1114468	-	4362	biosynthetic-additional	False	-2.6332737380913	4.58014115959397e-07	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34905		condensation domain-containing protein	CDS	1114526	1119193	-	4668	biosynthetic-additional	False	-1.8301544406811	0.0001730632977014	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34910		type I polyketide synthase	CDS	1119190	1124808	-	5619	biosynthetic	True	-1.26208045665868	9.82120882354535e-05	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34915		AMP-binding protein	CDS	1124855	1127116	-	2262	biosynthetic	True	-2.86942173510907	9.02044431986661e-07	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34920		AMP-binding protein	CDS	1127185	1128762	-	1578	biosynthetic-additional	False	-1.84735964524916	6.11939622510473e-06	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34925		iron-containing redox enzyme family protein	CDS	1128707	1129453	-	747		False	-1.94288907162683	5.61797125747922e-08	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34930		acyl carrier protein	CDS	1129627	1129893	+	267	biosynthetic-additional	False			not_quantified		BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34935		alpha/beta hydrolase	CDS	1129904	1131754	+	1851		False	-1.81955571249378	1.16445049059595e-06	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34940		PLP-dependent cysteine synthase family protein	CDS	1131914	1132939	+	1026	biosynthetic-additional	False	-6.12849409096667	3.07027935287806e-07	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34945		GNAT family N-acetyltransferase	CDS	1132953	1133618	+	666		False	-1.89206393120151	4.50505928165412e-08	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34950		amidohydrolase family protein	CDS	1133615	1134577	+	963		False	-1.08717632958827	1.83507154974225e-05	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34955		cytochrome-c peroxidase	CDS	1134591	1135862	+	1272		False	0.658086848640899	0.0012603947904054	significant	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34960		RidA family protein	CDS	1135882	1136274	-	393		False	0.411287311548381	0.0030391483409118	significant	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34965		hypothetical protein	CDS	1136311	1137582	-	1272		False	0.759488026782691	1.43664214165419e-05	significant	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34970		outer membrane lipoprotein-sorting protein	CDS	1137579	1138361	-	783		False	0.793137387291544	0.0001667753878157	significant	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34975		DJ-1/PfpI family protein	CDS	1138475	1139617	-	1143		False	0.63744230459637	0.0011931191252066	significant	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34980		FixH family protein	CDS	1139677	1140111	-	435		False	-0.0804391458175857	0.830668497091327	nonsig	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34985		ABC transporter permease	CDS	1140173	1141564	-	1392		False	-0.108597118083736	0.317476354260112	nonsig	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34990		ABC transporter ATP-binding protein	CDS	1141561	1142271	-	711	transport	False	-0.762910749674958	0.0003505486012198	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_34995		thioesterase II family protein	CDS	1142575	1143327	+	753	biosynthetic-additional	False	-3.33879858714881	1.7102232482235e-06	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35000		DUF3683 domain-containing protein	CDS	1143378	1147403	-	4026	other	False			missing_in_A		BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35005		hypothetical protein	CDS	1147485	1147733	-	249		False	0.282095140164067	0.462786092837321	nonsig	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35010		helix-turn-helix transcriptional regulator	CDS	1147746	1148522	-	777	regulatory	False	-1.3047550176499	0.0035370118738114	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35015		MATE family efflux transporter	CDS	1149552	1150928	-	1377	transport	False	-1.42399975243755	4.26324037647954e-05	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35020		cysteine synthase family protein	CDS	1150925	1151962	-	1038	biosynthetic	True			missing_in_A		BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35025		alanine racemase	CDS	1151966	1153273	-	1308	biosynthetic	True	-0.816217950390932	0.0006370957945032	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35030		ornithine cyclodeaminase family protein	CDS	1153342	1154298	-	957	biosynthetic	True	-0.735247933216101	0.0118111517058657	significant	up in MF6	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35035		hypothetical protein	CDS	1155456	1155974	-	519		False	3.06208277350263	4.7712251025345e-06	significant	up in MF6C	BGC0001164.3	0.661
chr3.region007	chr3	T1PKS, NRPS-like, aminopolycarboxylic-acid	AC1V0C_35040		gamma-glutamyltransferase family protein	CDS	1156348	1158333	-	1986	biosynthetic-additional	False	1.27665858198258	1.49773178389619e-05	significant	up in MF6C	BGC0001164.3	0.661
chr2.region001	chr2	terpene	AC1V0C_16775	arsC	arsenate reductase (glutaredoxin)	CDS	4166	4522	+	357		False	-0.206872892179845	0.424073113212118	nonsig	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16780		zf-HC2 domain-containing protein	CDS	4663	4878	-	216		False			not_quantified		BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16785		RNA polymerase factor sigma-70	CDS	4856	5455	-	600	regulatory	False			not_quantified		BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16790		NADPH-dependent FMN reductase	CDS	5833	6387	+	555		False	0.195797579277667	0.0419765464038305	significant	up in MF6C	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16795		hybrid sensor histidine kinase/response regulator	CDS	6456	8705	-	2250	regulatory	False	0.508130843574556	0.349574393528933	nonsig	up in MF6C	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16800		response regulator	CDS	9198	9566	+	369	regulatory	False	0.236129205003483	0.203515290580439	nonsig	up in MF6C	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16805		chemotaxis protein CheC	CDS	9559	10185	+	627		False			missing_in_A		BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16810		GGDEF domain-containing protein	CDS	10182	11123	+	942	biosynthetic-additional	False	-0.127417214529274	0.408454637520843	nonsig	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16815		alpha/beta fold hydrolase	CDS	11139	12023	-	885	biosynthetic-additional	False	0.142392011847935	0.4833586252049	nonsig	up in MF6C	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16820		hypothetical protein	CDS	12214	12546	+	333		False			not_quantified		BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16825	hpnD	presqualene diphosphate synthase HpnD	CDS	12805	13653	+	849	biosynthetic	True	-1.03314571618679	5.07166687538799e-06	significant	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16830	hpnE	hydroxysqualene dehydroxylase HpnE	CDS	13667	14920	+	1254		True	-0.261211569400604	0.0810092825626994	nonsig	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16835	shc	squalene--hopene cyclase	CDS	14933	16906	+	1974	biosynthetic	True	-1.69672032897422	4.07983745708752e-06	significant	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16840		phosphorylase	CDS	16910	17617	+	708		False	-0.243928970167786	0.108250250500817	nonsig	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16845		MlaA family lipoprotein	CDS	17730	18737	-	1008		False	-0.313485109178753	0.0081926428510517	significant	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16850	hpnN	hopanoid transporter HpnN	CDS	18730	21363	-	2634	biosynthetic-additional	False	-0.161880002017032	0.118957276028738	nonsig	up in MF6	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16855		MlaC/ttg2D family ABC transporter substrate-binding protein	CDS	21690	22286	+	597		False	0.386602713821468	0.0005557777833318	significant	up in MF6C	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16860		type VI secretion system amidase effector protein Tae4	CDS	22664	23257	-	594		False			not_quantified		BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16865		PAAR domain-containing protein	CDS	23257	23820	-	564		False			not_quantified		BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16870		response regulator	CDS	24024	24668	-	645	regulatory	False	0.277172273182973	0.331864475067422	nonsig	up in MF6C	BGC0000656.5	0.502
chr2.region001	chr2	terpene	AC1V0C_16875		cache domain-containing protein	CDS	24699	26084	-	1386	regulatory	False	0.573899741147901	0.0009371003573995	significant	up in MF6C	BGC0000656.5	0.502
chr2.region002	chr2	redox-cofactor	AC1V0C_19285		methanol/ethanol family PQQ-dependent dehydrogenase	CDS	575012	576733	-	1722		False	2.34648873487426	9.54746986404752e-05	significant	up in MF6C	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19290		TonB-dependent receptor	CDS	577166	579493	+	2328	transport	False	0.936186938784751	0.0420362002883927	significant	up in MF6C	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19295		alpha/beta fold hydrolase	CDS	579548	580525	-	978	biosynthetic-additional	False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19300		sigma-54-dependent Fis family transcriptional regulator	CDS	580877	582925	+	2049	regulatory	False	0.0503800582287326	0.85606120231973	nonsig	up in MF6C	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19305	pqqA	pyrroloquinoline quinone precursor peptide PqqA	CDS	583247	583321	+	75		False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19310	pqqB	pyrroloquinoline quinone biosynthesis protein PqqB	CDS	583382	584305	+	924		False	-0.281902417867613	0.412431123798627	nonsig	up in MF6	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19315	pqqC	pyrroloquinoline-quinone synthase PqqC	CDS	584308	585027	+	720	biosynthetic	True	-1.07028082930679	0.0325195270369798	significant	up in MF6	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19320	pqqD	pyrroloquinoline quinone biosynthesis peptide chaperone PqqD	CDS	585024	585305	+	282	biosynthetic	True			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19325	pqqE	pyrroloquinoline quinone biosynthesis protein PqqE	CDS	585307	586446	+	1140	biosynthetic	True	-1.55263346945406	0.0007609341250313	significant	up in MF6	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19330		helix-turn-helix domain-containing protein	CDS	586707	587045	-	339		False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19335		hypothetical protein	CDS	587125	588024	+	900		False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19340		hypothetical protein	CDS	588232	588462	+	231		False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19345		alpha/beta hydrolase	CDS	588491	589366	-	876	biosynthetic-additional	False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19350		alpha/beta fold hydrolase	CDS	589499	589609	-	111		False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19355		DinB family protein	CDS	589606	590412	-	807		False	0.0644119172457458	0.637785805780565	nonsig	up in MF6C	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19360		YciI family protein	CDS	590524	590955	-	432		False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19365		hypothetical protein	CDS	591171	591401	+	231		False	0.960358311389836	0.000964146263866	significant	up in MF6C	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19370		MFS transporter	CDS	591593	593017	-	1425	transport	False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19375		ABC transporter permease	CDS	593179	593940	-	762	transport	False			not_quantified		BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19380		ABC transporter ATP-binding protein	CDS	593944	594888	-	945	transport	False	-0.334815885986689	0.0051444992652761	significant	up in MF6	BGC0000600.3	0.452
chr2.region002	chr2	redox-cofactor	AC1V0C_19385		cupin domain-containing protein	CDS	595313	595609	+	297		False			not_quantified		BGC0000600.3	0.452
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19805		hypothetical protein	CDS	693797	694126	+	330		False	-0.569778180119485	0.001977642185773	significant	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19810		hypothetical protein	CDS	694317	694904	+	588		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19815		hypothetical protein	CDS	695085	695435	+	351		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19820		barstar family protein	CDS	695466	695843	+	378		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19825		immunity 22 family protein	CDS	695938	696315	+	378		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19830		SymE family type I addiction module toxin	CDS	697293	697514	+	222		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19835		branched-chain amino acid ABC transporter substrate-binding protein	CDS	699042	700160	+	1119	transport	False	-0.223210140353864	0.0046114092621589	significant	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19840	livH	high-affinity branched-chain amino acid ABC transporter permease LivH	CDS	700343	701269	+	927		False			missing_in_B		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19845		high-affinity branched-chain amino acid ABC transporter permease LivM	CDS	701281	702552	+	1272		False	-0.323782098274485	0.11985870721132	nonsig	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19850	livG	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	CDS	702549	703322	+	774	transport	False	-0.174608430295262	0.302648884159171	nonsig	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19855		ABC transporter ATP-binding protein	CDS	703322	704023	+	702	transport	False	-0.0170678994143572	0.832837742672223	nonsig	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19860		DUF2000 family protein	CDS	704173	704580	-	408		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19865		AraC family ligand binding domain-containing protein	CDS	704625	705482	-	858	regulatory	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19870		AraC family transcriptional regulator	CDS	705556	706473	-	918	regulatory	False	2.33745698076353	6.34821962998235e-06	significant	up in MF6C	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19875		SDR family oxidoreductase	CDS	706575	707324	+	750	biosynthetic-additional	False	-1.31257979822927	0.0009014085613017	significant	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19880		aspartate aminotransferase family protein	CDS	707392	708693	-	1302	biosynthetic-additional	False	0.898526482688865	0.0012821697545553	significant	up in MF6C	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19885		LysR family transcriptional regulator	CDS	708771	709655	+	885	regulatory	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19890		isochorismate synthase	CDS	709669	711102	-	1434	biosynthetic-additional	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19895		isochorismate lyase	CDS	711099	711404	-	306	biosynthetic	True			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19900		thioesterase II family protein	CDS	711401	712174	-	774	biosynthetic-additional	True			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19905		(2,3-dihydroxybenzoyl)adenylate synthase	CDS	712171	713823	-	1653	biosynthetic-additional	True			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19910		helix-turn-helix transcriptional regulator	CDS	714041	714982	+	942	regulatory	True			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19915		non-ribosomal peptide synthetase	CDS	715106	719479	+	4374	biosynthetic	True			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19920		non-ribosomal peptide synthetase	CDS	719476	724953	+	5478	biosynthetic	True			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19925		Gfo/Idh/MocA family oxidoreductase	CDS	724950	726002	+	1053	biosynthetic-additional	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19930		ABC transporter ATP-binding protein	CDS	725999	727723	+	1725	transport	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19935		ABC transporter ATP-binding protein	CDS	727720	729492	+	1773	transport	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19940		TonB-dependent siderophore receptor	CDS	729639	731822	+	2184	transport	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19945		hypothetical protein	CDS	731822	732085	+	264		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19950		PepSY-associated TM helix domain-containing protein	CDS	732087	733598	+	1512		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19955		RhtX/FptX family siderophore transporter	CDS	733621	734868	+	1248	transport	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19960		MFS transporter	CDS	734953	736194	-	1242	transport	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19965		LysR family transcriptional regulator	CDS	736336	737208	+	873	regulatory	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19975		leucine-rich repeat-containing protein kinase family protein	CDS	737511	738824	+	1314	regulatory	False	-0.832376261624674	0.0163709520532009	significant	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19980		LysE family translocator	CDS	738835	739467	-	633	transport	False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19985		hypothetical protein	CDS	739569	739742	-	174		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19990		copper chaperone PCu(A)C	CDS	739775	740218	-	444		False	0.492689451326115	0.0434901889485091	significant	up in MF6C	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_19995		copper resistance CopC family protein	CDS	740311	740676	-	366		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_20000		DUF2946 domain-containing protein	CDS	740968	741345	-	378		False			not_quantified		BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_20005		SRPBCC family protein	CDS	741439	741933	-	495		False	1.68897696561297	0.0004587170948836	significant	up in MF6C	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_20010		2Fe-2S iron-sulfur cluster-binding protein	CDS	741992	742294	-	303		False	-0.314900109861448	0.343345104662133	nonsig	up in MF6	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_20015		sigma-54-dependent Fis family transcriptional regulator	CDS	742377	744290	-	1914	regulatory	False	0.98041884991553	1.86206631228425e-05	significant	up in MF6C	BGC0002678.2	1.087
chr2.region003	chr2	NRP-metallophore, NRPS	AC1V0C_20020		DUF2964 family protein	CDS	744477	744752	+	276		False			not_quantified		BGC0002678.2	1.087
chr2.region004	chr2	terpene	AC1V0C_20865		DUF4142 domain-containing protein	CDS	920340	920918	-	579		False			not_quantified		BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20870		HAD hydrolase-like protein	CDS	921323	921946	-	624	biosynthetic-additional	False	0.328655118945797	0.134922481858728	nonsig	up in MF6C	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20875		GNAT family N-acetyltransferase	CDS	922108	922551	+	444		False	1.37990309491238	0.0185270638044205	significant	up in MF6C	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20880		DUF1653 domain-containing protein	CDS	922609	922827	+	219		False	-1.28955748904258	0.000193554448872	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20885	atpC	ATP synthase F1 subunit epsilon	CDS	922857	923315	-	459		False	-0.823155609609181	0.0015006275771741	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20890	atpG	ATP synthase F1 subunit gamma	CDS	923326	924207	-	882		False	-0.72669351081317	0.0014721301995657	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20895		phosphate acetyltransferase	CDS	924353	925324	+	972		False	-1.25624833168268	1.403622538101e-05	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20900		acetate/propionate family kinase	CDS	925335	926543	+	1209		False	-1.10658770162541	9.25294579731029e-06	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20905		alpha/beta fold hydrolase	CDS	926552	927673	+	1122	biosynthetic-additional	False	-1.37099998933836	5.59998969394289e-06	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20910	fabI	enoyl-ACP reductase FabI	CDS	927702	928460	+	759	biosynthetic-additional	False	-1.40667119510652	0.0006936637582513	significant	up in MF6	BGC0002708.2	0.744
chr2.region004	chr2	terpene	AC1V0C_20915		winged helix-turn-helix domain-containing protein	CDS	928482	929693	-	1212		False	0.395072904804788	0.0132819216088023	significant	up in MF6C	BGC0002708.2	0.744
